X,RamDA_mESC_48h_A04,RamDA_mESC_48h_A05,RamDA_mESC_48h_A06,RamDA_mESC_48h_A07,RamDA_mESC_48h_A08,RamDA_mESC_48h_B01,RamDA_mESC_48h_B02,RamDA_mESC_48h_B03,RamDA_mESC_48h_B04,RamDA_mESC_48h_B05,RamDA_mESC_48h_B06,RamDA_mESC_48h_B07,RamDA_mESC_48h_B08,RamDA_mESC_48h_B09,RamDA_mESC_48h_B10,RamDA_mESC_48h_B11,RamDA_mESC_48h_C01,RamDA_mESC_48h_C02,RamDA_mESC_48h_C03,RamDA_mESC_48h_C04,RamDA_mESC_48h_C05,RamDA_mESC_48h_C07,RamDA_mESC_48h_C08,RamDA_mESC_48h_C09,RamDA_mESC_48h_C10,RamDA_mESC_48h_C11,RamDA_mESC_48h_C12,RamDA_mESC_48h_D01,RamDA_mESC_48h_D02,RamDA_mESC_48h_D03,RamDA_mESC_48h_D04,RamDA_mESC_48h_D05,RamDA_mESC_48h_D06,RamDA_mESC_48h_D07,RamDA_mESC_48h_D08,RamDA_mESC_48h_D10,RamDA_mESC_48h_D11,RamDA_mESC_48h_D12,RamDA_mESC_48h_E02,RamDA_mESC_48h_E05,RamDA_mESC_48h_E06,RamDA_mESC_48h_E07,RamDA_mESC_48h_E08,RamDA_mESC_48h_E10,RamDA_mESC_48h_E11,RamDA_mESC_48h_E12,RamDA_mESC_48h_F01,RamDA_mESC_48h_F02,RamDA_mESC_48h_F03,RamDA_mESC_48h_F04,RamDA_mESC_48h_F05,RamDA_mESC_48h_F06,RamDA_mESC_48h_F07,RamDA_mESC_48h_F08,RamDA_mESC_48h_F09,RamDA_mESC_48h_F10,RamDA_mESC_48h_F11,RamDA_mESC_48h_F12,RamDA_mESC_48h_G01,RamDA_mESC_48h_G03,RamDA_mESC_48h_G04,RamDA_mESC_48h_G05,RamDA_mESC_48h_G06,RamDA_mESC_48h_G07,RamDA_mESC_48h_G08,RamDA_mESC_48h_G09,RamDA_mESC_48h_G10,RamDA_mESC_48h_G11,RamDA_mESC_48h_G12,RamDA_mESC_48h_H01,RamDA_mESC_48h_H02,RamDA_mESC_48h_H03,RamDA_mESC_48h_H04,RamDA_mESC_48h_H05,RamDA_mESC_48h_H06,RamDA_mESC_48h_H07,RamDA_mESC_48h_H08,RamDA_mESC_48h_H09,RamDA_mESC_48h_H10,RamDA_mESC_48h_H11,RamDA_mESC_48h_H12
Atf4,1.961157861,1.8428677,2.144030822,2.361951962,1.746018354,2.275205409,2.058553662,1.868151346,1.301367281,1.894633731,2.809591748,2.133115585,2.343187234,1.817734776,1.61970282,1.992328164,2.110725084,2.033563376,2.430341618,1.642102048,2.429079616,1.771707855,2.292881473,2.243417747,1.812823528,2.563059463,1.81645895,2.647902057,2.178364937,2.46839681,2.886791331,1.364738811,1.898067918,2.008085861,1.797659904,2.837151072,1.898632873,2.221201844,1.946572654,2.049490053,1.241746684,2.329646983,2.272149535,2.133232775,2.507045151,2.348025968,2.78631667,1.68591165,1.825665759,2.216068795,2.591978202,2.063773336,2.817405748,2.273378428,2.173393583,1.904974726,2.344321808,1.080338834,1.583011526,1.961084375,2.589430684,2.792002223,2.099321646,2.082430958,2.384895235,1.559901008,2.264193059,1.825861045,2.287207561,1.934285048,1.321416197,1.223662787,1.958843141,2.211314982,1.461052886,2.248253661,2.024600921,2.16844172,0.878156908,2.262949978,1.571828984
Atf5,0.228384344,0.523082955,0.371513628,0.260485517,0.219232542,0.512738614,0.571565329,0.542097746,0.663224866,0.347150267,0.40159859,0.158635725,0.583502964,0.596624725,0.373122225,0.181000536,0.648115185,0.562084779,0.310077591,0.439814296,0.173158747,0.222787335,0.707815751,0.38153432,0.646373536,0.514767145,0.518284841,0.476899731,0.383335783,0.58090834,0.298179554,0.341120825,0.359137924,0.676585378,0.548483855,0.538042906,0.198558933,0.306611366,0.290850619,0.184834855,0.544178747,0.230301429,0.290981345,0.161674075,0.280783284,0.675289197,0.663907278,0.211689736,0.281415639,0.331496629,0.46527353,0.624211396,0.38867176,0.891072098,0.24898176,0.360541423,0.244877927,0.384213233,0.443923208,0.244497595,0.220452083,0.320587957,0.222260455,0.357013618,0.686135516,0.884399939,0.688353852,0.187083775,0.687408536,0.137692393,0.19323476,1.015521397,0.833505516,0.628129877,0.128898065,0.621713811,0.336963274,0.514834896,0.343529631,0.386622726,0.561760864
Atf6,1.137619514,0.84951059,1.59885036,1.62916368,0.870730514,0.504144983,1.314622165,0.234526681,1.122448761,1.621547409,1.079350378,1.108796198,1.068176471,1.077160687,0.917528564,1.33165242,0.711609367,0.842468129,1.406300134,0.534312207,0.741055245,1.295640348,0.379872853,1.650227916,1.955994829,1.259693393,1.401282731,0.183660877,1.096083685,1.289354191,1.32930816,0.935161834,1.412012232,1.014020597,1.02414165,1.019665581,0.756620896,1.296761513,1.403057143,0.974818196,0.049835687,1.125763457,0.992831496,1.232514829,0.531554554,0.516593613,0.724680266,1.257924631,1.389644048,0.598188014,0.889468849,1.253501389,1.134975341,0.908533907,1.375006565,1.150447996,0.776506457,1.14388421,1.085395181,1.339027855,0.807821938,1.108588273,1.359414462,1.017102256,1.099219561,1.091894709,0.930882009,1.112804497,1.211986346,1.635002782,0.929564807,0.881589934,0.995442264,0.887769337,0.151819522,0.615858352,0.845133131,1.272836596,0.481050267,0.88479792,0.980494693
Atf7,1.718484483,1.882785194,1.969820335,1.813947065,1.305593636,1.532165849,2.157837636,2.073568833,0.918806043,1.029980904,1.351522936,1.238062981,2.291418448,2.255089406,1.515690588,2.028350296,2.161418628,1.852718275,1.136382498,2.411747794,2.117561742,1.479587734,2.623098114,2.705918996,1.875790378,1.124842797,1.14322979,1.772865175,1.442422147,1.263543659,2.120639447,1.77742758,1.574532006,1.548497918,2.351307341,2.508786174,0.888657018,1.53569857,0.953365802,1.957525193,2.202691185,1.365680531,1.997256822,1.722365393,1.735177829,1.114683142,1.846071872,1.360757658,1.559668631,2.022772599,1.804174238,1.567837782,2.297173851,2.232824773,1.356506703,1.103148177,1.691065949,2.221530345,2.08326452,0.983869089,1.589891147,2.072334157,1.693939636,1.331428686,1.880519221,0.66338849,2.127927698,2.045300377,1.435854723,1.993536029,1.871398872,1.633958667,1.543398539,1.455912732,2.398246273,2.018327898,1.110248348,1.703740493,0.533956123,1.866222846,1.779956775
Atm,1.379400526,1.12706778,1.414608408,0.795388845,1.426527083,1.751552878,1.082980544,2.204709,1.62507103,1.291773888,1.058692193,2.915788709,1.554780577,1.227075254,1.297793606,1.580376096,1.671741383,1.365050549,1.167778857,1.269639339,1.880648776,1.197734471,2.139450298,1.416957796,2.410206663,1.847689598,1.060227515,0.884369441,1.106386374,0.984868001,1.406139259,1.888969533,1.717082529,1.500810589,1.667570652,0.88127383,1.147493534,1.117767878,1.885867657,1.065131968,1.353788587,0.538662557,1.313210241,1.065688293,0.519910715,0.893853861,1.306215818,0.939247841,1.927643127,1.145827045,1.768543441,1.518967335,0.74539088,1.598593668,0.811677692,0.86961549,1.313284476,2.025438875,0.565125516,0.529196428,1.734011469,0.756746768,1.339882192,1.378803662,0.78283795,0.262380405,1.106799255,1.811222478,0.53643555,0.986858128,1.484924479,1.31142445,1.049930553,1.654040023,2.455229532,1.083858618,0.863549169,0.976422889,1.949113438,2.43469766,2.207392828
B2m,1.804915754,1.430061677,2.008382889,1.602007028,3.999541636,2.142388623,2.244654557,2.980531904,2.416377488,2.007692003,2.211218539,2.081803769,2.242669423,1.581332347,2.09922305,2.738880111,1.650543906,1.597240114,1.899255115,2.996561768,0.852242053,1.458156993,1.654007406,2.479745162,1.698291837,1.882882767,2.225221417,1.332870689,3.028875286,2.285603781,2.635639671,2.183000222,2.101925702,1.381489833,2.080115842,1.96047443,2.025584946,1.60705134,1.859620246,2.595534967,1.873810981,2.15536342,2.095607798,1.809830937,1.388034631,2.230216167,1.645240954,1.458119632,2.50861277,2.01868243,2.281100291,1.749143825,2.270825823,2.031343383,2.325056265,1.4861522,1.742864983,2.477030018,1.397575149,2.338553416,2.00374644,1.340720102,2.529358793,3.330968362,1.877303177,1.566416606,0.986233204,3.077550221,1.368506429,1.416990291,1.401409133,1.410318629,1.791884279,1.754805754,2.459256412,2.161754205,2.109057658,2.35779057,2.536572498,2.178995424,1.415847118
Bach2,0.568626229,0.202731068,0,0.270751117,0.633990277,0.20295702,0.252331395,0.341645787,0.007630147,0.009251381,0,0.012972452,0.004936967,1.165061572,0.716761211,0.741509946,0.235976672,0.229102161,0,0.463422531,0.005123536,0.233974609,0.484095724,0.28480305,0.003880871,0.004136355,0.516251702,0,0,0.071347505,0.593670887,0,0.246679169,0.468107912,0.552510556,0.311305963,0,0.089045421,0,0,0.162854238,0,0,0.124111763,0.352852582,0.571613753,0.230487215,0,0.085555518,0.650189453,1.176531628,0,0.004777795,0,0.550451592,0.882311699,0,0,0.175708119,0.012657697,0.271066728,0,0.240629968,0.76488736,0,0.564187917,0,0.36825013,0.251270314,0.004865671,0.087885583,0.078031963,0.33668634,0.011660227,0,0.088680061,1.430234161,0.62500404,0.557266341,0.088919766,0.461670482
Bard1,0.304602007,0.459480287,0.228265807,0.335604867,0.217668064,0.121172663,0.235137905,0.178245276,0.037659377,0.122076205,0.158265952,0.499587247,0.377072243,0.218419882,0.265275172,0.321197192,0.194814327,0.222947331,0.488878049,0.262713772,0.840351958,0.212238034,0.341877385,0.780458963,0.584821939,0.280547827,0.304734574,0.317563937,0.471195989,0.322671851,0.46177297,0.641986575,0.312897589,0.3313727,0.041623222,0.227385545,0.721466638,0.261118666,0.240563222,0.354635305,0.416550899,0.503096942,0.414379973,0.257998903,0.252940717,0.151917429,0.339651986,0.442883778,0.194999715,0.330043784,0.532158305,0.328115611,0.214040564,0.210511769,0.342281335,0.473685865,0.217185725,0.605728658,0.160332368,0.449285376,0.458313508,0.338739889,0.299320869,0.1095785,0.160771083,0.460365163,0.368237989,0,0.242052231,0.088414871,0.502796869,0.401856471,0.246093189,0.348196454,0.148077945,0.33972041,0.164564037,0.255864932,0.591629504,0.163564087,0.053756953
Barx1,0,0.0715794,0.215380058,0.050415915,0.312729029,0.14850375,0.064507308,0.145292352,0,0,0.062000097,0.054175858,0,0,0.079278385,0,0.028036499,0,0,0,0,0.085949093,0.033042733,0.101210071,0.277160662,0.486091079,0.02727228,0.162752342,0,0.03617408,0.040027551,0.138088194,0.177994212,0,0.087242961,0.067949335,0.09201345,0.148321147,0.215070412,0.102365945,0.278961353,0.087704273,0.578541386,0.018138777,0.045950058,0.052805832,0.237456721,0.070034179,0.16409651,0.327840792,0.108306878,0.119875383,0.150119428,0.209781312,0.085273728,0.092328212,0.05016832,0.242210898,0.299419877,0.037413568,0,0.082497181,0,0.232656831,0,0.081110864,0.09817213,0,0.027645102,0.093907447,0.05983495,0.252132466,0.104727036,0.443465926,0,0,0.105666337,0.160197526,0.218948423,0.101400125,0
Baz1a,0.369265556,0.538512842,0.735265762,2.126681634,0.907242334,0.607135234,1.516219921,0.189302686,0.732028076,0.694517049,0.216165077,0.944408039,1.882564538,0,0.684462043,0.538548969,0.340175992,0.267379461,1.544096584,1.289825219,1.947309472,1.868056787,1.416835861,0.969587404,1.68306993,1.605493254,1.003893426,1.340392426,0.649789719,0.453616431,1.199222321,0.736727327,0.690931982,0.966098643,1.023541198,1.18757075,0.924950917,1.001374486,0.877333739,1.60844183,1.787844815,0.38508217,1.962346422,1.070754357,0.823636413,0.991407362,1.49970419,2.014052315,1.023380876,1.040096695,1.149693948,0.499847832,0.95069342,0.888351341,1.470047602,1.114924697,1.45556317,1.091347743,0.60431818,0.826738482,1.677911962,0.689894364,1.557361541,1.090854647,0.973871474,1.898780069,0.963709054,1.183873111,0.650165054,0.500686233,1.106210534,0.840198091,1.166948687,0.661019155,0.125841028,1.139316375,1.094366557,1.024989005,0.864070155,0.560036288,0.592026997
Bcl3,0.325755607,0,0.817639651,1.323973525,1.735238365,0.553709906,0.27619081,0.866820389,1.281451225,0.194457141,0,0.058454506,1.754002122,0,0,2.035758021,1.416094967,0.621396251,0.187972266,0.487154847,3.799110226,3.165516847,0.147074784,0,1.21957668,0.977539357,0.417596483,0.150058347,0.539469105,0.939400651,0,1.283884289,0.747558672,0,0.901657247,0.465555241,0.730404325,2.006532472,1.812313323,0.745499555,0.942703035,0.063713588,0.369765059,0.381617714,0,0,0.287350781,1.0959007,2.460562326,0.22392124,0,0,1.356848115,0.262806324,1.526220054,0,0,0.923809711,0.302354028,1.34445553,0,0,1.28356126,1.881087721,0.082553723,0.454303326,0.079970241,0.909617062,0.544346145,0.366986105,0.883875087,0.193785845,0.659578667,0.745435675,0.417933357,2.389030935,0,0.54673392,1.349191251,1.528697684,1.521966961
Bclaf1,2.654272453,1.862536556,2.293036664,2.915156292,2.141909984,2.379683727,2.642081569,3.002620633,2.336183547,2.026615988,2.39357507,2.196694175,2.528129543,1.989811568,2.357130971,2.308737295,2.73656387,2.368701556,2.7763846,1.319988586,2.921250407,2.645733915,2.49657606,2.066510294,2.601371916,2.000664284,1.929977455,2.098657291,2.411315341,2.265518065,2.64718863,2.701215788,2.65858064,2.769941109,2.152037565,2.35805226,2.621580403,2.423196779,3.046912842,2.331702433,2.682809568,2.482666784,2.374613225,2.288641017,2.045519176,2.019024943,2.25977098,2.195004968,2.500655583,2.31349453,2.420917,2.597447681,2.216658092,2.111529385,2.225823584,2.266725473,2.569162823,2.29378385,2.377109424,2.275439947,1.845619052,2.024340933,2.676621069,2.606520165,2.11664926,2.190940824,2.315564325,2.08362795,2.083125142,2.246035351,2.462867322,2.791825508,2.674609475,2.374728882,2.496742322,2.649935241,2.088470647,2.266178824,2.587471911,2.456295746,2.806162906
Bin1,0.354253233,0.647375357,0.199765219,0.865929166,0.484267796,0.669798814,0.72456207,0.341719282,0.572719287,0.148174437,0.78847296,0.829704561,0.266436817,0.676531723,0.750486703,0.256139563,0.87589135,0.342310221,0.428774848,0.829177607,0.061759145,0.200212133,0.637242645,0.450577457,0.413030831,0.418272377,1.045202382,0.753204091,0.233242529,0.40476445,0.454186219,0.711877997,0.704329023,0.568431572,0.384175644,0.78538028,0.603175504,0.389055202,0.311159592,0.418848076,0.616821271,0.710523345,0.663611871,0.633886501,0.742540575,0.989533057,0.538554302,0.563341986,0.380266262,0.430856754,0.397842734,0.72234646,0.760171005,0.650160209,0.104880146,0.647585108,0.551203915,0.725840129,0.441261021,0.561914082,0.324749746,0.491213707,0.758299571,0.520612637,0.647006595,0.506652033,0.509310836,0.789141747,0.296716227,0.839326686,0.578243011,0.680621488,0.353785416,0.500145853,0.580517624,0.234000827,0.663815084,0.444103605,0.378243203,0.470039036,0.687839178
Bmi1,1.432421979,1.402446705,1.769731183,1.267223547,1.77014719,1.481320076,1.824148548,1.249527896,1.657014547,1.526343377,2.581038362,1.42568623,1.846724937,0.872636149,0.964673203,1.602129638,1.67001099,1.150568267,0.809491085,1.261023197,1.640749545,0.529327516,1.093154502,1.159408695,1.947564168,0.689716384,0.973891443,1.635197713,1.41245026,1.406317702,1.404494189,1.407788107,1.837751227,1.147968289,1.890929276,0.946287067,1.611991042,1.560623274,1.692973799,1.54252972,1.686049817,1.074541053,2.184795714,1.684372024,0.928239482,0.860733788,1.913674097,2.220432014,1.570175354,1.521349104,0.918114491,1.129764387,1.935512848,1.222322365,1.491476354,1.483314963,1.347353692,1.844917828,1.609126434,1.526216531,1.398350497,1.028874697,1.737021991,1.310566749,1.559944212,2.068225725,1.685753308,1.389984723,0.812199873,1.654730771,1.125158772,2.12682604,1.276248522,1.547983602,1.213148574,1.910824348,1.415784253,1.37796449,2.235111592,0.981608015,0.822872891
Bmp4,0,0,0,0,0,0.166364316,0,0,0,0,0,0,0.026982061,0,0,0.217589612,0,0,0,0,0.936243554,0.02530938,0,0,0.02137157,0.201052576,0,0,0,0,0,0.019861505,0,0,0,0.022202349,0,0.039638856,0,0,0,0,0.059273091,0,0,0,0.020579275,0,0.047746812,0,0.024647681,0,0,0,0,0,0.016324434,0,0,0,0,0,0,0,0,0,0,0,0.024473002,0.174389207,0,0.180901697,0,0,0.029891471,0,0.132103969,0,0,0,0.040964776
Bmp6,0.502777365,0.221018933,0.807595869,0.500564204,0.641047069,0.771889757,0.809423373,0.511284582,0.236608922,1.204394409,0.376015802,0.603061315,0.509861947,0.678137735,0.243494755,0.049370661,0.635550133,0.957911072,0.033209869,0.601935291,0,0.616152713,0.714522115,1.350827978,1.136707916,1.002998615,0.952559433,0.142279968,0.068831146,0.847080195,0.60300456,0.061554438,0.19214275,0.268764711,0.4739199,0.679589759,1.017278709,0.337324457,0.988822049,1.209546536,0.44067944,1.3301192,0.253420329,1.033943775,0.675255792,0.609559846,0.953498182,1.063673712,0.766543553,0.500999744,0.900695351,0.190293545,0.705361214,0.650810494,1.194180103,0.507151698,0.745386595,1.011795288,0.263258573,0.863481287,0.73655003,0.060135904,1.435631326,0,0.390021269,0.712691883,0.56933201,0.446024144,0.088099105,1.116019567,0.665808066,0.437106885,0.990782496,0.257265348,0.628138327,0.596506289,1.240498717,1.130384668,0.508200648,0.466566732,1.221352031
Bmper,3.558198029,3.405190995,2.883719435,2.941115477,1.740696912,3.168975841,3.55808679,2.464072891,3.4201306,2.653355636,2.781326931,3.359276621,2.014110047,3.197879657,3.471090905,2.365657093,1.978054804,2.168181501,3.323164929,3.443551252,0,2.562775621,3.237701988,3.748265992,2.374885907,2.584271522,2.761525823,2.930138319,3.153314491,2.937040445,2.767669296,3.175706105,3.780285327,2.728503942,3.164405053,3.032811225,1.905540094,1.768052796,2.369658057,3.270203438,3.127602859,3.098106365,2.665783173,2.209766204,2.482547729,2.045492205,3.062268379,2.273079013,2.558701258,3.479971036,3.475700065,3.30928786,3.611734922,1.299889092,2.332710487,3.745059871,2.003777203,3.547943032,3.774174154,2.705341408,2.933732989,3.232170819,2.84086134,1.844313152,3.197404359,2.840251441,1.866670712,2.069432951,2.920470436,2.555020154,2.970490025,3.210125444,2.185273089,2.927858837,2.393512458,1.616947738,3.252038272,3.68543779,2.307558057,2.916677255,2.54798292
Bnip3,2.328892605,2.034509627,2.816421436,2.6647369,0.761704737,1.352526566,2.318716704,0.297543948,1.756692895,1.762370946,2.034507185,2.427993451,0.568205999,2.78970715,2.28497079,1.055312029,1.632391738,2.763832362,1.097782748,3.293899946,3.277683637,3.440072118,1.804824034,3.131406786,2.115775105,3.327692803,1.346547624,2.112335046,1.148700191,3.015503831,3.84284278,2.003857121,1.448032366,1.763518685,0.720996528,1.560976112,2.624278512,0.358654043,1.013467328,3.008183987,1.818990688,1.563495275,2.408764559,0.940751564,2.346211807,3.032529848,2.141900731,2.107311075,3.106742628,2.712081323,2.457287504,1.741603587,2.452102442,2.86348764,1.616885114,1.879240534,2.188988858,1.77793344,1.382395998,1.710082629,1.606614815,2.526173992,2.544366839,2.444407758,1.604966389,3.382869233,3.091197764,1.219075474,1.412269831,2.159850383,2.51864269,1.2891208,1.543067318,2.096125805,2.860440612,2.704670909,2.709540376,1.824222342,0.412970051,0.815733643,1.016045072
Brca1,1.97164513,2.323722966,1.919516906,2.696559494,1.480792431,1.756256587,2.05848529,1.850666581,2.264832043,2.170658814,1.143427662,3.089027692,2.689300049,3.35631015,1.832967025,2.581749047,3.286214635,2.017098734,2.821370823,1.739805927,2.822036693,2.153760551,1.507250678,1.989955271,2.800056888,1.71461475,2.2575874,1.810750375,2.236544886,1.720890684,2.687955869,1.952112508,2.883422489,2.747908946,1.659382872,2.019662085,2.547193721,2.228485589,2.250432354,2.394838984,2.059363625,2.712555896,2.194534831,2.289699044,1.530939976,2.375052667,1.77631302,1.790787251,1.048127031,1.617869641,2.378979962,2.59016563,1.350446088,2.231019501,1.858271578,2.772858285,1.211078613,2.081812419,2.228923794,2.220597135,1.660927097,1.860615892,2.638089003,1.955457925,1.49007542,2.041123444,1.827760614,0,1.019458151,0.847519226,2.24769859,1.710104554,1.236858017,2.557839797,2.728832755,2.523845476,2.140355866,1.609568491,0.804494661,2.449563389,0.890315699
Brca2,1.970071686,0.92830844,1.109304055,0.857741754,1.113693423,1.132990476,1.192180207,1.245477395,0.748103479,0.786095489,0.743837389,1.188527345,0.746955591,1.340176036,0.918948566,1.342777195,1.642261063,1.608413722,1.573601412,0.661531872,3.036757164,1.479566243,0.282064684,1.368245235,1.367365191,0.643778739,0.284599635,0.339463203,1.04061559,0.843406141,1.351190299,1.042160373,0.960988783,1.000368214,0.678764769,1.712733089,0.976712865,1.54885478,1.563442254,0.856207758,1.727478945,0.922750491,1.393293777,0.444661349,1.17206154,1.617678103,0.202769211,0.803810125,0.556594417,0.785945714,1.094436988,0.442303175,1.326779002,1.137830857,0.366506942,0.776659726,1.29817192,1.165771632,0.809496612,1.420029196,0.704298593,1.173513353,1.759051918,1.16699051,0.462816751,1.104255819,0.187321089,1.015223922,0.145082984,0.707182924,0.060512516,1.044079865,0.907000226,0.79968372,1.501599577,0.404067093,1.321438288,0.770852435,1.519895811,0.153144716,1.393888745
Brd7,1.836393614,1.311061349,1.435096338,1.444556933,1.627560663,1.294109449,0.709356121,1.662281195,1.151948728,1.999645464,1.043514037,1.174421205,2.422429141,1.352194645,1.264443144,1.167633847,0.937182373,1.768820796,1.622352451,1.728150536,1.635674062,1.110613182,1.005612635,1.872428808,1.689628223,1.295197156,2.051682261,1.419524955,1.052102134,0.837836892,1.11955145,1.596359495,1.515226708,1.149321366,1.348824282,1.342054485,1.539430995,1.143683468,1.777386847,1.483784747,0.981992087,1.622205755,1.6879132,2.155598467,0.902237513,1.640864326,1.860849784,1.769423522,1.274584934,1.017306055,1.010102552,0.873052655,1.410841846,1.797209887,1.657133288,1.748381007,1.791507846,1.145040564,1.331808807,1.415523975,1.358038916,1.989221631,1.115547166,1.739884881,1.191728826,1.156547527,1.471788849,1.199356073,1.181149158,0.852993796,0.932197221,1.394873209,0.871849213,1.028332969,1.294187375,0.85562614,2.029810888,1.523245569,1.728875813,1.715785074,1.837927403
Brpf1,0.996957655,1.322487573,1.280097694,1.308795978,0.769135449,1.035650058,1.469681636,1.098267574,1.382257482,0.807200687,1.901549205,1.18963662,1.293957961,0.999738141,1.12225183,1.60738446,1.324324526,0.741963856,2.020148372,0.920024111,2.095802215,0.646988053,1.706575111,1.501971,1.185121751,1.246791228,0.918686811,0.900972996,1.155942988,1.345950761,1.433207343,1.626013123,0.860213446,1.813280353,1.086043195,1.555821139,1.044567766,1.006962843,1.402137214,1.096019478,1.508523763,1.503847694,1.816858096,0.879815999,1.437754679,0.880337468,0.894437613,1.154873405,1.468665727,1.453304938,1.282867815,1.056890285,1.158422614,0.91110893,1.452264508,1.015977578,1.49700757,1.262926002,1.313791491,1.318715308,1.178740372,1.228855892,1.428892432,1.009764398,1.307281797,1.420603104,1.696988875,0.709716923,0.954371157,1.924148049,1.244574878,1.822310214,1.209657605,1.05888066,1.254534394,1.044420667,1.361328429,1.265011033,0.836377395,1.240847241,1.396812928
Brwd1,1.259273076,0.89045928,0.579757732,1.447239391,1.102584522,0.755721504,0.694354275,0.964211332,1.034085788,0.736809173,0.421082644,0.442009279,0.603940917,0.920854179,0.586489599,1.258395914,0.783419441,1.074112952,1.541009045,0.99571798,0.827176323,0.454079103,1.7009902,1.023164367,0.770118349,0.413874675,1.13643353,0.472808378,0.582745085,0.827349492,1.172040491,1.045967707,1.416965829,0.874765962,0.778609522,0.829941535,1.144410096,0.789036959,1.259445179,0.537523548,1.355327683,0.852392775,0.984858649,0.867313652,1.10710189,0.930415216,0.383113483,0.788219463,0.936818087,1.512797354,0.994897353,1.144449665,0.955631567,0.669865186,0.794957682,1.106389928,1.278163557,1.045893881,0.849666147,0.869426123,0.761915078,0.483026886,0.745066569,0.56299955,0.750321041,1.007218489,1.309145035,1.035342468,1.476795628,1.067829664,0.573101408,1.045501473,1.077330394,0.944995169,0.925697046,0.602711147,1.083680791,0.426453887,0.939436427,0.891239558,1.051902163
Btaf1,1.043857007,0.988197084,1.02709977,1.320341236,0.461106804,0.515874629,1.284551063,0.737518195,0.945518072,1.219700925,0.845276943,0.980033079,1.431153864,0.558032928,0.942349049,0.991693619,0.471151398,0.829857323,0.782390973,0.703890797,1.600196609,1.854357896,1.231486378,1.307955216,1.137003907,1.439113849,1.267619317,0.931638639,0.604385195,0.95502947,1.263700933,1.262614846,0.873017913,1.026646087,1.002057852,0.987072033,1.07608233,1.142887585,1.233925077,1.247841033,0.6884138,1.558328136,1.337481909,1.09105428,1.129637924,1.003517417,1.604245811,0.993007817,0.853583854,1.154601852,0.699345933,0.816529507,1.472702405,0.813655865,1.547255869,0.870663164,1.059372497,1.014847978,1.074001383,1.425514262,1.607933385,1.107604348,1.098385736,1.13617401,1.388598771,1.434228498,1.227556711,0.711760525,0.87269261,1.081687867,1.215002666,1.19480066,1.058229638,0.914508588,0.743100873,0.893328657,1.311851666,1.375463795,1.260247024,1.030420031,1.085940003
