X,RamDA_mESC_24h_A04,RamDA_mESC_24h_A05,RamDA_mESC_24h_A06,RamDA_mESC_24h_A08,RamDA_mESC_24h_A09,RamDA_mESC_24h_A10,RamDA_mESC_24h_A11,RamDA_mESC_24h_A12,RamDA_mESC_24h_B01,RamDA_mESC_24h_B02,RamDA_mESC_24h_B03,RamDA_mESC_24h_B04,RamDA_mESC_24h_B05,RamDA_mESC_24h_B06,RamDA_mESC_24h_B07,RamDA_mESC_24h_B08,RamDA_mESC_24h_B09,RamDA_mESC_24h_B10,RamDA_mESC_24h_B11,RamDA_mESC_24h_B12,RamDA_mESC_24h_C01,RamDA_mESC_24h_C02,RamDA_mESC_24h_C03,RamDA_mESC_24h_C04,RamDA_mESC_24h_C05,RamDA_mESC_24h_C06,RamDA_mESC_24h_C07,RamDA_mESC_24h_C08,RamDA_mESC_24h_C09,RamDA_mESC_24h_C10,RamDA_mESC_24h_C11,RamDA_mESC_24h_C12,RamDA_mESC_24h_D01,RamDA_mESC_24h_D02,RamDA_mESC_24h_D03,RamDA_mESC_24h_D04,RamDA_mESC_24h_D05,RamDA_mESC_24h_D06,RamDA_mESC_24h_D07,RamDA_mESC_24h_D08,RamDA_mESC_24h_D09,RamDA_mESC_24h_D10,RamDA_mESC_24h_D11,RamDA_mESC_24h_D12,RamDA_mESC_24h_E01,RamDA_mESC_24h_E02,RamDA_mESC_24h_E03,RamDA_mESC_24h_E04,RamDA_mESC_24h_E05,RamDA_mESC_24h_E06,RamDA_mESC_24h_E07,RamDA_mESC_24h_E08,RamDA_mESC_24h_E09,RamDA_mESC_24h_E10,RamDA_mESC_24h_E11,RamDA_mESC_24h_E12,RamDA_mESC_24h_F01,RamDA_mESC_24h_F02,RamDA_mESC_24h_F03,RamDA_mESC_24h_F05,RamDA_mESC_24h_F06,RamDA_mESC_24h_F07,RamDA_mESC_24h_F08,RamDA_mESC_24h_F09,RamDA_mESC_24h_F10,RamDA_mESC_24h_F11,RamDA_mESC_24h_F12,RamDA_mESC_24h_G01,RamDA_mESC_24h_G02,RamDA_mESC_24h_G03,RamDA_mESC_24h_G04,RamDA_mESC_24h_G05,RamDA_mESC_24h_G06,RamDA_mESC_24h_G07,RamDA_mESC_24h_G08,RamDA_mESC_24h_G09,RamDA_mESC_24h_G11,RamDA_mESC_24h_G12,RamDA_mESC_24h_H01,RamDA_mESC_24h_H02,RamDA_mESC_24h_H03,RamDA_mESC_24h_H04,RamDA_mESC_24h_H05,RamDA_mESC_24h_H06,RamDA_mESC_24h_H07,RamDA_mESC_24h_H08,RamDA_mESC_24h_H09,RamDA_mESC_24h_H10,RamDA_mESC_24h_H11,RamDA_mESC_24h_H12
Atf1,2.589462199,3.374598793,2.288961843,3.107179392,3.135041949,3.347810686,3.303549036,2.717153386,2.802233861,3.39938932,2.321669177,2.209578797,3.208971908,3.12110517,3.650527745,2.756791058,3.513398201,2.885378179,2.258464945,3.012572077,3.510898093,3.215288359,3.202656619,2.595708407,2.817937928,3.482121182,2.556691252,3.358692332,3.104054111,3.33660764,2.1621311,2.729192651,2.425806855,2.986752558,2.270206968,3.515089602,2.701927385,2.891521609,2.632010293,3.472556046,2.738707029,3.289364315,2.873423801,3.449209008,2.574119282,3.315885088,3.373720261,3.002574982,3.359326916,2.772500154,3.205443447,2.846335166,3.25547715,3.266287363,2.993636641,2.923830848,3.782011304,3.1516723,3.004347831,3.313756953,3.07713393,3.261839703,2.861068408,2.552868843,3.019391934,3.333553018,2.94713228,2.961481745,2.569504481,2.5302033,2.965823623,2.97191537,3.145401192,3.361629482,2.94553846,2.494403358,2.823515808,3.05635556,2.623325673,2.99155316,2.719134255,2.810897443,2.331116869,2.481216564,2.77964269,3.187487756,3.667307523,3.047187338,2.294880222,3.173147989
Atf2,1.96654124,2.630407127,2.471543392,2.876941979,2.012626744,2.559681897,2.500881296,2.742527062,1.530330257,2.681951054,2.524991522,2.579125469,2.171209886,1.805037629,2.359503574,2.57398768,1.895600397,2.454454853,2.441393896,2.562065701,1.964596477,2.869420325,1.994454813,2.14060733,2.268715564,3.038996371,2.601533278,2.681256323,2.301636612,2.671115808,2.685011033,3.31688947,2.697684769,2.585966495,2.141808121,1.898106672,2.080367926,2.278412752,2.52663656,2.687116498,2.310144364,2.38387263,2.896464011,2.697175551,2.610429507,1.759102043,2.769029475,2.420493025,1.963848267,2.792265897,3.0060099,1.827812168,2.576093902,2.768498796,2.686629751,1.790273046,2.188614814,2.685343763,2.612836042,1.911464749,2.587192729,3.266698003,1.925672865,1.80742412,2.159381638,2.118667328,2.007852285,2.766888512,2.19859285,2.367315509,2.600343459,1.89050457,1.863617653,2.256118508,2.237446107,2.300165882,2.436452802,2.318767525,1.881934028,2.419335429,2.700907676,3.238267332,2.763328344,2.202814797,2.579731645,3.040601153,2.647126833,2.529381891,2.942393582,2.053451755
Atf3,0.262564494,0.018333073,0,0.393780486,0,0,0.09863594,0.226019484,0,0,0,0.367690889,0,0,0,0,0,0,0,0,0.067480556,0.225795727,0,0,0,0,0.473877254,0.13997539,0.058506027,0.313723896,0.403286655,0,0.805456737,0.160360347,0.158734288,0,0.109518547,0,0,0,0,0,0.376222168,0,0,0,1.733762601,0,0,0,0,0,0.332300915,0,0,0,0,0,0.294795445,0,0.286613841,0,0.389242141,0,0,0,0,0,0.118695908,0.18945608,0,0,0,0.082166893,0,0,0.128460457,0.673808072,0,0.453894768,0,0.267463347,0.077785609,0,0,0,0.787830049,0,0.242628092,0.743533512
Atf4,3.112255957,2.131903334,2.527594677,2.486016255,2.191870964,2.504141164,1.770444133,1.308642004,1.821531745,1.790452683,1.525592597,2.575333312,1.973963268,1.66462352,2.074563204,1.921857119,2.50650476,1.969268843,2.50137676,1.970068031,0.571262689,2.089440598,2.119187847,2.42511078,2.440424173,2.497535893,1.38640136,2.742210225,2.391484141,2.340712136,0.740042863,2.77686495,2.220349659,2.729645277,1.880828476,1.515686018,1.68374449,2.46018505,2.597715267,2.219864962,2.563429195,3.103154261,2.398387416,2.306680827,2.155331114,0.866008915,2.807962607,1.691736214,2.291320434,2.809494283,1.671014373,1.894872052,1.124965999,2.307625379,2.159538845,1.859882594,2.916473692,2.602462065,2.958713594,1.94017256,2.424714032,2.271771513,1.830648958,1.68271854,2.541349785,1.930667545,1.295466996,2.02430118,1.88396647,2.210239813,2.674168869,2.282774422,1.904007813,2.959668743,2.171276432,2.029095686,2.420715093,1.87554829,2.085080917,1.925520123,2.369004639,0.782066659,1.841541485,0.111784243,2.784618472,2.676305243,1.410306287,2.10925427,2.504500559,3.054208942
Atf5,0.793735772,1.175596623,0.411089971,0.587081186,0.56695899,1.153749802,0.319837513,0.510529293,0.426382073,1.673843927,0.083437759,0.099383505,0.42045408,0.803810412,0.26984208,0.260378504,0.573676873,0.376201371,0.108106818,0.188970101,0.74433246,0.835589035,0.115402646,0.091196985,0.526115987,0.567322354,0.274480662,0.45178772,0.605320187,0.138329662,0.405145787,0.44207802,0.427106766,0.153560356,0.41786991,0.617325464,0.208638636,0.509035208,0.284334345,0.028764529,0.817740289,0.573052718,0.241271292,0.088429159,0.504945218,0.280285494,0.317537433,0.345440052,1.18171551,0.280286179,0.347171346,0.19850466,0.47268475,0.471723993,0.577090734,0.441913092,0.271646156,0.49905609,0.368196915,0.501779763,0.383104975,0.311942352,0.483206048,0.294446769,0.267697943,0.511558272,0.572381181,0.303300748,0.213171252,0.344152334,0.812072523,0.075848799,0.151079743,0.566126727,0.30214396,0.591223002,0.72532764,0.465218191,0.364546548,0.548644499,0.931810581,0.287377585,0.35816774,0.717013402,0.815629199,0.554134266,0.547337836,0.364010417,0.810924761,0.638275116
Atf6,1.914047856,1.3196649,1.233584778,0.992007426,1.32373726,1.713719659,1.100658626,0.352113514,0.792492217,0.503427667,1.314810889,0.052976698,1.010245213,1.968599692,1.112711458,1.390432271,0.779607494,1.047825038,1.185317972,1.074858845,1.240277085,1.072940357,1.53742066,1.876367592,0.56573549,1.453201628,0.54841246,1.096830264,0.5879189,1.383554278,1.612066824,1.341841413,1.208435338,1.101737374,1.326090069,1.258289407,1.259096482,1.447324474,0.863440624,1.446530794,1.392002101,0.670580984,1.087338043,1.489692295,1.121820826,1.064218371,0.945321133,1.059738742,1.697148182,0.85830395,0.736472726,0.774053914,0.555162383,1.196168397,1.437336176,1.157036129,1.462464296,1.030968785,0.541139124,1.34534132,0.948367061,0.767506919,1.987259197,0.910893447,1.731810369,1.053746779,1.634669442,1.591094481,1.575692966,1.244358617,1.316824158,1.458193591,1.174860056,0.878733468,0.906411336,0.942674797,1.521534403,0.670139223,1.121013051,0.043006761,1.658290243,1.048387523,1.317163759,1.29914098,1.619231504,1.252041679,1.714439192,1.375273698,1.76984484,1.45514819
Atf7,0.924615103,0.718401402,1.735992663,2.133013891,1.602565777,2.060994442,0.740209773,2.197517215,1.117325069,1.697997118,2.033830378,1.49915258,1.375496616,1.395126257,1.229784452,2.073462194,1.357542482,1.006635791,2.281360891,1.660271772,1.415489339,1.398973587,1.684914452,1.980936538,1.984639965,2.144208875,1.61604795,1.712994814,0.598671006,2.679838603,1.468088873,2.543437281,0.88649937,1.942996963,1.306643745,1.726669424,1.635500615,1.714412047,1.330035018,2.005841203,1.117977459,1.407016655,2.106353338,1.820654962,1.520825224,1.395274167,1.464295047,1.746555057,1.781918728,0.882855115,1.379172194,1.724918958,0.929822676,1.192216371,2.043872187,1.766768608,1.464140015,1.443266165,1.361688363,0.626518796,0.541992756,1.836845709,1.436551014,0.821229168,1.705605548,1.586051417,1.257814301,0.690396189,2.116305802,1.439796215,1.436996483,1.429073369,1.914282365,1.824946906,0.512920894,1.18515589,1.821776267,0.780518788,1.120899097,1.886896123,2.233138779,1.020431391,0.784374707,1.621837828,1.558017409,1.311669594,1.89823328,1.551493538,1.023146606,1.820653753
Atm,1.039984072,1.316490478,1.93955109,1.967449338,1.107598357,2.036008899,1.41540274,2.324696555,2.03605432,1.517841541,1.32078188,2.721420212,1.451786555,2.050303907,2.020271279,1.775515591,1.288686499,1.235259717,2.32749993,1.873047076,2.45520162,2.537635968,2.421469158,1.37075261,2.569704827,2.314427635,2.114106499,1.596975032,2.056135858,1.318330778,2.102989796,1.924379061,1.692822488,1.901149734,0.890182164,2.224166482,1.896371126,0.791729811,1.072869316,2.459870791,1.77311647,1.582453552,1.151496868,2.698207918,1.19872748,3.088204291,1.873478134,1.258198148,2.366744075,1.945226439,2.113565519,2.533886709,1.846949115,1.462429603,1.88492199,3.028230485,1.804250885,1.083988073,2.49098158,1.571615431,2.109809699,2.276503854,1.570745655,1.338495317,1.582536102,0.970888124,1.860117902,2.537598708,2.036058823,1.58147614,1.040447782,2.139300429,0.763601921,2.564577765,2.364862078,1.504520145,1.095955623,1.651130687,2.476937882,1.969444476,1.642517168,2.197385375,2.147872386,1.419374314,1.654161065,1.032222422,1.998222711,1.959756582,1.337790574,2.299895112
B2m,0.794590237,0.515904843,0.73743888,0.889143214,0.996787116,0.824578697,0.832866288,2.049541413,0.279992723,0.339643092,1.254121067,0.671023999,1.469751364,0.797732647,1.806882697,1.661212865,0.599352008,1.154601654,0.878078663,0.333970781,1.198385177,1.16430172,1.721607328,0.814818449,1.384509216,1.302017625,1.815467355,1.276597095,0.683859443,1.262562541,0.827059145,1.030515392,1.108675948,1.280248132,1.616209716,1.297851494,0.932506554,1.276666777,0.204202839,1.614237647,2.261263034,1.790042568,1.309076213,0.599058885,0.944484772,1.559552307,0.761744584,0.286768194,0.564129152,0.945995436,1.097159631,0.9201241,0.885848533,2.135147754,1.046394954,1.214278372,0.527516578,0.727343428,1.089060236,0.525952808,1.482025194,0.189532894,1.159718233,0.648265908,1.446201706,1.088489036,1.422190476,0.846250134,1.311421764,0.893517632,0.539762283,1.090926682,0.173366955,1.043212952,0.814621021,0.849072925,0.701176549,0.945270047,0.919734915,0.541278488,1.19280144,1.438850184,2.086399985,0.143660801,1.382982868,1.238623626,0.460167481,0.658724295,0.996033809,0.873631675
Bach2,0.003851302,0.004330033,0.011047585,0,0.009746628,0.066354259,0.179793452,0.008246818,0,0.243027184,0.033128187,0,0,0.08547512,0.00919649,0.284404821,0,0,0,0,0.005275658,0.011034434,0.604393145,0,0.009564117,0.009975018,0.288015693,0.06395711,0,0.380004691,0.006234244,0.006495342,0,0.003629447,0,0.068641708,0.237893741,0.005795958,0.136219984,0.710366201,0.009197961,0,0.005749076,0.005448078,0,0,0.162944107,0.194741148,0.083270153,0.423392246,0.006372527,0.052514747,0,0.004630642,0,0,0.251004871,0,0,0.019842347,0,0,0.005895084,0,0.005087701,0.005280435,0.009057934,0.521796371,0.035586678,0,0.004918387,0.008105716,0.412187897,0,0.004254639,0.005515739,0.005463575,0.25163556,0,0.177911222,0.005451992,0.005916305,0,0.117295968,0.245770646,0,0.006318571,0.01037807,0,0.00554406
Bard1,0.263862043,0.781709447,0.382602732,0.454953599,0.658817972,0.272345965,0.510429808,0.511429582,0.315436857,0.755810235,0.497738471,0.454754674,0.801309293,0.542662173,0.389807623,0.52458058,0.506243363,0.536767526,0.36076534,0.193843035,0.135207679,0.354178014,0.12250721,0.75867204,1.180685936,0.188833277,0.905182864,0.609391548,0.493453135,0.598036754,0.317266429,0.166059727,0.375624878,0.410844364,0.776110457,0.635534094,0.509553438,0.350625888,0.432733906,0.31386118,0.228150521,0.064658714,0.477199348,0.463197105,0.599336734,0.613200414,0.28908573,0.65093317,0.307460954,0.258031743,0.287348006,0.856271696,0.271094268,0.353167878,0.330529515,0.455231996,0.211141404,0.904469533,0.303401721,0.466149632,0.618793758,0.940104878,0.366390937,0.758951765,0.292170287,0.639115017,0.439469383,1.030578644,0.303505383,0.438980433,0.516083228,0.478303988,0.353584823,0.712118018,0.87168145,0.031059437,0.309856006,0.240386962,0.441177339,0.765362783,0.395109328,0.475691014,0.247483438,0.512683151,0.317077823,0.29053918,0.039312351,0.456045811,0.745198346,0.330658349
Barx1,0.025136706,0.026018116,0.037349782,0.031859453,0,0.145449227,0.078713606,0.107896562,0.055598631,0,0,0.080672904,0.203510771,0.030528167,0.0597877,0.071279411,0.033679139,0.033185738,0.036493294,0.170471039,0,0.264121449,0.182102408,0.143305091,0,0,0,0,0.109058335,0,0.261578583,0.156743375,0.337251463,0.115896228,0,0.367218009,0.029747854,0,0,0.036726043,0,0.108419527,0.037360303,0.057229746,0.247854161,0,0.182811223,0.072948199,0.067468927,0.134948032,0,0.026992416,0.112559872,0.201919421,0.120161988,0.106320128,0.092551953,0,0.035364877,0.164833816,0.107562922,0.07245861,0.034576202,0.031816948,0,0.136440296,0.090174257,0.270962401,0,0.101133592,0.064053846,0.099980973,0,0.039558124,0,0.14242958,0.069290181,0,0.16695683,0.070536631,0.034783037,0,0.306248064,0.040976956,0.256111225,0.163143663,0,0.034915487,0.176714918,0.036250044
Baz1a,0.192465821,0.962074044,0.526825835,0.520853721,1.611927821,0.294014884,0.931741841,0.643321767,0.445272277,0.754091076,0.770077431,0.278520881,0.471240626,1.093227728,0.443685213,0.551975147,0.370314403,0.329942751,0.799058065,1.154734552,0.800842466,1.113390013,1.344478243,0.017983637,0.038858276,0.630648057,0.993204901,0.870629731,0.164912256,0.928781896,0.393533755,0.968236607,0.753616367,0.496014651,1.482105353,1.043943362,0.546955103,0.327495101,0.493799685,0.361462292,0.523966367,0.383016217,0.427967981,0.449367278,0.135623161,0.307991259,1.193070993,0.775246376,1.198026192,0.509341047,1.002531031,0.602447483,1.568053544,1.555284224,1.710115301,0.193518596,0.22700053,0.996445004,0.457220027,0.982846833,0.851036269,1.134383251,0.835440377,0.906604377,0.449311277,0.819535935,0.133777412,1.760193107,0.855641207,0.943238574,0.3553864,1.081131077,1.37750727,0.409310763,0.398773419,0.549407772,1.535988318,1.532101345,0.773911185,0.837620575,1.664229383,0.715480623,1.484578622,1.042228843,0.981738416,0.713559844,0.600272617,0.380979862,1.677524856,0.135204525
Bcl3,1.574786191,0.506282747,0.981675695,0.929899636,1.171488274,0.68999054,2.063267192,0.846491339,0.539258242,2.091834281,0.570395668,1.356751493,1.485482416,0.252311787,1.051175942,0.631504202,2.07820673,1.001060135,0.872214841,1.145262666,0.829959379,1.093777472,0.830712803,0.828875903,1.004824176,2.00223521,1.16371832,1.64119167,0.701849523,2.236616639,2.425726848,1.839247301,1.522561393,2.094248346,0.648050349,0.502942191,1.321838072,2.315731546,3.160349337,1.868951839,1.986440075,1.199632585,1.144918915,0.406376062,0.081162381,0.90664263,1.582188694,1.296275809,0.608044885,1.886865916,1.424143808,0.554457075,1.73998647,1.562843309,1.519359241,2.126972235,0.8901724,2.129027611,2.81579947,0.280475825,1.325178665,0.906300508,0.549807423,1.359576121,0.65971427,1.391861563,0.742949435,0.178057266,0.906210939,1.086086219,1.350676669,1.237123624,0.742668528,1.388453101,0.639286871,1.45810171,1.719765125,1.317073222,0.661143515,0.925776327,1.535635022,0,0.155199605,0.820355117,2.33876232,1.537260151,0.118817378,1.874917123,1.177664596,0.996831244
Bclaf1,2.876464199,2.687298382,2.5099063,2.839613854,2.948274821,3.128804965,2.230554248,2.540667222,2.858683141,3.126592144,2.235585638,3.207923542,2.857239851,2.527309769,2.719730357,2.993533079,2.57724074,2.665429122,2.937325723,2.913151022,2.35874188,3.093514153,2.644280652,2.957513739,3.012724814,3.006727403,2.944520511,2.889758121,2.592799169,3.037326036,3.286008629,2.88537097,3.000560954,2.745099648,2.416632914,3.244293188,2.938519404,3.052504478,2.764239333,2.766975178,2.611777396,2.898619019,2.621362506,3.104059499,2.608474993,2.504337504,2.724104682,2.840849832,2.32435603,2.708177066,2.447999814,3.006496086,2.556719162,2.753045678,2.68367332,2.852371489,3.081892559,3.125295485,2.715149002,2.651453706,2.814308532,3.035480187,3.320282711,2.603882114,2.761057743,2.791453383,2.078211725,2.737579909,2.793568631,2.311340175,2.798478613,3.136310397,2.597620587,3.046045405,3.162439372,2.71575185,2.992424669,2.681944937,2.703848559,3.118837533,2.935745379,3.346904162,2.97409521,2.840704332,3.192502923,3.3795785,2.886273622,2.695245733,3.279763001,3.16446115
Bin1,0.490492791,0.342407567,0,0.572745688,0.436002263,0.345677544,0.427585017,0.522911286,0.769936667,0.126055832,0.084098642,0.258797404,0.109331139,0.256849042,0.298409584,0.35203553,0.217101835,0.732362139,0.13234705,0.598999697,0.282149018,0.590018884,0.362794477,0.273674482,0,0.171743016,0.701301171,0.240309051,0.249128523,0.547194526,0.875213117,0.257360972,0.679387884,0.247357983,0.411254679,0.338911492,0.146227495,0.541663532,0,0.27571103,0.331579136,0.250078516,0.113686549,0.219801497,0.256784561,0.362085898,0.29298749,0.446482089,0.43116159,0.228489195,0.278650577,0.730857685,0.090055724,0.397587297,0.299518931,0.163437333,0.632368533,0.042738819,0.266263634,0.364558252,0.38264706,0.09370264,0.319206075,0.505304585,0.190253383,0.569700226,0.311570245,0.616092863,0.117633581,0.308351263,0.446705109,0.083798422,0.154457577,0,0.361613567,0.495968848,0.272049298,0.529136084,0.263534025,0.184857715,0.431317903,0.224237451,0.19330069,0.2166994,0.109046291,0.149102713,0,0.341796646,0.439743542,0.299924938
Bmi1,0.323362605,0.837267684,2.008532954,0.959168033,1.41996403,1.455221125,1.529043904,1.133873478,0.967668489,1.035977152,1.385658395,1.481547277,1.436238939,0.763606777,1.354231414,1.670314604,1.436968355,1.300276115,1.25564657,1.071900998,1.331619008,2.457861634,0.80789535,1.841601069,1.342511194,1.151133653,1.649571751,1.061327476,1.561054298,1.876965863,1.55850005,1.373580194,0.949014806,1.454802708,1.535251175,1.655704021,0.974576414,0.017090261,0.862973219,0.988026048,1.544720735,1.376882526,1.025282593,0.746463232,1.629511773,1.248528483,1.49381135,1.189050682,0.624837145,1.212564655,0.560945219,1.185545966,1.271878994,1.244446373,1.381003299,1.087099252,0.475249551,1.129039074,1.316275439,1.244926826,1.560231666,1.327228028,0.722989205,1.40025483,1.173679116,1.98820594,0.965020102,1.20102191,1.418901366,0.969625742,0.605234024,0.624965249,1.342263166,0.723640195,0.856062333,1.736344654,2.051858273,0.925608113,1.945947602,1.502680809,0.746479321,0.384682498,1.845864941,0.671951434,1.476379027,1.292808025,1.604975023,1.550437083,1.109696957,1.451144848
Bmp4,0,0.167477172,0,0.211350357,0.021027557,0.034327095,0,0.617098827,0,0.485556361,0.069956288,0.017679353,0.172427793,0.059100935,0,1.65E-06,0.147501072,0.234104316,0.044361987,0,0,0.138216903,0,0,1.151951738,0,0.031969374,0.052832306,0.069182899,0,0.026112985,0,0,0.091426934,0.287487494,0.119083573,0.144948355,0,0.371560266,0.033075226,0.123217294,0.023939835,0.460685231,0.163177759,0.04885594,0,0,0,0,0,0.273492317,0.110819262,0,0.116266981,0.20895373,0.393843119,0.068343466,0.448059574,0,0.167109155,0,1.998669852,0.022866419,0,0.163999373,0,0.027384009,0,0,0,0.061843094,0.022532682,0,0,0.062376993,0,0,0.183322551,0,0,0,0,0,0.062177835,0.01988983,0.378523336,0,0,0.062219412,0.030709025
Bmp6,0.542731497,0.719746451,1.696200093,0.48512822,1.097092403,0.615655062,0.132361507,0.372810771,0.060222111,0.19236128,0.671476911,0.379532285,0.435309416,0.301022931,0.439105112,0.601421848,0.913837483,0.489460321,0.384848587,0.556101514,0.44441571,0.061558584,1.159172447,0.51655697,0,0.300586303,0.484445594,0.351153665,0.445793451,0.701805391,0.836447912,0.440757101,0.618898222,0.627142087,0.807334161,0.936408769,0.384198627,0.651852671,0.364536783,0.27476086,0.214332718,0.225702768,0.312578662,0.206213691,0.835413366,0.209124734,0.693228939,0.938058513,0.34474249,0.247771484,0.112338755,0.59668201,0.338115164,0.596678897,0.263325426,0.367822178,0.252997055,0.073392645,0.265343577,0.633680273,0.440325676,0,0.746068184,0.484570899,0,1.369116348,0.662776505,0.534370856,0.086021747,0.235431411,0.504526334,0.332859298,1.065354637,0.429570152,0.855212285,0.522274416,0.901022171,0.310637787,0.52209197,0.346881474,0.482457811,0.020902087,0.339733729,0.781483596,0.303536035,0.068614193,0.418419252,0.470264235,0.451610272,0.096279949
Bmper,0.622448031,0,1.782948164,2.151126732,0.998337546,0.179783017,1.301890949,2.773129043,2.199038574,0.041581759,0.865784165,1.628283705,0.051167645,1.829582748,1.877794869,0.909723597,2.610304737,0.737815935,1.030494962,2.102289118,2.75725226,2.103594606,2.521031277,1.688367754,0,1.015099264,2.02398939,0.686591987,0.484934319,2.951009131,1.050076343,1.854596129,1.171220748,2.071696121,0.950680542,1.271080934,0,0.249946999,0.078382061,1.736033999,2.300513058,1.608046654,1.325072086,0,0.431263936,0.085494978,1.543763353,0.753923172,0.346582144,1.286524019,0.136993707,0.121960927,1.358079105,2.063188691,1.968023983,2.01534315,2.02070116,0,1.992978899,1.989903106,1.431901892,0,0.949080584,0.914803707,0.628819499,1.426390745,2.312270631,1.613231412,0,1.183910872,0.862286038,0.548795781,1.622303887,0.435560596,0.065491431,1.914362069,2.067874139,1.251949635,0.135191085,0.223019599,1.320801435,0.281453199,1.456574781,0.612268612,1.575456655,0.150359849,1.659046604,2.085645524,2.120204337,1.626838436
Bnip3,0.613183625,0.700101417,0.878240542,0.785804629,0.99056492,1.193514904,0.97460509,1.421558104,0.955059986,0.706263157,1.19661281,0.351284164,0.401594471,0.689807114,1.465648979,1.431533746,1.877681736,1.021216742,1.606225922,0.895000481,1.41046241,1.104177162,1.734091941,1.823689826,0.151598219,0.753566027,0.721836855,0.592576312,2.268108553,0.463845836,0.868408018,0.602125515,0.560143599,1.820322171,1.238465471,0.884147047,0.337299115,2.571061475,2.637468379,1.00613289,1.714798066,1.288681483,0.413232617,0.534355541,0.900719503,0.812168679,2.427772736,0.713076305,1.970370252,0.580966125,2.061501111,1.151910695,1.461618688,0.183531256,2.351787846,0.499094329,1.185199014,0.333393734,0.559852793,0.465339647,0.063123911,0.502483048,0.889638132,0.928762544,0.329415251,1.263493479,1.408880757,2.025284576,1.153309649,0.417551835,1.008416588,1.088335299,1.925557617,0.708881105,1.195124729,0.57717755,1.220021554,1.342248162,1.642373213,0.933383143,0.337730816,0.56411521,0.734998507,0,0.040051639,0.825565556,1.188770861,1.937099271,0.421482489,1.081548668
Brca1,2.318519876,2.493803566,1.945873655,2.249157979,2.165538386,2.410732214,1.72571646,3.002732248,1.746645177,1.753401134,2.935972982,2.375396358,2.846850066,2.605505399,2.425366779,2.447077165,2.143935204,2.427919255,2.229122138,1.849548028,2.629335761,2.326408741,1.246810896,2.090664744,2.988021063,2.015770583,3.461031111,1.131648642,2.098815803,2.176587162,3.865305965,1.946347869,2.018442658,1.694769446,2.843512268,2.499665132,2.420162573,2.356664968,1.91348002,1.589219994,3.118415809,2.025987674,2.409398772,2.840257592,2.153840002,2.162733748,1.68332039,2.78849107,1.460181509,1.495417394,1.306904772,3.233648636,2.746349513,2.35945648,2.335499478,3.136837742,2.378392946,2.573575675,2.12149082,3.445230736,2.791405972,1.877027096,2.326254698,2.926742216,2.651619472,2.358014617,2.594260376,3.049767949,2.512059486,1.467203969,2.314758585,2.289733257,2.090111897,2.981654136,3.113064977,1.332012764,2.112217356,2.935914131,2.095134659,2.930130471,3.212363266,3.541428587,2.622487595,2.433504393,2.324693392,1.290795177,1.142780921,2.109131465,3.308110225,1.306834678
