X,H9_00hb4s_001,H9_00hb4s_002,H9_00hb4s_003,H9_00hb4s_004,H9_00hb4s_005,H9_00hb4s_006,H9_00hb4s_007,H9_00hb4s_008,H9_00hb4s_009,H9_00hb4s_010,H9_00hb4s_011,H9_00hb4s_012,H9_00hb4s_013,H9_00hb4s_015,H9_00hb4s_016,H9_00hb4s_017,H9_00hb4s_018,H9_00hb4s_019,H9_00hb4s_020,H9_00hb4s_021,H9_00hb4s_022,H9_00hb4s_023,H9_00hb4s_024,H9_00hb4s_025,H9_00hb4s_026,H9_00hb4s_027,H9_00hb4s_028,H9_00hb4s_029,H9_00hb4s_030,H9_00hb4s_031,H9_00hb4s_032,H9_00hb4s_033,H9_00hb4s_034,H9_00hb4s_035,H9_00hb4s_036,H9_00hb4s_037,H9_00hb4s_038,H9_00hb4s_039,H9_00hb4s_040,H9_00hb4s_041,H9_00hb4s_043,H9_00hb4s_044,H9_00hb4s_045,H9_00hb4s_046,H9_00hb4s_047,H9_00hb4s_048,H9_00hb4s_050,H9_00hb4s_051,H9_00hb4s_052,H9_00hb4s_053,H9_00hb4s_054,H9_00hb4s_055,H9_00hb4s_056,H9_00hb4s_057,H9_00hb4s_058,H9_00hb4s_059,H9_00hb4s_060,H9_00hb4s_061,H9_00hb4s_062,H9_00hb4s_063,H9_00hb4s_064,H9_00hb4s_065,H9_00hb4s_066,H9_00hb4s_067,H9_00hb4s_068,H9_00hb4s_069,H9_00hb4s_070,H9_00hb4s_071,H9_00hb4s_072,H9_00hb4s_073,H9_00hb4s_074,H9_00hb4s_075,H9_00hb4s_076,H9_00hb4s_077,H9_00hb4s_078,H9_00hb4s_079,H9_00hb4s_080,H9_00hb4s_081,H9_00hb4s_082,H9_00hb4s_083,H9_00hb4s_084,H9_00hb4s_085,H9_00hb4s_086,H9_00hb4s_087,H9_00hb4s_088,H9_00hb4s_089,H9_00hb4s_090,H9_00hb4s_091,H9_00hb4s_092,H9_00hb4s_094,H9_00hb4s_095,H9_00hb4s_096
ANKRD50,6.073419157,5.203065434,0.808476572,3.931848339,0,5.588306634,0.668220873,4.026705707,5.137581798,6.530896555,5.975081939,1.214384602,0,2.348888245,5.348750464,4.039571264,7.643392127,6.29409072,6.400674785,5.366174969,0,7.758860193,1.681502394,1.300918028,2.823791924,5.899715761,7.199283769,3.188782808,6.634023961,5.303126676,4.400735498,2.448795877,5.559583451,6.375027377,6.265336821,7.631333198,7.471217945,0,7.552353572,6.89941616,6.655069601,0,0,2.951879579,0,1.333658518,6.803557626,3.47265557,8.83548224,0,4.525265134,7.628534799,4.655253864,0,5.392946656,0,3.577212027,7.390088635,7.376669002,0,4.938710235,7.322056297,0,5.237899907,8.153193101,7.009341068,0,0,1.996974826,0.511353848,5.335530277,4.006095778,5.979469224,2.284748538,7.800931889,8.187190766,6.377067769,0,0,7.457263687,5.286606524,5.445207577,6.039827278,8.748468433,4.235313548,0,4.566852821,0.766954704,2.460959929,1.527142424,5.212906514,6.159270618
ANKRD6,4.045350583,0,0,0,0,2.143700673,0,0,0,0,0,0,0,3.907923853,0,0,0,0,0,2.155240936,0,0,0,0,1.789272019,7.052556078,0,0,4.869924719,0,0,0,0,0,0,0,4.054087986,0,3.808339693,0,0,0,0,0,0.278774131,0,0,0,0,0,0,0,4.424677695,0,0,0,0,0,0,2.66239438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.762059056,0,0,0.77289133,0,0,0,0
ANKZF1,0,4.960477773,1.702251182,0,2.851143448,4.358788438,0,4.104241984,0.983456932,0,0,0,0,0,5.059160378,0,0,0.78578453,6.057401,2.122280386,0,0,0,0,0,6.314431906,6.027299637,0,0,0,0,0,0,0,5.646200629,0,3.029493242,0,0,0,0.901227697,0,6.540280311,0,1.010826247,6.864819683,5.664043379,0,0,1.627065389,0.969161905,0,2.757342771,0,0,0,0,2.536409212,0,0.851236585,0,0,0,0,1.052793069,5.84508017,6.596204732,0,5.519614816,4.028033192,4.256580565,4.85176566,6.487166478,0,3.70046938,5.09576729,0,0,6.238762015,0,1.094439164,0,3.579018447,0,0,2.733875139,0,4.86130835,0,1.527142424,3.583384207,0
ANXA3,0,0,4.192297177,4.94579586,5.034270216,5.273855768,5.960411053,3.446164932,5.317690652,4.360157045,0,0,0,7.229136777,6.605031235,0,5.09517093,6.946742549,5.312787997,6.256649456,7.27519987,0,0,7.126645483,6.386997837,0,7.176173605,0,5.107307491,0.836206037,5.697637085,4.39699588,0,0,0,4.765570727,0.922695321,0,0,0,0,5.164987492,0,0,0,6.323033626,7.609545288,0,6.941570527,0,6.088294469,0,0,0,4.338234606,7.462277699,5.982788107,0.905341466,4.820892431,2.893822829,7.37835011,0,6.701739041,0,0,0,0,0,0,0.511353848,5.307112908,0,0,0,5.33733466,0,5.658069845,0,0,0,0,0,2.69495377,0.744625321,0,6.734865202,6.396358213,7.061953197,3.946604954,0,0,0
APBB1,4.647932015,0,0,0,0,0,2.180998338,0,3.29201262,0,0,0,0,0,1.231112245,1.392747401,0.905515942,0,0,2.592331155,0,0,0,3.825246841,0,3.833433464,5.305005564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.558725159,0,0,0,0,0,0,0,0,3.52791269,0.766142432,0,1.15999369,0,0,0,0,4.090652919,0,0,0,0,3.868510914,1.052793069,0,0,1.547903038,2.244742944,0,0,0,0,4.599124345,0,0,0,0,0,0,0,0,0,1.23332248,0,0.703140185,0,0,0,0,0,0
APBB2,5.934913243,4.637396253,5.073356706,2.935678648,5.169981607,5.950177633,5.895360627,6.026236335,6.772831184,4.961946509,5.568703465,2.780154103,4.165547211,6.306857657,4.627745008,3.433422636,7.248802993,2.402246055,2.968667139,4.475501503,8.033147614,6.831444843,4.703569503,7.06441885,7.704950057,6.975522869,2.578777135,6.922336903,5.027664999,1.783429444,6.276170986,6.563875842,8.540744119,4.470068238,5.988032832,7.437364349,2.814900017,7.828218121,7.628232331,6.017004972,6.961431545,1.047416929,7.558410834,8.495897162,8.050500968,3.651949603,3.65939759,7.009458481,6.578443048,7.046693142,6.09881566,1.678184126,6.629569263,6.520845101,4.075202745,6.780556817,6.47489536,6.218177167,6.648480603,7.211605351,4.912020904,1.898084239,6.081654777,7.348990694,5.945208087,7.538381226,6.173425563,6.405874257,6.319655749,2.142694109,7.05312472,6.416197729,5.503159606,4.831552192,7.400033056,3.671131633,3.105047486,5.822934895,5.376993139,7.077778499,3.207362778,7.824081059,5.653947853,3.435039473,6.123319161,3.470718488,3.09876869,7.518243835,7.112708099,8.203237353,4.211077709,2.91010948
APC,5.927974081,7.000640098,2.809597351,7.163088924,5.644869415,6.681252506,6.921274778,6.967991035,4.216420224,4.086177331,7.017739781,5.087905996,7.682342334,7.982695791,2.334121145,7.112477233,7.375365298,4.459225554,7.75247257,6.73667521,6.3967376,9.065219848,5.497199739,6.01519742,9.449290601,6.792083978,7.909143504,5.824490895,6.845487899,5.866177783,2.790458818,0,6.036243824,4.271948066,7.15069626,0,5.304259229,4.840607385,2.283629645,0,6.257122912,1.018487632,1.674550215,6.294289805,5.190901975,6.085298153,0,4.65781711,7.089282777,8.061898893,6.067843178,4.992383853,7.133689237,6.132075269,7.47485389,7.610073277,8.156479349,5.767749987,5.520842991,7.810680282,7.25236421,7.418932998,2.086459696,6.458174179,3.262484025,6.645213864,7.197259031,0,7.543575258,3.782577905,8.048970347,7.593307295,6.967991086,0.827459997,2.618936735,2.707682162,0,6.991382178,1.704049663,8.964193799,0.648603758,7.681786115,8.247733626,2.337207095,4.72137314,8.258470189,2.258047436,7.433761551,5.660042237,1.527142424,5.191633156,5.880469616
APEX1,8.648882505,8.646289028,8.694353028,7.610865292,8.408768975,8.676496299,8.784833819,8.552184588,9.29320389,9.105010499,8.049536661,8.481957692,7.659275414,8.326297967,8.94890463,7.800219927,8.70420317,8.142860166,7.948317411,8.132927611,8.586803291,8.020784042,8.261704756,7.644465141,7.974441012,8.183508799,9.081183463,8.692500216,8.859141443,8.894658935,9.579909496,8.92806427,8.689208014,8.443724964,7.602454271,8.098642053,8.978148588,9.233500398,9.352938972,8.356529715,8.373235335,8.556278747,8.880276884,9.690906133,9.052335976,8.338307799,7.163254812,8.81216872,9.891559103,8.562179426,8.92943893,8.838652217,8.617584345,9.12037793,9.075119383,8.768384249,8.246784451,8.102052303,8.157101619,8.912037014,8.508013137,8.312157366,7.813400507,8.659265086,7.703119133,8.611773766,8.830357408,7.556593331,6.430765042,7.693206113,6.943574335,8.589708168,9.058664591,7.832545693,8.131477457,8.017884352,8.787758387,8.072179081,7.869359808,9.285476279,7.418426324,8.150150041,7.144999514,7.263708897,7.824489712,8.112173619,7.59958009,8.661963229,8.464978046,7.699251818,8.444996646,7.692342664
APOBEC3C,0,5.748710703,0.808476572,4.442569424,4.905218858,3.71307527,6.007673851,0,3.42921078,3.541972225,3.867747449,0,1.980949495,4.40385375,4.469587779,0,3.904139978,0,0,0,0,0,5.23725961,0.792379018,4.915760023,3.878709516,1.742887271,5.635141501,0,5.939825463,6.464112861,0,6.873301657,5.734311379,6.514995434,3.945829887,0,4.870390438,3.278770055,4.542042066,4.435150318,4.579918861,3.992578886,0,2.274096139,4.573262543,3.068310338,1.5946719,0,3.642542498,0,6.165919306,6.783723466,0,4.554342416,0,4.935956008,5.860735871,5.410934146,1.891278005,5.519003246,1.15220203,5.970252525,6.148307064,5.710183115,4.499044409,3.249627432,6.052283729,5.471789252,4.267038606,3.242826086,4.23977608,0,0,0,3.970017004,4.54335758,2.902041553,0,5.312244973,5.220273061,4.17211367,0,3.612052748,0,0,4.566852821,0,4.846690522,3.092304886,0,0
AR,2.651641501,1.394477585,4.069194891,0,0,0,0,3.446164932,3.140382661,2.186561051,1.239110495,3.531486584,6.504318871,5.07700889,0,6.812376101,4.567032535,4.939131238,0,4.400735676,0,5.518657464,1.305530156,3.39438586,0,1.53287753,0,2.99252192,0,3.486654614,0,0,0,0,0,0.726846001,2.453719779,0,0,0,0,0,2.696104108,0,0,2.660252205,1.090615616,0,4.383924516,1.627065389,2.945592895,5.330562279,3.507248562,2.233794057,0,3.449605329,0.880652751,4.272974428,3.703568514,0.851236585,4.863318736,3.95731638,0,6.344769836,0,0,0,0,6.650641157,0,3.385560783,0.81014476,0,0,1.440592886,5.557837026,0,1.659138176,0,4.377912271,0.648603758,0,1.498307082,0,1.904497483,0.703140185,0,0,0,5.844594559,0.719215881,0
ARFGAP3,1.743456268,0,5.968358297,0,2.15483529,3.854035325,0,0,0,4.878604065,4.982396442,5.028154,0,4.580637889,4.579369816,0,4.939663156,0,1.316642429,0,1.816789046,0,7.714162037,0,1.779084676,5.052746709,0,7.507197146,1.62850854,0,1.751634723,5.322704077,0,4.061948521,6.986079551,0,0,0,0,6.216764714,0,5.763977158,5.714703176,0,0,1.333658518,7.514702031,0,0,0,5.187253505,0,3.773499962,0,7.421916723,0,6.494544676,0,0,4.453202203,1.740837424,6.570473055,6.272500616,5.810062304,3.415607337,3.987695833,0,2.615992743,0,4.904163408,0,6.606347217,5.503159606,0,0.893099627,4.58814308,0,4.426509066,4.753210742,0,0,1.645432366,0,0,2.354925205,0.703140185,0,1.928539409,0,4.959506079,4.205529321,4.408306148
ARHGAP28,0.666384796,0,4.9912182,0,6.240097632,0,0,0,3.669748963,4.806724644,6.535233454,5.456595218,0,0,0.743075,0.858292372,0,0,0,6.377965102,0,1.446131746,1.305530156,0,5.83131793,7.052761859,7.298608204,0,0,0,0,0,3.067996472,0,0,0,6.200612981,0,3.540992935,0,7.975860513,6.340062813,0,0,0,0,0,0,1.217362539,1.627065389,6.693127561,0,3.353096813,0,0,0,1.817060196,0,0,0,3.578492848,0.891353198,7.293317163,0,0,7.031693663,2.067535517,6.308145092,0,7.672267937,3.385560783,3.327780535,6.747518041,1.3499974,5.868633694,0,2.129171547,0,1.0902242,0,3.558923367,6.934513103,1.498307082,0,0.753558485,3.544791628,7.059834124,6.515951303,5.58076738,6.542645863,6.723987464,8.002108186
ARHGAP29,3.008108789,0,0,0,0,0.742454593,0,6.404190732,0,0,2.418700444,0,1.168577716,0,0,0,0.905515942,0,5.141176083,1.508225147,0,6.164210246,0.322155123,0,0,7.142700144,1.108361504,0,0.964826672,0.836206037,0,0,0,0,4.913704803,0.726846001,5.488226542,2.66724884,0,0.984294981,1.845705754,0,0,7.558555842,0,0,1.090615616,0,0,0,0,0,0,0,0,0,7.259824966,0.522551843,1.380598241,0,0,0,0,0,0,1.990165075,0,0,0,0,0,0,0,0,0,0,4.291540102,1.048478675,0,0,0.648603758,1.434418889,0,0,0.753558485,0.773735056,0,2.381295608,2.781485961,0,1.164059647,0
ARHGAP42,3.798672749,0,0,4.442569424,6.253219342,4.310671435,0,0,0,0.916895228,1.239110495,5.296167984,1.704270924,6.053879119,0,0,0,0,1.316642429,7.042193621,0,0,0,2.777246024,6.468501991,0,0,0,0,2.300634653,4.818906265,3.602766362,0,0,0,4.898244454,3.029493242,1.477188057,0,2.972402995,0,3.841502692,0,0,3.018892949,0,3.971353722,4.261705612,0,0,0,6.589425025,1.105878828,5.081158998,0,0,6.425627569,3.520529493,2.72534224,0,4.9015069,0,0,0.748728258,2.896708517,0.993450839,5.174274639,2.456580892,0,3.113862014,2.703332913,0,0,0,0,6.883976101,1.700339681,0,0,0,0,5.372948754,0,0,5.693766202,4.44131551,0,4.317969601,2.203095757,0,0,0
ARID3A,0.666384796,0,0,0,0,1.594099263,4.024645561,3.944764454,0,3.018702132,0,0,3.918053513,0.863036923,0,0,2.64138087,0,1.993389886,2.122280386,0,0,1.979473287,2.220218614,0,2.259196619,2.170902463,0,0,4.522920074,0,5.239998253,0,1.456630648,4.388140308,1.207914035,4.097759432,4.840607385,2.766281568,0,1.45170396,5.164987492,4.518659869,0,1.010826247,0.815743517,1.090615616,6.672607945,3.162093144,0,4.028856233,0,0,2.842540932,0,3.554888892,0,0,0,2.728644565,3.223199576,1.438202512,0,3.195935222,4.491266016,4.687818675,1.64514831,0,4.186010969,0,1.749635075,0,0,0,0.886425541,0,2.129171547,4.191106539,5.299699676,2.779072013,1.434535285,0,0.935501266,1.23332248,0.753558485,0.703140185,3.626475279,2.381295608,0,4.773469781,2.286207567,3.332052842
ARID3B,6.294547308,6.488271884,3.78378546,7.099451656,6.266222781,4.837631226,6.362776101,2.459349376,6.376508904,5.665038896,6.380452978,4.776543909,6.206354267,5.332902185,5.778712158,7.579063575,5.167059661,6.823043445,4.546145048,6.256649456,5.60013237,2.981680894,6.003270239,7.32137058,6.278182397,7.131150849,6.28664273,6.966888928,5.896613176,5.274140392,5.236289258,7.4118203,4.378143448,4.511488672,4.717405248,4.866202242,5.488226542,6.027375339,6.929633456,8.045618091,5.864562703,5.990352418,3.288180269,7.887615232,5.693577307,7.199273568,5.028134587,5.299570935,5.719273417,3.642542498,6.128347336,7.876757683,4.952323605,4.936852175,6.941206203,8.202733254,4.617876104,4.681310898,4.779369657,6.75406165,5.294893549,5.422597751,4.466352927,6.482855169,6.23157484,5.479017947,6.480648109,7.130239882,7.560135864,6.753548337,5.090781017,6.182235488,5.979469224,6.127957012,3.792587735,4.931106256,5.374898414,5.060660067,3.326619264,7.197312111,5.987355696,6.278411839,5.571079314,4.583870382,6.808942066,5.731392305,6.790767575,6.927042307,5.345229564,4.959506079,5.944307544,5.028650171
ARID4B,8.360174376,7.647777435,6.003420098,7.242312721,6.425395178,5.205768264,2.51422241,5.605751412,8.764459141,6.624762549,8.165199075,7.464468721,3.863130951,7.783002025,7.525629486,7.892095589,6.985760626,6.409177598,7.442441434,7.151052784,8.548430552,8.434432142,8.003324888,1.676170003,7.388858742,8.003598057,8.589343308,6.381004822,8.796005727,8.423764151,8.392413966,4.906285272,1.509199147,6.943998975,2.485780649,4.990310362,6.052735604,7.77251115,5.162738778,8.117971861,6.207170332,7.811362746,6.378640476,5.068881281,6.043610227,7.704152538,4.071684155,10.33307118,1.8680644,8.898744719,6.758392927,8.627545669,6.524058317,6.387428402,7.584899107,7.187297012,7.466076525,5.349090189,3.871053802,7.746931216,7.551535476,8.261089083,4.87831589,7.790646658,7.520989391,8.131780548,6.428142456,7.176448166,7.840609914,9.40548418,8.598917703,7.355189607,8.852629882,8.367140779,7.348760091,7.64460535,5.689856271,6.767044292,5.380125545,6.08117376,6.969420057,6.596617951,7.407885354,6.984860188,6.927499803,7.996377706,6.458502912,7.675854517,7.277049,0,7.930531215,6.751570027
ARID5B,0,0,0,0,0,0,6.701751592,5.022270386,0,0,0,0,0,0,0,0,0,0,6.120589168,5.366174969,0,0,0,0,0,0,0,2.765294278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.706942935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARL4A,5.927974081,5.878409873,6.809947416,7.639289725,7.176444516,5.439631539,7.661567465,5.979469173,6.861822599,6.385231493,7.002282868,9.050851846,9.148164118,8.100663705,6.893658432,5.46189215,7.84461621,5.770252622,7.353177322,4.400735676,7.01871293,7.438596332,7.734244494,6.198904262,6.487200889,3.926206404,0,5.494139932,0,5.491196947,1.126774377,5.987194259,0,4.716862439,0,5.50909892,1.882432019,0,4.477649933,7.641493878,6.397372499,7.411562222,2.428784607,0,6.94025813,3.541374945,5.980269627,4.101151313,6.741696128,7.632766523,7.250933843,7.53188153,6.629065486,7.887536358,0,0,6.292618917,6.64506913,0.849504211,6.115698298,8.139934695,0,0,5.289001307,6.460053249,6.917717244,0,8.234187252,5.542945911,5.386566619,2.703332913,5.125255644,6.623207251,6.910555427,6.612637061,8.494360869,7.063494338,9.145825309,7.239994364,4.47621235,6.59018609,6.934513103,3.339928425,7.11696737,8.609587189,5.045716964,7.387769245,6.851651006,7.508859187,5.46888669,3.997112383,7.390283119
ARL4D,0,3.316020241,4.461928649,0,2.990554516,0,0,0,0,0.916895228,0,0,2.133551428,0,0,0,0,3.568086082,0,0,0,2.626274332,0,0,4.729926709,0,0,0,0,0,5.366174786,0,0,0,0,0,0,0,0,0,0,1.018487632,0,4.683943662,0,0,0,0,3.536264265,0,0,0,4.516878106,0,0,0,0,0,0,0,0,0,0,0,1.65493251,0,0,0,0,4.204835138,0.838006453,0,0,0,0,0,0,0,0,0,0,0,0,1.888365786,0,1.173824055,3.09876869,0,2.460959929,0,0.719215881,0
ARNT2,1.465333436,0.859545573,0,0,0,0,1.468497933,2.677987092,0,4.479821984,1.239110495,0,1.429739998,0,2.675796956,4.839874048,4.855135435,0,0,1.420567515,1.816789046,1.446131746,0,0.792379018,1.147985079,0.961113618,4.116661365,0,0,0,0,7.450588489,0,6.650275836,3.644252465,2.481587947,0,0.919933311,4.042299026,6.788878627,4.389295357,0,0,1.698598517,0,0,3.32728372,0,0,0,3.40286266,0,0,0,4.735329993,0,0,0.522551843,0,2.893822829,6.491966338,0.891353198,0.857393029,0,0,0,0,0,0,1.191985332,3.846877527,0.81014476,0,0,5.397247593,0,4.686361639,0,0,0,2.739092622,5.372948754,0,4.266003502,2.354925205,1.173824055,0,2.870870936,0,0,0,0
ASB9,0,3.969049199,0,3.931848339,0,0,0.668220873,0,0,0,0,0,0,4.676148435,0,0,0,1.291638426,0,0,0,0,0,0,0,0,0,0,0,0,0,5.579717941,0,0,0,0,3.315643826,0,6.395470741,0,1.45170396,0,0,7.277570858,0,0,0,2.333571557,0,1.031691796,0,0,0,0,0,0,5.483584441,0,0.849504211,0,0.83249611,0,6.299068709,6.638726835,2.671907342,0,0,0,0,0,0,0,0,0,5.209484631,0.942697477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH2L,5.269550125,5.837897885,5.783928024,4.442569424,4.972139669,4.768066548,6.027092458,1.485362208,6.955671706,0.916895228,5.470968619,5.246852643,6.312354314,0,0.743075,0,0,6.396834259,6.450711919,6.124188011,0,0,5.496729568,1.300918028,7.291431788,7.123040375,0,2.163279736,6.946941538,0,3.926416475,6.458812534,8.975141182,6.933741324,4.278393276,6.698186004,5.750701881,5.768757845,7.112178798,0,0,6.0361744,6.48838688,0,0,7.725037658,4.489499872,1.5946719,1.217362539,0,5.796729351,0,7.157173446,3.071657485,5.810401218,8.367731625,0,4.741636255,4.339505015,4.783118046,6.93095464,0.891353198,0,7.002456716,0,6.446453287,3.40259946,6.992511345,0,0,5.246448015,2.253062511,6.861962065,4.401802233,6.009660336,0,0,7.92319161,7.962292578,4.956686191,2.139437315,6.065677768,6.400391218,4.541811492,6.860949875,4.931592967,3.09876869,6.951785409,4.762019785,6.483183248,7.47115783,0
ASNS,7.422879556,7.641906316,7.097756345,8.335583489,8.287604616,8.546327362,9.233366374,8.328125912,8.694721817,8.840288787,8.064278098,2.104687073,8.620120651,8.143823408,8.601400168,7.897024007,8.437930367,9.162331228,8.744417019,8.342711309,6.774620777,7.70024401,7.247658355,8.448726565,7.70696661,8.130877128,6.524804918,5.733077708,0,8.036419501,8.652035222,8.243831185,8.238322243,7.815052233,9.095495484,7.086757166,5.726501721,7.550168796,7.559546712,7.845069933,7.597079171,8.134641023,8.291807227,7.650197936,7.464392294,8.326637714,7.019924003,7.915345981,7.26102469,6.211585,8.351464979,7.483670044,9.110948865,7.482019659,7.286331639,8.122025648,5.863000683,6.688454085,6.177269267,5.419890148,8.347936369,7.282992413,8.841648144,7.502095125,8.554070096,8.014828336,7.666337703,8.57718649,6.950193919,8.371125147,8.664679294,8.820179857,7.549107157,0.827459997,8.436446151,7.866499582,8.277724512,8.803112098,8.946611692,8.284466308,6.632319112,8.182218417,8.327807787,6.977299939,8.264995851,8.327789403,6.634728995,8.798179058,8.069564003,7.674344499,8.665297883,7.831330545
ASS1,4.124207876,4.111810377,4.885170284,0,5.865986973,6.510719307,0,3.666663987,0,4.479821984,5.043188859,6.566048938,0,3.731503228,6.446895627,0,4.669593744,5.299155545,0,0,0,6.41807994,5.885914594,0,3.57825958,0,7.844648818,0,1.62850854,6.654482945,7.421667117,3.602766362,1.509199147,0,0,0,5.271180964,5.671111003,0.976182873,0,4.197951287,5.08003573,6.590371775,5.485239101,0,5.588945876,3.32728372,6.672607945,6.705515877,0,5.869431706,0,6.487471223,0,0,0,0,5.784641145,0.849504211,0,4.863318736,6.346283672,0,0,1.052793069,5.272612147,4.406951631,6.483819731,1.319508463,5.969959518,0,6.135691596,0,5.194941318,4.739570469,4.473055086,0,6.130619913,0,3.827233745,5.13171365,4.609552629,4.517358909,0,6.106613652,3.826694474,0,5.744848697,2.203095757,6.513220887,5.628526506,2.374719728
ASXL1,1.120472633,4.960477773,2.001962316,1.199450967,0,4.450460149,0,0,0,5.476198202,1.604448181,4.234627048,0,5.865929049,4.312135525,3.629995027,2.423866253,1.291638426,5.606070156,0,1.816789046,0,0.795661158,0,3.718133382,0,0,0,0,3.381862934,4.135189569,0,0,3.984558529,2.982228866,3.601136479,5.625425147,3.310380597,0,4.291940884,3.618181116,2.838904445,0,0,0,0,3.32728372,0,0,3.640127433,4.262760628,2.379703381,0,2.570039778,0,0,6.961827046,0.522551843,5.49516709,0,1.740837424,0,5.099388645,3.486027564,1.65493251,1.990165075,1.045373105,0,0,0,0,0,0,0,0,0.942697477,0,0,0,4.696130404,3.626790217,1.645432366,0,0,6.092180497,0,2.258047436,3.003015741,0.926884427,0,0,0.763602868
ATF6,6.796135539,6.774400629,0,6.674977812,7.182424737,4.669639804,3.485867435,6.365033293,7.416558439,7.342326694,7.685913148,0,3.932531001,0,4.009458207,6.034382217,0,5.905525361,2.020149299,4.291319159,7.401775333,8.96441608,5.130688453,4.572862969,0,6.61025588,3.222999063,3.951771589,4.331326664,4.902492958,7.234539161,0,0,3.044234562,3.769606667,7.118114358,6.705155533,4.652837156,5.577933504,0,3.847654982,5.413339242,2.328458407,0,7.419761095,5.028893413,8.02659409,9.051509938,1.281686054,7.35066834,0.976202323,0,2.87758134,3.641713625,1.291874337,0,5.542577112,5.446460287,0,3.723059048,6.982102418,4.609257172,0,4.669229396,0,6.761515797,1.074817815,0,3.07368669,5.893148174,3.158807779,4.252377448,6.853133307,0,7.964678173,5.549907692,3.371254077,4.474219548,0,6.543141062,5.105787094,5.567446664,7.964413094,1.282227945,6.737103577,7.014264011,4.833172608,6.696230503,0.947255354,7.098665789,2.531699331,3.854603559
ATG4C,4.348657417,6.783175536,7.526163581,0,6.90435553,6.456470485,6.961724404,8.21041532,7.116706142,8.809208785,7.975042748,8.174215074,3.326906682,7.583421988,7.444195362,7.368105063,8.292871201,0.78578453,7.514789805,8.595029251,7.344025888,5.672939573,1.681502394,0,1.147985079,7.447188868,6.821424462,6.735242891,8.641191936,7.728399253,0,4.053859278,0,6.419813679,0,5.019738117,5.459148639,0,0,0,6.610928737,2.838904445,6.8454186,4.804789748,0,0,8.069996365,6.584243023,0,0,6.446144864,6.599884908,1.105878828,0,7.286331639,7.129497642,7.169978993,7.723763651,0,6.617668608,5.010356857,4.107971353,8.923544075,8.465162662,1.65493251,0,5.131128549,0.714844346,7.995727189,8.678765873,8.20727936,7.869110736,6.33694918,0,0,8.667804755,4.621913188,5.835803556,8.902633868,0,8.058828719,6.803196444,4.826632437,7.698461267,7.752890094,8.069030696,5.131380744,4.317969601,7.079737764,6.989861637,6.834157865,8.39790346
ATP11B,6.783966207,5.295421446,1.323498161,0,0,3.55683625,4.128882139,4.177822826,5.055174609,0,2.68753506,0,4.560229979,0,6.523381902,0,6.760292236,7.317715751,0,0,6.212684256,1.446131746,3.498534004,0.792379018,4.266083882,4.317321525,0,0,1.032782132,4.791911074,4.757097419,0,0,0,0.821216795,3.601136479,1.882432019,0,0,3.293534794,6.412146388,0,0,0,4.775666127,8.278000843,1.704561193,2.333571557,0,0,0,2.171072638,6.132123734,0,2.615249204,0,0,7.810446316,0,6.775396784,0,0,8.191909861,6.648543134,1.052793069,0,5.216167758,0,0,4.362316282,0,0,0,0,3.879175555,0,0,0,0,7.412155592,5.808953312,4.17211367,0.935501266,3.642027317,0,5.319717729,4.505695677,1.928539409,0,0,5.000981458,0.763602868
ATP2B4,0,3.058351173,0,0,1.251731944,0,6.341972261,0,0,2.661814873,2.68753506,5.600954818,3.631668858,6.91353578,3.183466495,0,0,0,5.956759346,2.592331155,0,2.981680894,1.979473287,4.270394525,5.800172028,6.207590867,7.320168093,4.849727103,0,6.512781909,0,2.942871692,0,6.770423369,8.262054161,0,3.179651483,0.919933311,0,3.430748647,0,0,0,0,0,4.208261018,6.832445645,1.5946719,5.301264287,0,2.754078925,0,0,0,0,4.643060819,7.314217387,4.171788175,4.779369657,0,4.302927984,7.31432768,0,0,0,5.031665515,6.580252601,0,0.805627028,3.183066635,0,2.959860332,3.303168593,0,5.33733466,0,0,7.982319607,0,3.750738022,5.71604027,0,0,1.597706212,0,0,0,5.345738165,5.467799951,1.527142424,5.490169521,5.251380759
