X,H9_24h_013,H9_24h_014,H9_24h_015,H9_24h_016,H9_24h_017,H9_24h_018,H9_24h_019,H9_24h_020,H9_24h_021,H9_24h_022,H9_24h_023,H9_24h_024,H9_24h_025,H9_24h_026,H9_24h_027,H9_24h_028,H9_24h_029,H9_24h_030,H9_24h_031,H9_24h_032,H9_24h_033,H9_24h_034,H9_24h_035,H9_24h_036,H9_24h_037,H9_24h_038,H9_24h_039,H9_24h_040,H9_24h_041,H9_24h_042,H9_24h_043,H9_24h_044,H9_24h_045,H9_24h_046,H9_24h_047,H9_24h_048,H9_24h_049,H9_24h_050,H9_24h_051,H9_24h_052,H9_24h_053,H9_24h_054,H9_24h_055,H9_24h_056,H9_24h_057,H9_24h_058,H9_24h_059,H9_24h_060,H9_24h_061,H9_24h_062,H9_24h_063,H9_24h_064,H9_24h_065,H9_24h_066,H9_24h_067,H9_24h_068,H9_24h_069,H9_24h_070,H9_24h_071,H9_24h_072,H9_24h_073,H9_24h_074,H9_24h_075,H9_24h_076,H9_24h_077,H9_24h_078
ARID3B,6.75447224,7.897294551,7.220561728,7.720320067,4.883505771,8.144434792,7.407320159,5.616206994,6.412735984,5.174848052,7.447121463,7.390625114,6.815828847,6.11073529,5.039568126,5.025815341,5.512486239,7.079645957,7.233578076,4.196747318,7.547390406,7.575124392,6.543322739,5.828421268,6.134974838,6.519744578,5.85557783,6.111903552,6.860857339,6.914338056,6.576183326,5.520384856,5.172971084,6.631525704,4.671851853,3.335528655,6.394275741,4.946982467,6.164855916,6.825285871,6.57784336,6.592064431,4.170644077,6.688608407,6.905416772,7.114473546,6.40023256,7.051038172,6.177167941,6.638402638,5.826353522,6.284806723,7.196590374,5.60033887,5.856031862,6.15493967,5.794842007,6.321360329,5.465957739,2.899642052,6.265852011,6.574885021,5.996989239,7.589532707,6.644330012,8.437397066
ARID4B,7.707533342,7.595197281,8.845801959,6.343073752,4.263241239,6.866615024,5.90355858,1.379452322,5.791929067,1.543893283,0,5.256739834,5.941064648,5.275539952,7.382208434,8.123466348,6.520181533,4.614497507,3.845959988,1.162476288,6.58057183,6.541179083,3.15855524,2.781607438,0.823677927,2.713185166,5.646542505,3.164619584,1.863498198,7.163493392,0.925403335,0,7.568131997,2.759894703,7.919203643,8.223259963,3.096907346,5.16454885,0,6.807522981,8.845025706,5.597962444,6.076593837,7.131877704,4.460329404,8.416375721,7.282109027,7.210146488,0,9.730582503,5.106239377,7.686156263,7.311310836,2.933910093,2.457809079,4.362116576,8.517861127,1.153363174,6.068137998,7.532774724,3.572933776,6.527696876,5.10142179,2.067509538,6.705990398,0
ARID5B,0,0,0,0,0,0,3.674948366,0,0,0,0,0,0,6.051910885,0,0,6.931284107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649311809,0,0,0,0,4.184820452,5.996630111,0,0,0,0,0,4.735559488,0,0,0,0,2.879573024,0,0,0,0,0,4.78367998,0,0,0,0,5.513577448,0.913968847,0
ARL4A,8.395442207,0.954847907,6.733839546,6.32196532,0,0.892981304,7.229934097,3.610212355,8.113263497,5.273182938,5.405530362,0,5.245737392,5.467814148,0,4.761993444,6.558652447,5.413532624,3.197939768,0,0,7.417486366,5.96051759,0,0,4.217177595,1.692207793,0.91473152,0,2.296009312,0.535662391,0,0,0,5.737175265,7.239005017,6.63264271,6.175560492,0,0,6.078927462,0,5.686822597,7.073659316,6.001196314,0,7.013264479,0,0,0,0.84504359,0,5.508278413,0,0,6.023051006,0,4.320263114,0.604522811,0,4.914796649,6.586444778,4.469370964,7.830390668,0,7.302633686
ARL4D,5.233933722,0,0,0,4.169062009,3.700232726,0,0,0,4.064807782,0,0,0,0,0,0,0,0,0,0,3.197905381,0,4.93332958,0,0,0,0,0,0,0,5.74427105,0,0,0.715011636,0,0,0,3.974643194,0,0,1.950269821,0,0,0,0,0,3.131576014,0,0,0,0,4.449260839,0,0,0,3.54385526,0,0,0,0,0,0,0,0,0,0
ARNT2,0,0,0,0,3.336479982,0,0,2.537317836,0,0,0,0,0,5.663880857,0,0,0,0,3.197939768,5.728283769,0,1.190124312,0,0,0,0,0,5.660273194,0,2.509232007,4.633965932,0,0,0,0,0,0,0,0,0,0,4.556513801,0,0,0,0,0,0,0,0,1.760841356,0,0,0,0,0,0,0.688994117,0,0,0,0,0,0,0,0
ASB9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASH2L,7.62464125,3.722343451,5.358920428,0,0,0,6.191906899,0,4.56489678,3.117027439,5.865529883,7.003784987,5.092521578,4.278503585,7.427454501,0,6.557892997,4.900804608,4.291522032,4.095871253,1.605998496,0,4.012376564,0.794538618,0.823677927,0,7.857739269,0,0,0,5.682462265,0,2.883126331,6.012556806,2.411898288,5.409209291,2.256380766,6.265485864,5.577890182,0,0,5.409566322,0,0,0,0,0,6.092679671,0,0,0.84504359,0.849397268,4.158497538,0,0,0,5.143363189,3.432230586,3.221507788,2.08106896,2.393198636,0,0,2.884255879,0,0
ASNS,10.91831303,10.59667578,5.765496466,9.657369432,9.675443671,8.930091158,8.45591505,9.093627227,9.633411846,10.07695987,9.957569227,10.46081057,9.361309889,9.378277316,7.393015138,8.527564646,10.09825046,10.28499935,9.386333615,8.712814533,9.626968185,7.879923194,10.53582655,9.00037253,8.651028205,9.179722125,9.743294089,9.850807816,9.346986906,10.22497106,8.7388623,9.965374648,10.0752018,9.067042919,9.839602992,9.546708686,9.919080642,9.643533389,8.203797231,9.384620412,9.425753438,9.032608404,9.644625891,9.033646783,9.001248607,9.10664387,8.476304832,10.30233039,10.14910837,10.4653529,11.63003485,8.193950507,9.683623783,9.643767473,9.39889902,9.764672602,9.897343151,11.44959503,10.13977992,11.01663472,9.338180613,7.465178551,8.192995315,10.6103792,9.642868217,9.268348329
ASS1,5.897557632,0,0,0,4.624310244,0,0,2.071553912,1.557294826,0,3.163326074,0,0,3.475582728,0,0,4.919787177,5.564422776,5.70842966,6.860123733,0.749623962,0,4.30320364,0,0,0,2.717818157,6.148369569,2.432464794,0,0,3.810971394,6.902326382,0,0.565785728,0,0,0,0,6.789538659,0,5.070870259,0,3.581431341,0,0,0,0,0,0,0,0,1.451203606,0,2.457809079,6.961333857,0,0.688994117,0,0,0,0.821240702,0,0,0,0
ASXL1,0,3.615946296,2.323050297,5.692170992,1.495835988,1.440430968,0.575809162,1.379452322,3.022259108,6.46741546,4.810461323,4.978695136,4.094791719,1.506245367,0,3.432958517,5.198437746,2.947339905,3.602853062,0,3.488041652,2.276547909,1.957320383,0,5.186499317,0,2.94383237,0.91473152,6.24302435,2.859484413,0,3.276510411,0,0,0,1.435767022,6.394275741,0,5.299079972,3.511907361,2.750378401,2.36471717,0.599720979,4.007613873,1.138016612,0,5.324752582,5.305007483,5.301071658,1.611002188,5.67470083,6.489055794,4.241971941,4.984334268,0,2.304415281,0,4.739344894,2.36843481,3.418678181,1.77837867,2.670947747,6.789289601,4.813976598,2.656572143,4.013149244
ATF6,0,7.225700818,1.379374933,3.23918548,5.053931201,2.906146562,3.748398438,0,0.75958933,6.532059079,0,0,0,5.929590475,4.158585195,4.521231311,0,0,4.277213462,0,4.037299014,1.237947574,0,5.972755357,3.149942739,2.99042815,0,4.283514678,2.906979885,0,0,0.051314627,4.539220617,6.497619653,0.570458437,0,6.131302196,7.169356322,6.336938763,0,5.231864615,0,6.324509487,0,4.061796237,5.554213178,4.277058314,0,0,0,3.958726558,0.855802781,2.839351099,0,6.252504414,0,7.708383009,0.794595452,2.221613972,0,0.711918764,5.151464992,5.641517625,4.599021819,0,0
ATG4C,8.739478015,1.524440125,0,5.230863709,6.341489689,6.637437933,7.782577805,0,9.058335446,0.71246462,0,1.315747603,0,5.027418819,0,6.992213553,6.166552719,6.396508344,6.263515938,0,0,1.833273897,2.595969123,5.970391153,0,0,0,1.870129774,0,4.6126973,0,0,0,0,0,5.623974742,0,8.530654368,0,4.620015824,0,1.474458301,0,0,7.088396451,8.074620489,6.224141066,0.569283601,0,0,6.792908197,0,2.879573024,0.595414586,7.373068035,1.501817189,1.526981445,3.163187644,7.222414221,0,0.684909474,0,7.505845131,7.79982474,2.438588094,0
ATP11B,0,5.104988388,1.223194084,6.774529412,4.351647385,0,4.673876389,0,7.859300529,0,0.844701216,0,0,0,0,5.163676673,0,7.106038807,1.314192708,1.162476288,0,6.846411059,0,0,0,0,0,2.657939314,0,0,3.03451878,0,0,0,5.325434985,0,0,5.497092506,0,6.877298859,1.950269821,3.469091097,5.534723507,5.05425492,2.000705449,0,0,4.164507175,0,0,7.181397471,0,3.511741858,0.595414586,0,4.644522307,0,0,5.595840592,0,0,0,3.788628184,3.166564688,6.250939942,6.077593263
ATP2B4,7.581144784,0,1.223194084,1.123755766,6.297651426,0,5.448886235,6.253227371,2.627927313,6.445700816,5.292886753,0.802942988,3.250419625,6.936473703,2.39285942,1.668017568,6.00008067,3.850650531,7.381624351,1.162476288,4.984632814,0,0,8.692949362,0,0,1.081172069,3.164619584,6.966105119,5.012917035,0.535662391,4.796724998,0,6.053820312,0,5.484406556,3.096907346,5.03416677,6.189479575,0,0,4.117116169,6.24291495,0,4.609711231,0,1.556296749,4.908197809,3.406873243,7.0043627,0,7.659972874,1.451203606,0.595414586,0,1.87497378,0,0,8.091081685,3.418678181,0,4.278445519,1.190263953,5.236633577,5.318525161,0.623816586
ATRX,9.102306433,9.840371429,9.500555608,7.043125924,7.329250115,10.45961148,8.294334102,8.377431989,9.548913913,8.422640398,9.20447493,7.530429913,8.2648708,9.669927516,6.109184253,7.029125485,9.300829262,8.067098562,8.841980954,8.763028316,8.029438696,7.162606508,5.395352563,8.023956506,9.484270049,7.43370838,9.558677321,7.394944865,8.761163632,3.987475756,8.886046851,9.00535432,5.471408671,7.428607683,7.061056717,0.664912808,7.249033258,8.326399328,9.156277868,8.74047699,8.027434227,9.438606774,9.450556102,8.323470646,7.144572183,7.965418419,8.834806412,8.086476242,5.325964632,11.64027242,8.437071767,9.040195618,8.586564726,4.300064085,5.896500153,4.538098123,6.063153124,9.291462178,6.921601747,9.833206549,7.857060137,8.061484279,8.362864093,7.383397429,9.681503983,6.111849979
B3GNT5,0,0,0,0,0,0,0.986248122,0,0,0,5.35030766,0.802942988,0,0,0,5.119170748,4.346783591,0,2.237740731,0,0,0,0,0.794538618,0.823677927,0,6.132921517,0,0,6.349897295,5.604617037,0,0,0,0,0.649311809,0,0,0,1.916601299,0,0,0.599720979,1.245698313,0,2.91666072,0,0,1.612838509,0,0,0,0,5.180011094,0,0,0,0,4.78367998,0,0,0.821240702,0,0,0,0.623816586
B4GALT4,6.70467279,0.954847907,0,0,6.169739362,0,0,0,0,0,1.373946352,0.802942988,2.518874229,5.30941829,0,3.697970557,0,0,5.72879401,0,0,0,2.758473825,0,0,0,2.120107302,5.660273194,0,0,0,0,1.828220636,1.548184745,5.724128852,0,5.129333404,0,2.773925345,0,1.282282035,3.02062158,0,0,4.926909013,0,0,0,0.75375575,0,6.333278847,0,0,0,1.320738411,0,5.143363189,0,5.79857843,0,0,6.097808585,0.714551015,2.884255879,0,0
BAG3,6.894319102,0,0,4.548656739,2.012136743,0,1.979322711,0,5.668763458,0,0.844701216,0,4.623909849,3.350990656,0,0,5.415206275,0,6.745427607,3.870122396,0.749623962,0,0,3.399006095,0,0,0,0,1.464281192,0,6.513808321,0,3.113194586,0,0.971138397,4.569053194,4.778492209,0,4.775072144,1.916601299,0,0.671683737,5.829121058,0,5.579859566,6.893815298,0,0,4.235772609,0,1.374420804,7.953697918,6.172103263,0,1.312060957,0,4.40672529,0,4.264285055,2.899642052,0,4.538589153,1.547409031,1.376186086,6.182509821,6.792112445
BAMBI,8.642327731,7.650213946,7.019758918,7.930017504,7.332566743,8.200738161,7.443586648,8.025177021,6.709117722,6.336731977,5.458716975,8.077211842,7.937670142,7.908858106,4.597241597,7.333852068,8.027282805,6.920936213,6.684177116,6.393991294,7.583354215,8.37294416,7.855939969,6.233393366,5.818484783,8.524365717,3.846899549,7.315554636,8.050871754,8.098411435,7.02512502,7.755420299,7.82702486,7.233380864,6.142169336,7.131989282,8.521434057,7.094857289,6.188768291,8.205778692,6.522616021,7.372312885,9.04219507,8.151219469,7.965543324,8.330904358,6.61809378,7.258217281,9.110119444,8.621792853,4.542068106,7.716004779,7.352772415,6.961557525,7.789188496,7.525122983,5.004160281,5.141066128,6.994136314,7.481527699,8.255398202,5.926477239,7.76713156,8.516431621,7.274770462,8.444851843
BARX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.187980096,0,0,0,0,0,0,2.205295627,0,0,0,0,0,0,0,0,0,2.683385446,3.371984562,0,0,0,3.221760017,0,0.678424673,0,1.265422015,0,0,0,0,0,2.488874779,2.486268876,0,0,0,0,1.029241905,0,0.948324011,2.834994106,2.065445842,0,0,5.450708394
BCAR3,7.175944784,4.769481249,0,1.123755766,4.263241239,0,6.017180719,0,0.720428743,0,4.965503819,0,4.383473244,6.238095852,0,0,6.12838977,0,6.344794759,1.797770922,7.197805146,0,6.009768254,0,0,0,0,0.91473152,0,1.35861556,5.682462265,0.785905677,1.1861799,0,0,2.139087953,0,6.236129159,1.136919471,6.360685424,3.462790237,5.216710022,1.022081485,2.842174079,3.561575796,6.191021641,0,0,0,0,0,7.167028183,4.592445694,6.041881477,1.320738411,0.917864406,0,0,0,3.799587229,1.497128609,5.406466713,1.547409031,6.952770941,5.286198809,4.890677447
BCL11A,0.792991764,6.415962923,5.963312085,3.210068838,2.38990856,0,5.239874996,8.349082998,5.823126757,0,1.760296891,6.397031663,4.094791719,6.269415935,8.707438007,9.688754427,4.381535811,5.892357261,5.900189197,1.162476288,7.26357421,4.867794123,4.135826321,7.411126392,4.722854405,1.512256973,3.954643508,5.734110045,1.863498198,7.494588765,0,4.411214849,7.582604028,3.649263217,7.123945346,6.342469398,2.256380766,4.928014076,6.782919192,5.070822188,1.654596393,3.545073475,4.211354703,2.97391711,5.138417336,6.314906037,1.197856814,6.672016492,7.31318563,0,2.316607764,0,1.727912193,1.513284238,4.355665464,0.917864406,4.723745361,2.401934489,6.700036306,6.353678847,1.147438398,5.752690165,0,5.236633577,6.889978535,3.860332907
BCL11B,0.792991764,4.0012622,0,1.123755766,0,0,0,0,0,0,0.844701216,0.802942988,0,5.053641893,5.085458162,3.108058879,1.799276277,1.228142107,0.801833881,0,0,1.833273897,0,0,0,2.903801503,0,0,0,0,0.925403335,2.910266251,5.735935366,0.715011636,2.411898288,0,0,3.657872317,5.903912655,0,5.735428515,2.663658542,0,2.146763607,4.154693037,0,2.901095073,0,0,0,0,2.890249049,0,2.083774523,0,0,0.556263231,1.504100302,5.143695435,0,0,0,0,0,0,5.61894986
BCLAF1,9.517259848,8.95837307,8.799060992,10.5391318,8.217356715,7.772680428,8.175366006,6.715759294,8.837970014,9.608706912,7.841855068,7.695521887,9.32132347,8.756697743,7.087464258,9.194099209,8.824720847,9.460556603,9.159384517,7.144637465,8.513771196,9.340623551,7.866450648,7.396357723,8.209676652,8.170659791,9.347982833,9.857279758,6.648830517,8.353919884,9.388913221,9.273178331,10.02723205,9.10874384,10.44032367,9.556510679,8.397607515,8.370973816,8.837744533,7.551775525,8.879040623,8.445084531,7.115025081,9.747392549,9.921521673,9.656010937,9.967858954,11.11294978,8.622708071,12.20873317,8.450565765,7.332252939,6.737463797,9.11402236,8.281111372,9.327212157,9.383028891,9.18660468,8.765126208,9.144021384,8.204957123,9.170966734,8.42695167,6.154124288,8.762444201,8.270521674
BHLHE40,3.826594123,0.954847907,1.223194084,3.539035812,3.247109954,0,0,5.179403919,0,0,3.504188928,0,4.829941486,7.396634753,0,0,1.991516232,0,4.254919381,7.163703509,1.605998496,1.833273897,4.827427905,6.825047228,6.070656871,0,4.3196051,5.038605422,0.910448543,3.263656997,3.963775001,6.267504109,6.575714247,0,0,2.315838333,0,0,3.699451183,0,4.622453728,4.519695714,3.287206112,4.829172764,1.486031519,0,3.022082783,0.569283601,4.431977355,5.529885642,0.84504359,3.038389169,2.879573024,5.220112316,4.457538478,6.275774752,4.559606172,2.560047912,4.72810075,6.660600507,5.9189199,2.273403805,2.276745188,0,6.552181769,0
BLM,6.734758256,7.318185051,1.223194084,7.055967305,7.960917835,1.440430968,7.564965499,6.648251778,6.709117722,8.486298349,1.760296891,4.944214646,3.250419625,0.941368455,7.680146331,0,7.341893536,4.152438084,6.915146787,0,8.37564029,4.803030909,0,5.319390201,8.282864924,5.891312825,5.51156332,3.922530059,3.292236655,7.409001317,8.054299639,7.271696122,6.311846246,8.662286577,7.815385452,1.09547869,5.534029322,5.497092506,8.197623289,0.760290405,4.184820452,7.383882829,7.291473551,5.824843684,5.06268857,0,0,5.681275096,5.399104446,1.611002188,7.359709146,3.789517315,4.368495201,6.288116988,5.207523653,7.797271196,6.161249638,9.213274364,5.771066903,2.899642052,4.553436746,4.985363578,3.318116406,4.213653339,4.153822789,5.740706095
BMP2,1.677166089,6.779411176,5.800119224,7.973982877,7.775121515,0,5.33059629,9.717488498,0.720428743,7.274981918,8.27151207,5.7313449,7.205695312,1.506245367,0,1.062735244,8.569643752,6.245258193,5.196888507,0,6.981501449,7.738851467,4.404889587,6.581251994,0.823677927,1.512256973,0,0,7.603763971,4.361408494,6.440869917,0.785905677,6.100161736,7.287639828,3.036134323,1.435767022,7.249033258,4.731643304,6.25821553,0.760290405,8.219699908,6.82854123,7.065865775,6.726934046,3.888402264,5.332914846,6.988780014,6.513134906,6.660806025,5.24730145,5.866289073,3.408844491,7.507411251,5.570869187,8.638790749,4.790745722,0.556263231,2.021762357,4.756157994,7.025120111,0.684909474,1.722804636,8.14809652,8.179123017,10.02966664,5.994103389
BMP4,0,1.931730637,0,0,1.146340359,4.692275395,6.017180719,0,3.990632464,0,0,0.802942988,1.532336298,2.22693869,5.255680539,2.913287516,0,0,6.344794759,0,0,0,6.640338309,0,0,0,0,3.164619584,0,2.509232007,0,0,0,7.486521435,5.762919398,0.649311809,0,0,2.535166659,4.447245025,0,4.231734119,0,0,0,0,4.943062687,0.569283601,0,0,0,0,0,0,4.457538478,0,0,0,0,0,0,2.670947747,0,3.605338622,0,3.858719972
BMPER,0,0,0,0,0,0,0,2.071553912,0,7.448731487,0,0,0,0,0,0,0,0,0.801833881,0,0,0,5.467638241,8.438626091,0,0,1.081172069,0,0.910448543,0,0,1.66563066,0,0,0,0,3.624538528,7.175555451,0,0,0,4.851387009,3.74094513,3.49633426,6.80828705,5.550184791,6.035246898,0,0,6.188092028,0,0.849397268,6.396593088,0,0,0,0,0,6.440927279,0,0,0,0,5.236633577,8.202425839,0
BMPR1A,6.413735209,6.953348604,3.171171839,3.537571605,7.223455848,6.480135726,4.617335755,7.415993207,7.324875559,4.545414639,6.274368022,5.756403491,6.24327457,6.823782044,6.315810653,1.062735244,5.43304209,8.037656615,6.50603652,8.850779612,6.679787253,7.516040875,8.04527218,6.160157169,5.629487152,6.879108372,4.675059032,4.739609915,6.243526904,8.4636659,0.535662391,7.825721929,7.661978147,2.072957197,7.910591927,7.892040254,5.411326231,6.956446352,6.651426201,8.025100787,5.735428515,8.884691465,8.277306329,6.471924173,6.518205951,4.765739123,6.579086791,5.895743136,5.923562221,8.193568861,7.621278846,5.664380305,6.376656371,7.54311093,2.805655073,7.162800569,1.934604684,7.86404798,4.578995042,8.772191905,8.849733649,8.572237176,8.242718879,5.702269522,4.290472993,6.546755557
BNIP3,2.924855135,0,0,0,5.665455053,0,0,7.012743738,0.638766714,0,0.844701216,7.459384644,0,3.696498641,1.04473905,0,0,5.522897286,5.074928913,1.162476288,1.605998496,0,0,0,5.091963455,0.945817234,6.200143876,2.439913252,0,3.266005048,5.74427105,0,0,7.233319358,0,6.22678943,5.277208756,6.919987552,0,0,0,0,4.28948365,0,2.202369975,2.91666072,1.197856814,0,3.811199499,2.840749002,6.507541737,3.611700298,2.335380866,6.792399142,0,0,5.902241266,0,0,0,6.711781226,0,5.890653225,0,1.469075193,1.057895644
BRWD1,7.02991107,5.863960539,0,6.188386137,5.501227827,6.834474492,6.142676381,6.625028574,3.421569948,4.425775282,2.716167704,6.399197147,1.940658465,4.134736823,3.539770729,2.688055165,0.994349702,1.907826991,6.841036453,8.373545069,6.968295206,2.889204868,6.88855015,4.698983391,7.187287971,7.166384863,4.960018847,4.225303017,6.966105119,3.756502223,4.851782472,3.88355365,6.790413665,0,6.683710619,6.609272946,3.624538528,5.940978756,0,6.904458056,5.735428515,5.368744085,4.925008968,5.05425492,5.73427719,8.416375721,5.338659165,5.73481227,7.997583519,2.840749002,6.118597186,8.933004449,6.396593088,0,8.700194098,5.787858343,8.306948146,7.829715525,6.405934453,0,5.814850327,6.858462617,6.259926802,4.213653339,10.24137749,7.001378696
BTBD10,1.301779394,0,1.223194084,7.909079806,0,0.892981304,5.855479792,2.071553912,0,0,6.31819724,1.315747603,8.558457463,0,6.773802584,1.062735244,6.337456308,0.740992779,6.804183233,0,7.136249622,0,4.499877855,1.977496193,4.844212094,0,6.459904221,0,0,2.859484413,0.535662391,0,1.542625192,7.821110741,0,7.189357552,0,6.712351305,0,0,6.265069313,2.188269797,0,6.745214644,1.486031519,6.055491422,1.556296749,0.569283601,8.512876179,1.611002188,8.025693275,7.721495594,7.484307656,1.829660255,0,0,7.13986965,0.688994117,7.934178273,0,0,0,7.82414603,2.067509538,0,0
BTF3,9.257382344,7.006960385,9.74963857,8.456162099,8.07574681,6.493919518,8.310072048,8.553809095,7.797937422,8.542455358,9.499570183,7.228157719,9.026380031,8.570553054,7.2773712,9.661875669,8.855764005,8.723123172,9.323884512,9.937534931,8.935256994,8.865008876,8.855048071,8.015749991,9.309789812,9.203580971,9.174538626,9.069965886,9.779506852,8.214120332,8.960707139,8.749652909,9.054212441,9.256751895,8.544019936,9.008012695,8.565259615,8.827273683,9.145107554,9.185685112,9.391613542,8.803756838,9.049777594,8.512104114,8.534657057,8.548455555,8.750237819,9.072339634,8.847847022,8.110205107,7.695204804,9.875137005,8.348531721,7.795861776,9.073499476,9.130536583,8.272155839,8.557906613,7.768713839,7.653452591,8.109795667,8.015062396,8.448049883,9.242728427,7.523827928,6.900471244
BTG2,0,0,0,0,0,0,0,0,0,0,0,1.693306027,0,0,0,0,0,0,0,0,4.511173558,0,0,0,0,0,0,0,0,0,0.535662391,0,0,0,0,2.967360138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556263231,0,0,0,0,0,0,0,0,0
BUB1B,6.744648921,0,2.323050297,7.484214102,5.12839536,8.562563907,0.986248122,9.217301408,6.607279924,5.611617299,7.444816643,5.22864992,0.96071141,7.903045279,4.785280058,8.777235338,4.764669507,6.648985677,6.249348421,0,0,4.664070714,4.903757548,7.991013205,6.407255063,0,0,2.657939314,1.464281192,2.045715389,2.953100096,0,7.103055677,2.616351028,6.578910157,3.859108833,5.849716697,4.688945094,0,5.341573019,0,7.632602735,8.523489417,6.998289267,7.23842153,2.91666072,3.989215606,6.949097077,8.325805893,0,0,0,6.865721539,6.615773443,7.346756978,0,3.443549337,8.407369648,7.079778517,0,5.905382364,2.834994106,4.034157486,4.813976598,8.920040903,1.661651652
C3orf14,3.968392759,0,6.387966914,6.538732958,5.90341354,6.25581885,0.575809162,4.819097414,6.025017503,0,5.001794058,6.835264492,7.728043441,6.051910885,0,6.291144144,5.573876488,6.855449949,5.53425649,0,6.981501449,0,6.365553535,0,0.823677927,5.214315624,0,0.91473152,2.839437337,0,0,8.323521623,6.506562911,7.743298936,0.971138397,6.014869063,5.849716697,5.497092506,0,0.760290405,7.768074803,7.14490941,6.574744757,8.745110202,6.73699533,7.181114424,0,0.569283601,0.75375575,0,0.84504359,0,5.790336877,7.088242497,0,4.278642854,6.918459944,0,6.405934453,5.05797271,8.331550665,5.601379846,0,1.376186086,0,8.146563423
C4orf46,6.714771149,4.612316038,6.599316536,8.011515165,3.64713144,1.440430968,7.499992128,0,5.165252466,0.706831116,7.929242407,8.087754287,4.383473244,6.123551417,3.334652889,3.25516411,0,3.466817219,6.357928727,7.351656458,7.390092243,0,5.292967682,7.491348422,5.985566492,6.157796816,5.283019611,4.958722942,3.530514966,4.058276802,3.715827963,0,2.883126331,6.515129433,2.856490712,5.350122018,3.096907346,5.827457165,6.44294576,0,7.713252625,6.98014798,0,5.488086218,6.600843672,0,5.99454213,7.625105,7.662969801,9.13947783,6.033463541,0,4.755710758,5.961364152,7.085494082,5.58897766,0,5.434260491,5.757250701,0,0,7.326612613,4.836015767,4.969032314,6.812651655,7.331992715
