X,H9_72h_001,H9_72h_002,H9_72h_003,H9_72h_004,H9_72h_005,H9_72h_006,H9_72h_007,H9_72h_008,H9_72h_009,H9_72h_010,H9_72h_011,H9_72h_012,H9_72h_013,H9_72h_014,H9_72h_015,H9_72h_016,H9_72h_017,H9_72h_018,H9_72h_019,H9_72h_020,H9_72h_021,H9_72h_022,H9_72h_023,H9_72h_024,H9_72h_025,H9_72h_026,H9_72h_027,H9_72h_028,H9_72h_029,H9_72h_030,H9_72h_031,H9_72h_032,H9_72h_033,H9_72h_034,H9_72h_035,H9_72h_036,H9_72h_037,H9_72h_038,H9_72h_039,H9_72h_040,H9_72h_041,H9_72h_042,H9_72h_043,H9_72h_044,H9_72h_045,H9_72h_046,H9_72h_047,H9_72h_048,H9_72h_049,H9_72h_050,H9_72h_051,H9_72h_052,H9_72h_053,H9_72h_054,H9_72h_055,H9_72h_056,H9_72h_057,H9_72h_058,H9_72h_059,H9_72h_060,H9_72h_061,H9_72h_062,H9_72h_063,H9_72h_064,H9_72h_065,H9_72h_066,H9_72h_067,H9_72h_068,H9_72h_069,H9_72h_070,H9_72h_071,H9_72h_072,H9_72h_073,H9_72h_074,H9_72h_075,H9_72h_077,H9_72h_078,H9_72h_079,H9_72h_080,H9_72h_081,H9_72h_082,H9_72h_083,H9_72h_084,H9_72h_085,H9_72h_086,H9_72h_087,H9_72h_088,H9_72h_089,H9_72h_090,H9_72h_091,H9_72h_092,H9_72h_093,H9_72h_094,H9_72h_095,H9_72h_096,H9_72h_097,H9_72h_098,H9_72h_099,H9_72h_100,H9_72h_101,H9_72h_102,H9_72h_103,H9_72h_104,H9_72h_105,H9_72h_106,H9_72h_107,H9_72h_108,H9_72h_109,H9_72h_110,H9_72h_111,H9_72h_112,H9_72h_113,H9_72h_114,H9_72h_115,H9_72h_116,H9_72h_117,H9_72h_118,H9_72h_119,H9_72h_120,H9_72h_121,H9_72h_122,H9_72h_123,H9_72h_124,H9_72h_125,H9_72h_126,H9_72h_127,H9_72h_128,H9_72h_129,H9_72h_130,H9_72h_131,H9_72h_132,H9_72h_133,H9_72h_134,H9_72h_135,H9_72h_137,H9_72h_138,H9_72h_139,H9_72h_140
IL6ST,8.788031788,7.094517379,9.189051091,7.81926449,11.36495487,6.304548985,7.913660053,9.569624437,8.866306535,9.571485856,8.607327982,7.335257015,7.930693795,8.291079483,8.695673237,8.792855965,9.688364473,8.77564928,9.054052028,6.405423322,10.45101005,10.60603707,8.467618848,10.05497641,9.363976607,9.194212347,9.859722968,9.961108715,7.028597432,9.038992279,7.344452346,9.229791636,9.756985516,8.508850337,10.49458603,10.94228183,10.34044591,6.480904408,9.794464635,9.245655997,8.901928554,9.663374585,9.49203513,7.418129953,9.293595418,9.087302489,8.991886231,9.072507604,8.57385254,8.940528522,8.018486891,9.018390265,10.00620806,11.12560501,8.210940527,7.669658769,8.449417601,5.145514498,8.153464001,8.290858122,6.568107562,10.98735164,9.190081552,8.61207711,9.464353427,8.308836903,6.885074274,9.743680005,9.737294094,10.27978353,9.903271278,9.168898312,9.410803836,9.898579922,10.82404751,8.058106448,11.27031443,7.603082812,8.617871832,9.45578482,9.61029865,7.945184692,9.701405775,8.892723338,9.280955453,11.17815991,8.923233425,6.169840466,9.055335463,11.06362969,8.92479429,10.0405138,9.753148354,8.1841772,9.980481423,10.28520841,7.026059683,8.970932955,0,8.12159918,10.27952176,8.827732489,8.19166603,8.784307544,9.895559277,8.969440522,8.810706551,7.06601232,9.026912054,9.343970415,5.486102679,7.054428887,9.69003413,8.571747007,8.079759396,9.551878834,7.511740098,9.363769066,9.454219625,9.50554392,8.784467098,9.263934189,7.499050353,4.952679569,9.011821197,9.755601255,8.257331339,9.701991089,7.804658881,7.744566852,8.664923456,10.02869848,10.35605254,9.833185023,10.20743832,10.0612323,7.896939339,9.374545453
ILF2,3.376265534,8.508939699,8.716205144,9.295705912,9.365763449,7.839411032,9.443152641,8.895068361,8.940360163,7.760021405,8.525278853,8.231032951,9.177170041,8.810962343,9.177483592,3.25056363,8.894840758,8.304933932,8.432016079,9.32914667,0,8.96444644,9.175027329,9.056015638,9.269379351,8.041260877,8.65644517,8.013235537,8.814114179,9.252076263,8.963109495,7.39771868,8.071101929,9.636295177,9.280345033,8.567345819,9.275397924,9.927531287,8.656413006,9.522551656,8.921048343,9.812119892,8.920833787,9.209172523,10.02600363,9.583860787,7.812176015,8.894829077,8.420341868,8.949467617,9.265612985,8.679681564,9.62970195,8.797347808,9.444779374,9.629425752,9.047056758,9.339059046,9.324412938,9.616182737,9.159336422,8.131006438,8.01810382,8.34697081,9.30168556,8.742911582,8.600084427,9.562799987,9.660167525,7.154859965,8.334694631,8.785233475,6.31275624,8.186727898,7.896740644,8.069659453,8.035416075,8.83106558,8.761194066,8.178698645,10.39598762,9.303821936,9.005992635,8.702759816,6.969959419,8.906282108,8.318709537,9.346257658,8.241088021,8.707199695,9.001872396,8.818321615,9.108164855,9.053504696,8.025737564,9.441677915,9.129926521,8.638256557,8.886022469,8.560925418,9.102504432,8.226499297,8.627914717,9.437957617,9.357346288,9.058218117,9.039522586,8.69502446,8.80864187,9.553817601,9.047409594,10.39667518,9.09840536,9.664279409,8.413638304,4.395232816,9.055265546,8.904806802,9.257980199,8.16106245,9.341028533,9.018189583,9.268823904,9.440822418,8.980522083,8.194686539,8.306924539,9.276209261,9.254196598,8.892601039,8.946561768,8.048971666,7.696787111,9.111102762,6.35868397,8.118738912,8.510013678,9.444208211
ILF3,9.707419469,8.112229069,7.382275661,7.310321119,7.054261098,7.381359761,7.905264008,7.50973874,7.361259117,5.718525145,6.679721558,4.756389471,6.899054048,6.566563901,6.210004232,6.85778889,7.845550741,6.761185623,5.6685765,7.366696786,9.805929548,6.663612329,7.289694831,5.409440166,7.738237693,6.154942,7.545728912,7.625175149,7.662006823,8.464458591,7.355758982,6.469639381,4.141693639,7.085366143,7.29091962,7.371071825,8.058264491,6.119906677,6.205616374,6.690057303,6.041970713,8.263340293,5.748440833,6.443618887,7.481140311,8.298079347,7.032533301,7.565374894,5.412642889,7.023318065,4.404671219,7.321395305,6.519180934,6.614572987,6.993267604,7.287158343,7.646796198,6.124989839,7.802144204,6.407179851,7.260714238,5.001516308,7.412592209,8.12391078,6.502557069,7.644963961,4.359884479,6.546281101,5.460838458,3.652786015,7.331342996,7.966687869,3.688502826,6.380430154,6.280536426,7.968858027,3.66311179,6.922799083,7.331247449,7.064091562,8.270870731,5.785010035,8.283118733,7.83791991,6.243435055,6.820256845,7.484487443,8.450843758,7.134721875,7.139000131,7.593952531,6.708526728,6.908157083,5.295704082,6.919839951,5.05423294,7.422162884,7.293493825,7.088298005,7.005247852,5.724600336,7.781666423,7.41483759,7.571832503,7.297504943,7.923330159,7.565618856,6.277924456,6.955890383,7.065810189,5.895199922,7.268649324,7.128727436,8.615136642,7.387393792,9.0556233,6.363165949,7.869791541,7.549047759,7.416247717,8.104836839,7.586199067,8.481060575,8.065995105,7.676524664,5.046827662,7.015872255,6.581921997,6.22771076,6.788379392,7.385316313,5.563388194,6.980176057,5.445216657,6.475836492,5.380655733,5.643193439,8.044041459
IRF1,6.911988283,3.124306591,2.700581238,2.878981038,2.783071883,4.682847022,2.800794112,4.616736615,4.222974229,4.252808904,4.312883249,3.974561442,3.242368379,4.13867563,2.641169893,6.369494765,4.73139348,3.394144658,3.021696477,3.807485587,6.247993795,4.586038086,4.19796281,2.073778355,4.604443853,3.466343129,4.416049472,5.281935335,4.049450523,3.909591059,2.925107497,4.811856729,2.957253181,3.019304765,2.193785432,5.196229963,4.624121786,3.724621634,2.982571297,4.148509554,4.062792649,4.009570741,2.726582547,3.148378027,2.893987332,2.445962609,4.595943173,4.557058075,2.818976523,3.526008388,4.611158283,3.734295664,3.197902252,3.855861421,4.01686846,3.782415615,4.299199012,5.093414294,4.012551968,4.044156314,3.301914492,2.647950683,3.90980133,2.961096639,4.766572678,4.237828489,3.761190042,4.550323115,2.712359409,4.541048227,3.907080546,3.873909952,3.051430632,2.588530324,5.558067876,2.160567603,2.074703077,4.710729878,3.017675644,3.471031374,3.853193364,2.200773702,4.977666138,2.579817531,3.515397698,2.896101954,3.32736118,2.023023872,0,6.125788522,4.742389431,2.523210083,3.50952316,2.890842293,4.127398934,2.568912471,5.286818709,4.051402868,0,3.335779005,4.200001033,4.057817171,3.729653685,4.728577548,3.577971707,3.062022794,3.596692188,2.728220934,4.022104224,4.207732345,3.677048838,4.507074713,3.989609741,3.145217471,4.314641094,6.708088046,3.902642521,3.742654611,5.004201816,4.49741717,2.911290468,4.122902957,3.977607005,2.604270836,4.912493833,3.879144026,4.104638843,2.737505792,2.96453193,3.047501502,2.770998477,4.87998984,5.089474767,4.019609009,3.650654749,3.594362455,2.298119517,3.947875209
ISL1,0,0,1.894760268,0,0,0,0,0,6.861593519,1.333019019,1.88563127,0,5.560266885,0,0,0,1.061360965,1.760552224,0,0,6.94978601,0,0,5.891453563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.008630654,0,3.473115354,0,0,6.096616171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.283158567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.576568498,0,0,0,0,2.446807758,0,0,0,0,8.494494514,0,0,0,0,0,0,0,0,0,6.971702175,0,4.637450909,0,0,1.625776946,0,0,0,0,0.773367218,0,7.189935453,5.583979502,7.363523736,0,0,0,0,5.89519895,0,0,4.952679569,0,0,0,0,0,7.536216279,0,0,3.515977226,0.709685002,0,0,0,0
ITGA5,9.298557552,8.139353081,8.013092518,8.651385266,8.892432827,7.568857219,7.813534213,9.178237832,7.761753253,8.084458615,7.770884689,6.580649782,8.134419348,9.031413945,6.401923658,3.784091598,8.050482771,4.682509928,8.299153737,6.573456013,8.566758773,7.553915443,7.96753755,8.009763389,8.113061205,8.006904993,7.337898212,9.054005018,7.820091342,8.768784625,8.602208245,9.504078852,7.978891246,8.903689397,9.462514202,9.539615684,8.387314024,4.465402542,8.792924886,8.768859349,8.613091996,7.606136428,8.172616807,8.634455223,8.698830587,8.825467905,7.432809985,7.281283792,8.920396326,8.462024403,9.502838852,8.034552692,2.468857598,10.30230623,5.863628461,8.118790849,8.356008527,9.814511081,7.739615928,5.515087154,7.644034697,8.426103803,9.111165854,9.353072591,8.679115006,8.872726531,9.497267516,8.956879081,9.423656199,4.872869473,8.458223306,7.770960808,9.249311476,9.730058492,7.742540962,6.199627043,8.379883798,7.819703769,9.61790039,7.182971863,9.137336671,7.045896221,2.459371023,8.311874357,7.596016644,8.813319138,7.417187553,7.348869882,6.936933182,10.1300159,8.952532609,6.146335887,8.07139332,8.348850383,7.528791998,8.663323457,8.753357006,7.699409635,0,8.859579422,7.136191338,8.504501768,9.652773997,7.792917999,8.596733916,7.219093165,8.556486787,9.008016279,8.21866634,7.634436932,8.214293247,8.243851912,9.110602068,6.089995524,8.788177567,9.428622167,7.416288183,8.274956199,8.649716464,9.553189905,9.380189854,8.35460887,6.708652811,7.903142253,8.137067777,8.372082222,8.385969816,7.050876486,7.188507669,7.358479666,8.29563938,8.599621883,8.417979809,9.081524427,8.129857444,7.087760903,7.152588175,9.375434155
ITGA6,0,0,0,0,0,0,0.733907595,0,1.083607184,0,0,0,0,0.895612073,0,0,1.061360965,2.524232491,0,7.426460945,0,0,0,0.721119021,2.346801587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.168002053,0,0,0,0,0,0,4.920749214,0,0,0,0,1.792522371,0,0,0,0,0,4.648304435,6.237603817,0,0,0.844574165,0,0,0,0,0.785300069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.203932697,0,0,0,0,5.119036055,0,0,0,0,6.226670126,0,0,0,0.998308971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94126157,0,3.549468357,0,2.711350162,0,0.974880193,0,0,1.746475634,0,0,0,0,0,1.160654905,0,0,2.878621366,0,0,3.620867057,0
JUND,6.519011412,4.276544482,4.257313311,5.561560247,5.586681276,4.550252132,6.790462321,5.629532475,4.763342817,5.104724828,5.754528531,5.036158289,3.140266474,5.074469565,5.256382216,7.526531097,5.845960717,5.81762549,4.898957434,4.853233942,7.64573017,6.269583823,5.113284715,4.721057949,7.138386109,4.131824166,5.379463364,6.375914242,5.073797682,5.91966172,4.816736984,6.222179955,4.89535829,6.020143963,4.994243371,4.679516601,6.011366325,3.354370038,5.76888482,5.215798445,4.983322368,4.600545919,5.029256032,5.162935596,5.602505851,4.130383214,5.26528862,4.334739563,4.676554977,5.079004389,5.438933194,3.863254785,4.340244815,6.705402162,4.776957148,5.96440221,4.882000067,5.567867945,4.477272052,5.069076992,4.565677039,4.725932417,4.766624289,5.930043457,6.231267109,5.84207962,4.903907378,5.873753237,4.448056683,6.138848577,5.643172266,5.785075244,5.100139535,6.133596257,5.493549209,5.354233838,6.396153266,4.536977382,5.462186321,4.160498891,5.497780748,4.841531242,6.434555022,6.060817674,5.55859824,5.583890287,5.484744761,5.539472639,6.508802288,6.950650767,5.745710084,5.606405268,2.929216474,6.412915382,3.421320868,4.586070757,5.542625492,5.641557285,2.94243323,4.545227954,5.04111274,5.675831583,4.280916139,5.876623116,4.738523707,5.118046486,3.112528608,5.487648791,5.039357271,5.365955321,4.609182005,4.690635399,5.305941484,4.810609542,4.488103382,5.360538431,4.243225082,5.424287796,4.136397669,4.729388384,4.181141398,4.536425547,4.751281008,3.935708206,4.692413577,4.147690854,4.001580557,3.997119682,5.5320324,3.405235482,5.979442785,5.280124792,4.37291255,4.498582637,6.006869536,6.308707913,5.814260766,6.951761064
KAT6A,3.694738953,5.04208864,5.616085808,0,4.230424209,3.801860776,0.907153507,5.434761067,6.31041618,5.720189239,6.233127138,3.112596126,7.113436651,1.583098148,6.357025577,0,6.533846988,5.106508001,3.576661282,6.109420698,9.521183405,4.845988413,5.810262924,4.65278137,0,3.795323556,4.125138278,5.910554561,1.438977071,4.007609362,1.522124099,6.645186843,6.2039899,7.336350704,6.362384378,6.371982432,6.969940432,1.753931621,4.658874437,8.12589665,6.347352248,5.597320959,5.726565995,5.873740659,4.094493697,5.168700125,5.696443583,6.006999635,3.826257823,6.019874587,1.090930186,5.150699671,6.145878082,8.578984026,1.692370065,6.535202494,6.066789495,3.58989727,2.444626877,6.515188702,6.670807745,6.183166111,5.52577104,6.68899991,0,4.68510539,5.068468044,7.936844257,4.447138658,2.850663006,6.428319351,3.321921495,5.173525109,7.769716839,4.656204825,3.911118411,5.325085966,5.137570973,4.429415769,8.22450769,0,0,5.878836419,7.487675864,3.979820759,2.041987336,6.540805263,0.684191757,7.18020471,6.403984767,3.273657343,0,6.092299962,1.610309025,7.013033209,6.832373275,7.888498058,4.318784375,1.224912906,6.799058877,5.164228727,5.249980242,2.011297757,3.07277561,5.010204641,5.66208873,5.317004787,1.557175913,7.2391524,6.058568403,6.244779512,1.269880821,4.031853918,3.769421841,5.956008267,5.656442495,5.5396278,4.447503576,5.388607592,5.989870002,5.545596816,5.509594771,4.598318387,6.557009172,5.90667403,7.584096573,6.790363776,6.425009231,2.842361198,6.005475287,0.705005014,1.150759742,0,4.844531624,6.867660548,7.049586564,5.714279515,7.31336772
KAT7,0,6.642490193,0,4.743381322,0.855382612,1.167410221,0.733907595,4.049759294,3.469098783,6.919151277,0,6.976866693,0,0.895612073,1.265670705,0,6.762920511,4.011295276,2.504559763,5.828945634,2.610990481,6.712047493,2.378997855,2.084846919,5.200097564,1.616525407,4.32316146,8.260441404,8.455636148,5.505906661,6.119410699,4.021400164,4.26039726,0,2.842881038,7.09213412,3.384065485,3.685247545,4.855549179,0,4.420985725,4.600545919,3.995344429,0,5.115853143,2.550129334,6.790636242,6.19379182,6.340573093,0,7.787696823,5.149698551,0,0,5.359635061,2.08172314,5.99256637,0,5.187625958,0,0,1.373770278,4.23059498,3.933452778,6.362838234,1.932897105,4.254463179,4.712399543,3.597871068,0,5.133748308,4.807347851,4.486272428,0,3.785504723,6.730882958,8.23856357,3.982757638,1.018500134,0,4.529361005,7.117704,5.523489504,7.468674213,3.937010511,3.355986919,7.18678504,0,0,0,4.028865774,1.11361516,6.268567452,0.762128193,7.152622181,5.326657927,6.993932647,1.308891468,0.738730396,0.870032628,7.558876308,0,7.579656964,6.543216455,6.273752404,3.743089025,0.761592555,8.105152439,0,2.643540348,2.429932516,1.274117899,7.588462732,2.578169076,4.028164732,2.117832415,1.76203243,0.920189758,0,3.4579642,4.456115244,2.955749078,6.69270576,1.605605077,5.280787008,7.147655319,0,0,3.375542134,7.413642995,2.031738256,7.953421709,7.864144769,6.329677497,3.886749242,7.590339183,5.201277494,6.210186843
KDM6A,2.045422134,2.170269518,0,0,1.777247388,2.854076871,0,3.057111824,2.453468524,0,0.924770262,0.784925584,0,0,5.521693657,9.624710209,5.391869822,0,0,6.964683979,7.91369005,4.194299171,1.263385589,5.144388582,5.239648985,0,0,0,3.83261272,3.572950151,6.143708077,2.604000485,3.333776908,0,1.512153092,4.686431981,4.741238509,1.331093461,7.996205641,4.300493143,3.359836408,3.927407045,3.734491701,0,1.111853327,3.960752952,3.038740887,4.534762007,5.077778458,4.472043663,6.858346498,0,0,1.054803378,0,0,6.429527068,4.039472242,3.213055123,5.382464671,0,0,7.096663722,0,2.197490919,1.525471481,0,2.202369975,0,0,7.458594243,7.087304808,2.796273948,7.430035747,1.275640287,0,0,0,0,0,0,0,0,8.269792576,0,0,5.103943602,0,7.267082281,0,2.836607744,5.909047766,4.943750116,0.762128193,7.272739142,5.659011675,1.275561684,3.979578168,0,6.173578489,0.998308971,1.700550417,0,0,3.075580028,3.211016984,5.551326205,0,1.87098435,1.459192351,0.79197826,0.773367218,7.572779976,1.409945432,3.728175285,5.104509971,1.76203243,4.092761811,0,4.535889438,0,4.995271718,0,4.952679569,0,2.716970345,0,0,0.811071906,0,0,5.055760199,0,6.986621463,2.644804808,8.884970569,4.441022187,5.962354923
KDR,4.894612721,4.137818826,5.534945643,3.911868908,4.462065498,5.018532359,3.184324664,5.855037118,7.314648389,6.280011875,2.683971892,5.420162997,7.809176724,2.580558026,0,8.423560798,2.145264212,1.164724843,4.024911715,2.599531155,2.658462603,0,1.926443005,8.262408309,7.933513451,8.108313887,1.939330978,2.16335805,0,5.389813923,2.39624443,5.695504293,1.755562355,4.380952693,2.583803443,7.056546716,5.781292797,2.308770812,5.030246889,2.733120802,2.654623276,4.338338743,2.197748508,0,8.131063368,0.950482315,7.993818679,1.708215159,6.170741625,6.829570735,3.770104116,1.220743627,3.320877991,0,3.648127332,2.201491465,0,0,5.057989578,3.712068771,0.531326581,0,1.598472083,6.317620236,2.673604794,0,0,2.243191889,7.069253475,0.856334603,4.943480453,5.691115523,6.793993763,1.399768799,4.18658503,3.249028295,0.979900677,2.94686977,7.265246496,7.371231077,0.856040188,7.116578762,8.84774297,5.354842221,7.970063329,1.231025355,9.142422497,0,5.658503262,3.965594374,4.719503739,0,6.787395394,4.886422112,7.1651029,7.746148525,9.403391748,0.636048358,0.738730396,0,4.61851242,1.621866798,3.864341258,3.256850945,3.034697302,3.942921392,5.38219814,4.262151096,5.283687697,6.199006995,7.44034872,2.195894079,4.542948464,7.784345895,5.386497999,9.848913591,1.704964681,1.584431377,6.251732433,3.6525931,5.46515777,3.576426675,1.096526911,4.991806315,2.189874627,1.816659142,4.996698536,3.647506153,8.296088927,8.123950295,7.443258906,8.020887312,6.641892102,5.632423547,6.354289829,4.462844694,4.870659757,5.881014808
KHDRBS2,0,0,0,0,0,0,0,0,0,4.017292302,0,3.808803276,0,0,0,0,0,0,0,3.903143691,0,0,0,0,7.102474111,0,0,0,0,0,0,0,0,0,0,0,0,2.308770812,0,0,0,1.841778315,0,0,0,0,6.380436043,1.089593683,0,0,1.006498931,0,0,0,0,0,0,0,0,0.950010695,4.956125039,0,0,0,4.242910855,0,0,0,0,0,4.208793213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459675174,0,0,0,0,0,0,0,1.941805348,0,0,0,0.998308971,0,0,0,0,0.755601958,0,0,4.476547946,0,0,0,0,0,1.015089584,0,0,1.878565484,0,1.077153136,0,1.55137128,0,0,0,0,0,0,0,2.32125954,0,0,0,0,4.186958532,0,0,0
KHSRP,2.045422134,1.61618551,0,1.230228091,1.388727947,0,0.733907595,2.479464571,2.123661335,2.823173122,1.483758433,1.290428465,1.10744254,0.895612073,1.929328681,2.394702688,2.418890765,0.84486177,0.831169433,0,0,0,0,1.845526438,1.015596115,0,0.898722159,1.767751394,1.850406848,1.420617047,2.021140641,2.877671001,0,0,1.160212043,1.083620263,0.893899681,0,2.911104224,1.168002053,0,3.129867869,2.839001096,1.608141666,1.732252759,0,1.958692063,0,1.17663044,0,1.593621253,3.069118003,4.759278431,2.081443658,0,2.675486695,1.535616886,0,2.788554755,2.500658005,2.076808442,0,2.373482798,2.265335318,1.761798502,4.819806793,2.207035014,3.233501253,2.712359409,0,1.458987549,0,2.368072255,0,2.395936741,0.715078465,0,3.221966263,0,1.829495088,1.155340394,1.487817962,0,0,1.373351549,0.823673724,0,1.146396568,0,0,0.908909981,1.11361516,1.408299655,0,0,0,1.389490165,2.625571747,2.666677876,1.408933801,1.582707355,1.700550417,0,0,0.777167943,0.755601958,0.761592555,0,0,2.425958707,2.776435942,1.645131421,1.582286984,1.409945432,1.015089584,2.117832415,0,0,2.609646921,1.686942916,0.965137339,2.955749078,2.14247177,1.896973729,0,0.76287034,0.919742664,1.521558866,3.531469248,0.847625526,0.694028309,1.264628145,1.731154204,1.82447785,1.210094392,0,1.527937172,0
KIF15,8.44377812,1.459713502,0.93069995,0,0.855382612,0,2.800794112,0.937631323,6.981450664,2.013850384,0.924770262,0,7.41558237,0.895612073,0,4.172707428,4.362062118,0,0,9.187489226,0,4.842511579,0,3.587823739,1.605720078,0,0,0,0,6.877148993,4.180359287,7.224785707,0,0.90715284,3.359207759,0,0,0,0,0,0,0,0,4.556704013,0,0,3.038740887,0,0,0,6.162533986,1.158401776,1.093569032,0,5.18907504,7.364674626,0,0,1.125568161,8.941372031,0,0,0,4.516901019,0,0,0.785300069,1.766198708,5.672010437,0,6.332466123,0,0,0,5.623987479,6.574573199,0,6.657738904,0,8.526672298,3.435488539,0,0,0,6.498477701,7.000390929,6.820742027,0,5.658503262,1.947121371,3.633331501,0,6.867858255,0,0,0,6.430550101,4.045605963,0,5.686219197,6.816824902,0,6.762950764,3.444296978,0.777167943,6.13999996,0,0.76242039,0,1.459192351,0,2.393835428,5.466395487,5.853898692,0,0,0,5.22357084,0,3.839800691,0,6.218643119,4.082149018,0,0,3.900844195,4.302124116,6.325640652,7.071988653,5.356736653,0,9.123741548,0,2.748251458,5.288812719,0,0,0
KIF23,5.678168921,5.061125597,6.488766578,0,0,0,0,6.804274178,7.409548727,6.294325779,0,7.878513334,8.127347622,0.895612073,5.587219169,10.80861562,7.038127891,6.639745702,4.56038974,4.938630334,0,6.972786591,0,3.333200764,0,0,6.132435167,0,0,6.564945295,7.813281979,0,0,0,4.375626381,5.064412188,6.439942444,0,0,0,6.01830258,0,3.042085546,5.677802237,1.111853327,0,2.414309098,7.930012603,0,6.753940913,0,8.176356681,6.638930215,0,3.989061486,8.397653308,0,0,6.882711288,4.151693698,0,0,3.96686144,6.929474453,0,2.921403455,1.290956022,2.202369975,2.368892526,0,4.857307181,2.740750938,0,0,0,8.705219563,0,7.436005662,0,6.456811171,5.375149535,0,2.459371023,6.887778367,4.438247852,0,2.630894176,5.128494956,6.357846048,8.054109383,7.461290134,8.34242893,4.594511606,0,0,0,6.911190205,6.726603484,4.862237183,3.832208269,0,8.468783487,9.267270612,8.285540055,0,8.525773248,7.444144442,6.892546165,0,0.906715136,7.51557388,6.354998856,7.902611663,0.87076758,1.015089584,5.473311969,0,6.592202371,0,1.077153136,8.03296217,6.324976056,6.114857771,6.451159814,0,5.046827662,8.227594626,0,2.466519389,5.008179003,6.491250236,0,1.111008997,0,6.409281131,0,7.740534554,9.184802309
KLF5,0,0,0,0,6.221890702,0,0,0,0,0,4.495769724,0,0,0,0,5.921760525,3.919310568,0,0,0,0,2.157476546,0,4.716439288,0,0,0,0,0,5.178595,0,0,0,5.940131955,0,0,0,0,0,0,0,0,0,1.608141666,0,0,0,0,0,1.549250993,0,3.440527219,0,0,0,0,0,2.150429753,2.184478252,1.924351124,0,0,0,0,0,0,0,0,4.537029153,0,0,0,0,0,2.395936741,0,0,0,0,0,4.450569128,0,0,0,2.529109202,0,0,1.146396568,0,0,0,0,0,5.394495166,0.913048637,2.835570754,0,2.228477009,0,0,0,0,2.22893925,0,0,0,3.327643359,0,0,0,6.212271742,0.773367218,0,2.578169076,0,3.757721991,0,0,0,4.899977156,0,0,0,0,0,0,0,0,6.198364417,1.764944861,4.37638917,0,0,0,0,4.096878094,0,0
KLF6,9.334300363,5.592890793,6.587230902,5.910354099,6.252839146,5.557808674,5.202003667,6.122125347,5.887649035,5.876102877,5.134981227,7.112394197,5.349483946,0.895612073,3.769719562,8.361588167,6.025185125,0.84486177,5.754369922,5.422343338,5.387977233,6.2650458,7.477822585,6.312223691,6.199722104,6.704841841,0.885281972,3.703337727,7.763541349,6.317750536,5.453937624,5.465238648,5.833106454,4.401414737,5.655240452,5.5853412,6.723823925,2.725859542,7.229519149,1.168002053,6.046435236,6.222238575,3.913524281,5.033560858,4.792247054,5.207144057,6.135252893,3.614423036,6.37351639,6.372998946,3.918998349,2.231524733,5.220655731,3.265958978,0,5.427291953,6.266129638,7.320646537,5.040480999,0.97758214,6.452150444,6.307660877,3.227095917,5.723854232,7.162660887,6.637663163,3.27521702,4.83885089,5.710773835,7.599616711,6.378537225,6.062678045,3.229362578,6.005788653,7.041524943,4.428297849,4.737118977,3.483082611,6.894434052,6.370374469,6.148934436,2.204544284,7.463634632,0,1.373351549,6.626120996,2.446807758,1.146396568,4.248209521,8.057825272,5.208435454,6.939199932,5.347020571,3.681656219,7.289203629,5.735799178,4.673853809,5.978549448,0.738730396,5.723534432,8.568301672,7.54728493,2.439748142,5.608173547,5.78779858,7.757884227,5.374238504,6.437112878,6.924668474,4.672064079,4.035999899,8.202767188,6.790436951,8.546326745,6.296423584,7.502890001,0,5.696682665,8.924478837,4.60331419,7.017512039,5.308124887,4.425665481,6.066452562,3.38803236,3.759532897,5.768360863,3.81732416,5.921404169,6.575090382,5.708102752,5.428932348,6.818926937,4.326494912,6.342078076,5.020387068,4.561007491,6.152104841
