"Gene1","Gene2"
"POLR2A","ASH2L"
"POLR2A","SRSF10"
"POLR2A","SMARCD1"
"POLR2A","SOX2"
"POLR2A","POLR2I"
"POLR2A","SRSF2"
"POLR2A","POLR2F"
"POLR2A","POLR2K"
"POLR2A","ELL2"
"POLR2A","FUS"
"POLR2A","POLR1C"
"POLR2A","NCOA6"
"POLR2A","POU2F2"
"POLR2A","SNRPD1"
"POLR2A","RBFOX2"
"POLR2A","EZH2"
"POLR2A","RFC3"
"POLR2D","SUPT16H"
"POLR2D","POLR2I"
"POLR2D","NANOG"
"POLR2D","ELL2"
"POLR2D","SRSF6"
"POLR2D","FUS"
"POLR2D","SRSF1"
"POLR2D","POLR1A"
"POLR2D","AFF4"
"POLR2D","MEIS1"
"POLR2D","SNAPC3"
"POLR2D","MEIS1"
"POLR2D","RARG"
"POLR2D","YBX1"
"POLR2D","POLR2G"
"POLR2D","POLR1B"
"POLR2D","SRSF3"
"POLR2D","POLR1A"
"POLR2D","SUPT16H"
"POLR2D","POU2F1"
"POLR2D","WDR5"
"POLR2D","AFF4"
"POLR2D","RNPS1"
"POLR2D","HOXB3"
"POLR2D","ESRP1"
"POLR2D","HNRNPK"
"POLR2D","MLLT3"
"POLR2D","HNRNPD"
"POLR2D","NANOG"
"POLR2D","GTF2H2"
"POLR2D","PBX1"
"POLR2D","TAF1L"
"POLR2D","MED14"
"POLR2D","ALYREF"
"POLR2D","SF1"
"POLR2D","KDM6A"
"POLR2D","ASH2L"
"POLR2D","ELAVL2"
"POLR2D","POLR2H"
"POLR2D","SRSF10"
"POLR2D","SNRPB"
"POLR2D","SOX2"
"POLR2D","RBBP4"
"POLR2D","POLR2I"
"POLR2D","SRSF2"
"POLR2D","HOXB4"
"POLR2D","POLR2F"
"POLR2D","POLR2K"
"POLR2D","HOXB2"
"POLR2D","ELL2"
"POLR2D","FUS"
"POLR2D","POLR1C"
"POLR2D","NCOA6"
"POLR2D","POU2F2"
"POLR2D","SNRPD1"
"POLR2D","RBFOX2"
"POLR2D","TCEA1"
"POLR2D","EZH2"
"POLR2D","RBMX"
"POLR2D","RFC3"
"POLR2D","SRSF6"
"POLR2D","SRSF1"
"POLR2D","SNAPC4"
"POLR2D","POLR2A"
"POLR2D","SNAPC4"
"POLR2D","SNRPD1"
"POLR2D","POLR2G"
"POLR2D","HNRNPD"
"POLR2D","EZH2"
"POLR2D","SOX2"
"POLR2D","MED14"
"POLR2D","GTF2H2"
"POLR2D","HOXB4"
"POLR2D","HOXB2"
"POLR2D","ASH2L"
"POLR2D","POLR2K"
"POLR2D","WDR5"
"POLR2D","POU2F1"
"POLR2D","RBMX"
"POLR2D","POLR1C"
"POLR2D","YBX1"
"POLR2D","RBBP4"
"POLR2D","SRSF3"
"POLR2D","NCOA6"
"POLR2D","HNRNPK"
"POLR2D","SF1"
"POLR2D","KDM6A"
"POLR2D","RFC3"
"POLR2D","MLLT3"
"POLR2D","SNAPC3"
"POLR2D","SRSF2"
"POLR2D","ELAVL2"
"POLR2D","RARG"
"POLR2D","POLR2F"
"POLR2D","ESRP1"
"POLR2D","PBX1"
"POLR2D","SNRPB"
"POLR2D","RBFOX2"
"POLR2D","POLR2H"
"POLR2D","HOXB3"
"POLR2D","TAF1L"
"POLR2D","SRSF10"
"POLR2D","ALYREF"
"POLR2D","TCEA1"
"POLR2D","POU2F2"
"POLR2D","POLR1B"
"POLR2D","RNPS1"
"POLR2D","POLR2A"
"POLR2F","RRN3"
"POLR2F","SUPT16H"
"POLR2F","POLR2I"
"POLR2F","NANOG"
"POLR2F","ELL2"
"POLR2F","SRSF6"
"POLR2F","FUS"
"POLR2F","SRSF1"
"POLR2F","POLR1A"
"POLR2F","AFF4"
"POLR2F","MEIS1"
"POLR2F","POLR2D"
"POLR2F","SNAPC4"
"POLR2F","POLR3E"
"POLR2F","SNRPD1"
"POLR2F","POLR2G"
"POLR2F","UBTF"
"POLR2F","HNRNPD"
"POLR2F","EZH2"
"POLR2F","SOX2"
"POLR2F","MED14"
"POLR2F","GTF2H2"
"POLR2F","HOXB4"
"POLR2F","HOXB2"
"POLR2F","ASH2L"
"POLR2F","POLR2K"
"POLR2F","WDR5"
"POLR2F","POU2F1"
"POLR2F","RBMX"
"POLR2F","NFIA"
"POLR2F","GTF3C4"
"POLR2F","POLR1C"
"POLR2F","YBX1"
"POLR2F","RBBP4"
"POLR2F","SRSF3"
"POLR2F","NCOA6"
"POLR2F","HNRNPK"
"POLR2F","SF1"
"POLR2F","KDM6A"
"POLR2F","RFC3"
"POLR2F","MLLT3"
"POLR2F","SNAPC3"
"POLR2F","NFIB"
"POLR2F","MYBBP1A"
"POLR2F","SRSF2"
"POLR2F","DEK"
"POLR2F","ELAVL2"
"POLR2F","POLR3G"
"POLR2F","SSB"
"POLR2F","RARG"
"POLR2F","NFIC"
"POLR2F","UBTF"
"POLR2F","SNAPC3"
"POLR2F","MEIS1"
"POLR2F","RARG"
"POLR2F","YBX1"
"POLR2F","POLR2G"
"POLR2F","POLR1B"
"POLR2F","SRSF3"
"POLR2F","SSB"
"POLR2F","POLR1A"
"POLR2F","SUPT16H"
"POLR2F","POU2F1"
"POLR2F","WDR5"
"POLR2F","POLR3G"
"POLR2F","DEK"
"POLR2F","AFF4"
"POLR2F","RNPS1"
"POLR2F","RRN3"
"POLR2F","HOXB3"
"POLR2F","ESRP1"
"POLR2F","HNRNPK"
"POLR2F","MLLT3"
"POLR2F","HNRNPD"
"POLR2F","POLR2D"
"POLR2F","NANOG"
"POLR2F","NFIB"
"POLR2F","GTF2H2"
"POLR2F","PBX1"
"POLR2F","TAF1L"
"POLR2F","MED14"
"POLR2F","ALYREF"
"POLR2F","NFIA"
"POLR2F","SF1"
"POLR2F","KDM6A"
"POLR2F","ASH2L"
"POLR2F","ELAVL2"
"POLR2F","POLR2H"
"POLR2F","GTF3C4"
"POLR2F","SRSF10"
"POLR2F","SNRPB"
"POLR2F","SOX2"
"POLR2F","RBBP4"
"POLR2F","POLR2I"
"POLR2F","SRSF2"
"POLR2F","HOXB4"
"POLR2F","NFIC"
"POLR2F","POLR2K"
"POLR2F","HOXB2"
"POLR2F","ELL2"
"POLR2F","FUS"
"POLR2F","POLR1C"
"POLR2F","NCOA6"
"POLR2F","POU2F2"
"POLR2F","SNRPD1"
"POLR2F","RBFOX2"
"POLR2F","POLR3E"
"POLR2F","TCEA1"
"POLR2F","EZH2"
"POLR2F","RBMX"
"POLR2F","RFC3"
"POLR2F","SRSF6"
"POLR2F","SRSF1"
"POLR2F","SNAPC4"
"POLR2F","POLR2A"
"POLR2F","MYBBP1A"
"POLR2F","ESRP1"
"POLR2F","PBX1"
"POLR2F","SNRPB"
"POLR2F","RBFOX2"
"POLR2F","POLR2H"
"POLR2F","HOXB3"
"POLR2F","TAF1L"
"POLR2F","SRSF10"
"POLR2F","ALYREF"
"POLR2F","TCEA1"
"POLR2F","POU2F2"
"POLR2F","POLR1B"
"POLR2F","RNPS1"
"POLR2F","POLR2A"
"POLR2G","SIRT1"
"POLR2G","SUPT16H"
"POLR2G","POLR2I"
"POLR2G","NANOG"
"POLR2G","ELL2"
"POLR2G","SRSF6"
"POLR2G","FUS"
"POLR2G","LMO2"
"POLR2G","SRSF1"
"POLR2G","POLR1A"
"POLR2G","AFF4"
"POLR2G","MEIS1"
"POLR2G","POLR2D"
"POLR2G","SNAPC4"
"POLR2G","POLR3E"
"POLR2G","SNRPD1"
"POLR2G","SNAPC3"
"POLR2G","MEIS1"
"POLR2G","RARG"
"POLR2G","YBX1"
"POLR2G","POLR1B"
"POLR2G","SRSF3"
"POLR2G","POLR1A"
"POLR2G","SUPT16H"
"POLR2G","POU2F1"
"POLR2G","WDR5"
"POLR2G","AFF4"
"POLR2G","RNPS1"
"POLR2G","HOXB3"
"POLR2G","ESRP1"
"POLR2G","HNRNPK"
"POLR2G","MLLT3"
"POLR2G","HNRNPD"
"POLR2G","POLR2D"
"POLR2G","NANOG"
"POLR2G","GTF2H2"
"POLR2G","PBX1"
"POLR2G","TAF1L"
"POLR2G","MED14"
"POLR2G","ALYREF"
"POLR2G","SF1"
"POLR2G","KDM6A"
"POLR2G","LMO2"
"POLR2G","ASH2L"
"POLR2G","ELAVL2"
"POLR2G","POLR2H"
"POLR2G","SRSF10"
"POLR2G","SNRPB"
"POLR2G","SOX2"
"POLR2G","RBBP4"
"POLR2G","POLR2I"
"POLR2G","SRSF2"
"POLR2G","HOXB4"
"POLR2G","POLR2F"
"POLR2G","POLR2K"
"POLR2G","HOXB2"
"POLR2G","ELL2"
"POLR2G","SIRT1"
"POLR2G","FUS"
"POLR2G","POLR1C"
"POLR2G","NCOA6"
"POLR2G","POU2F2"
"POLR2G","SNRPD1"
"POLR2G","RBFOX2"
"POLR2G","POLR3E"
"POLR2G","TCEA1"
"POLR2G","EZH2"
"POLR2G","EWSR1"
"POLR2G","RBMX"
"POLR2G","RFC3"
"POLR2G","SRSF6"
"POLR2G","SRSF1"
"POLR2G","SNAPC4"
"POLR2G","POLR2A"
"POLR2G","HNRNPD"
"POLR2G","EZH2"
"POLR2G","SOX2"
"POLR2G","MED14"
"POLR2G","GTF2H2"
"POLR2G","HOXB4"
"POLR2G","HOXB2"
"POLR2G","ASH2L"
"POLR2G","POLR2K"
"POLR2G","WDR5"
"POLR2G","POU2F1"
"POLR2G","RBMX"
"POLR2G","POLR1C"
"POLR2G","YBX1"
"POLR2G","RBBP4"
"POLR2G","SRSF3"
"POLR2G","NCOA6"
"POLR2G","HNRNPK"
"POLR2G","SF1"
"POLR2G","KDM6A"
"POLR2G","RFC3"
"POLR2G","MLLT3"
"POLR2G","SNAPC3"
"POLR2G","SRSF2"
"POLR2G","ELAVL2"
"POLR2G","RARG"
"POLR2G","EWSR1"
"POLR2G","POLR2F"
"POLR2G","ESRP1"
"POLR2G","PBX1"
"POLR2G","SNRPB"
"POLR2G","RBFOX2"
"POLR2G","POLR2H"
"POLR2G","HOXB3"
"POLR2G","TAF1L"
"POLR2G","SRSF10"
"POLR2G","ALYREF"
"POLR2G","TCEA1"
"POLR2G","POU2F2"
"POLR2G","POLR1B"
"POLR2G","RNPS1"
"POLR2G","POLR2A"
"POLR2H","RRN3"
"POLR2H","SUPT16H"
"POLR2H","POLR2I"
"POLR2H","NANOG"
"POLR2H","ELL2"
"POLR2H","SRSF6"
"POLR2H","FUS"
"POLR2H","SRSF1"
"POLR2H","POLR1A"
"POLR2H","AFF4"
"POLR2H","MEIS1"
"POLR2H","POLR2D"
"POLR2H","SNAPC4"
"POLR2H","POLR3E"
"POLR2H","SNRPD1"
"POLR2H","POLR2G"
"POLR2H","UBTF"
"POLR2H","HNRNPD"
"POLR2H","EZH2"
"POLR2H","SOX2"
"POLR2H","MED14"
"POLR2H","GTF2H2"
"POLR2H","HOXB4"
"POLR2H","HOXB2"
"POLR2H","ASH2L"
"POLR2H","POLR2K"
"POLR2H","WDR5"
"POLR2H","POU2F1"
"POLR2H","RBMX"
"POLR2H","NFIA"
"POLR2H","GTF3C4"
"POLR2H","POLR1C"
"POLR2H","YBX1"
"POLR2H","RBBP4"
"POLR2H","SRSF3"
"POLR2H","NCOA6"
"POLR2H","HNRNPK"
"POLR2H","SF1"
"POLR2H","KDM6A"
"POLR2H","RFC3"
"POLR2H","MLLT3"
"POLR2H","SNAPC3"
"POLR2H","NFIB"
"POLR2H","MYBBP1A"
"POLR2H","SRSF2"
"POLR2H","DEK"
"POLR2H","ELAVL2"
"POLR2H","POLR3G"
"POLR2H","SSB"
"POLR2H","RARG"
"POLR2H","NFIC"
"POLR2H","POLR2F"
"POLR2H","ESRP1"
"POLR2H","PBX1"
"POLR2H","SNRPB"
"POLR2H","RBFOX2"
"POLR2H","UBTF"
"POLR2H","SNAPC3"
"POLR2H","MEIS1"
"POLR2H","RARG"
"POLR2H","YBX1"
"POLR2H","POLR2G"
"POLR2H","POLR1B"
"POLR2H","SRSF3"
"POLR2H","SSB"
"POLR2H","POLR1A"
"POLR2H","SUPT16H"
"POLR2H","POU2F1"
"POLR2H","WDR5"
"POLR2H","POLR3G"
"POLR2H","DEK"
"POLR2H","AFF4"
"POLR2H","RNPS1"
"POLR2H","RRN3"
"POLR2H","HOXB3"
"POLR2H","ESRP1"
"POLR2H","HNRNPK"
"POLR2H","MLLT3"
"POLR2H","HNRNPD"
"POLR2H","POLR2D"
"POLR2H","NANOG"
"POLR2H","NFIB"
"POLR2H","GTF2H2"
"POLR2H","PBX1"
"POLR2H","TAF1L"
"POLR2H","MED14"
"POLR2H","ALYREF"
"POLR2H","NFIA"
"POLR2H","SF1"
"POLR2H","KDM6A"
"POLR2H","ASH2L"
"POLR2H","ELAVL2"
"POLR2H","GTF3C4"
"POLR2H","SRSF10"
"POLR2H","SNRPB"
"POLR2H","SOX2"
"POLR2H","RBBP4"
"POLR2H","POLR2I"
"POLR2H","SRSF2"
"POLR2H","HOXB4"
"POLR2H","POLR2F"
"POLR2H","NFIC"
"POLR2H","POLR2K"
"POLR2H","HOXB2"
"POLR2H","ELL2"
"POLR2H","FUS"
"POLR2H","POLR1C"
"POLR2H","NCOA6"
"POLR2H","POU2F2"
"POLR2H","SNRPD1"
"POLR2H","RBFOX2"
"POLR2H","POLR3E"
"POLR2H","TCEA1"
"POLR2H","EZH2"
"POLR2H","RBMX"
"POLR2H","RFC3"
"POLR2H","SRSF6"
"POLR2H","SRSF1"
"POLR2H","SNAPC4"
"POLR2H","POLR2A"
"POLR2H","MYBBP1A"
"POLR2H","HOXB3"
"POLR2H","TAF1L"
"POLR2H","SRSF10"
"POLR2H","ALYREF"
"POLR2H","TCEA1"
"POLR2H","POU2F2"
"POLR2H","POLR1B"
"POLR2H","RNPS1"
"POLR2H","POLR2A"
"POLR2I","SUPT16H"
"POLR2I","SNAPC3"
"POLR2I","MEIS1"
"POLR2I","RARG"
"POLR2I","YBX1"
"POLR2I","POLR2G"
"POLR2I","POLR1B"
"POLR2I","SRSF3"
"POLR2I","SUPT16H"
"POLR2I","POU2F1"
"POLR2I","WDR5"
"POLR2I","AFF4"
"POLR2I","RNPS1"
"POLR2I","HOXB3"
"POLR2I","ESRP1"
"POLR2I","HNRNPK"
"POLR2I","MLLT3"
"POLR2I","HNRNPD"
"POLR2I","POLR2D"
"POLR2I","NANOG"
"POLR2I","GTF2H2"
"POLR2I","PBX1"
"POLR2I","TAF1L"
"POLR2I","MED14"
"POLR2I","ALYREF"
"POLR2I","SF1"
"POLR2I","KDM6A"
"POLR2I","ASH2L"
"POLR2I","ELAVL2"
"POLR2I","POLR2H"
"POLR2I","SRSF10"
"POLR2I","SNRPB"
"POLR2I","SOX2"
"POLR2I","RBBP4"
"POLR2I","SRSF2"
"POLR2I","HOXB4"
"POLR2I","POLR2F"
"POLR2I","POLR2K"
"POLR2I","HOXB2"
"POLR2I","ELL2"
"POLR2I","FUS"
"POLR2I","POLR1C"
"POLR2I","NCOA6"
"POLR2I","POU2F2"
"POLR2I","SNRPD1"
"POLR2I","RBFOX2"
"POLR2I","TCEA1"
"POLR2I","EZH2"
"POLR2I","RBMX"
"POLR2I","RFC3"
"POLR2I","SRSF6"
"POLR2I","SRSF1"
"POLR2I","SNAPC4"
"POLR2I","POLR2A"
"POLR2I","NANOG"
"POLR2I","ELL2"
"POLR2I","SRSF6"
"POLR2I","FUS"
"POLR2I","SRSF1"
"POLR2I","AFF4"
"POLR2I","MEIS1"
"POLR2I","POLR2D"
"POLR2I","SNAPC4"
"POLR2I","SNRPD1"
"POLR2I","POLR2G"
"POLR2I","HNRNPD"
"POLR2I","EZH2"
"POLR2I","SOX2"
"POLR2I","MED14"
"POLR2I","GTF2H2"
"POLR2I","HOXB4"
"POLR2I","HOXB2"
"POLR2I","ASH2L"
"POLR2I","POLR2K"
"POLR2I","WDR5"
"POLR2I","POU2F1"
"POLR2I","RBMX"
"POLR2I","POLR1C"
"POLR2I","YBX1"
"POLR2I","RBBP4"
"POLR2I","SRSF3"
"POLR2I","NCOA6"
"POLR2I","HNRNPK"
"POLR2I","SF1"
"POLR2I","KDM6A"
"POLR2I","RFC3"
"POLR2I","MLLT3"
"POLR2I","SNAPC3"
"POLR2I","SRSF2"
"POLR2I","ELAVL2"
"POLR2I","RARG"
"POLR2I","POLR2F"
"POLR2I","ESRP1"
"POLR2I","PBX1"
"POLR2I","SNRPB"
"POLR2I","RBFOX2"
"POLR2I","POLR2H"
"POLR2I","HOXB3"
"POLR2I","TAF1L"
"POLR2I","SRSF10"
"POLR2I","ALYREF"
"POLR2I","TCEA1"
"POLR2I","POU2F2"
"POLR2I","POLR1B"
"POLR2I","RNPS1"
"POLR2I","POLR2A"
"POLR2K","RRN3"
"POLR2K","SUPT16H"
"POLR2K","POLR2I"
"POLR2K","NANOG"
"POLR2K","ELL2"
"POLR2K","SRSF6"
"POLR2K","FUS"
"POLR2K","SRSF1"
"POLR2K","POLR1A"
"POLR2K","AFF4"
"POLR2K","MEIS1"
"POLR2K","POLR2D"
"POLR2K","SNAPC4"
"POLR2K","POLR3E"
"POLR2K","SNRPD1"
"POLR2K","POLR2G"
"POLR2K","UBTF"
"POLR2K","HNRNPD"
"POLR2K","EZH2"
"POLR2K","SOX2"
"POLR2K","MED14"
"POLR2K","GTF2H2"
"POLR2K","HOXB4"
"POLR2K","HOXB2"
"POLR2K","ASH2L"
"POLR2K","UBTF"
"POLR2K","SNAPC3"
"POLR2K","MEIS1"
"POLR2K","RARG"
"POLR2K","YBX1"
"POLR2K","POLR2G"
"POLR2K","POLR1B"
"POLR2K","SRSF3"
"POLR2K","SSB"
"POLR2K","POLR1A"
"POLR2K","SUPT16H"
"POLR2K","POU2F1"
"POLR2K","WDR5"
"POLR2K","POLR3G"
"POLR2K","DEK"
"POLR2K","AFF4"
"POLR2K","RNPS1"
"POLR2K","RRN3"
"POLR2K","HOXB3"
"POLR2K","ESRP1"
"POLR2K","HNRNPK"
"POLR2K","MLLT3"
"POLR2K","HNRNPD"
"POLR2K","POLR2D"
"POLR2K","NANOG"
"POLR2K","NFIB"
"POLR2K","GTF2H2"
"POLR2K","PBX1"
"POLR2K","TAF1L"
"POLR2K","MED14"
"POLR2K","ALYREF"
"POLR2K","NFIA"
"POLR2K","SF1"
"POLR2K","KDM6A"
"POLR2K","ASH2L"
"POLR2K","ELAVL2"
"POLR2K","POLR2H"
"POLR2K","GTF3C4"
"POLR2K","SRSF10"
"POLR2K","SNRPB"
"POLR2K","SOX2"
"POLR2K","RBBP4"
"POLR2K","POLR2I"
"POLR2K","SRSF2"
"POLR2K","HOXB4"
"POLR2K","POLR2F"
"POLR2K","NFIC"
"POLR2K","HOXB2"
"POLR2K","ELL2"
"POLR2K","FUS"
"POLR2K","POLR1C"
"POLR2K","NCOA6"
"POLR2K","POU2F2"
"POLR2K","SNRPD1"
"POLR2K","RBFOX2"
"POLR2K","POLR3E"
"POLR2K","TCEA1"
"POLR2K","EZH2"
"POLR2K","RBMX"
"POLR2K","RFC3"
"POLR2K","SRSF6"
"POLR2K","SRSF1"
"POLR2K","SNAPC4"
"POLR2K","POLR2A"
"POLR2K","MYBBP1A"
"POLR2K","WDR5"
"POLR2K","POU2F1"
"POLR2K","RBMX"
"POLR2K","NFIA"
"POLR2K","GTF3C4"
"POLR2K","POLR1C"
"POLR2K","YBX1"
"POLR2K","RBBP4"
"POLR2K","SRSF3"
"POLR2K","NCOA6"
"POLR2K","HNRNPK"
"POLR2K","SF1"
"POLR2K","KDM6A"
"POLR2K","RFC3"
"POLR2K","MLLT3"
"POLR2K","SNAPC3"
"POLR2K","NFIB"
"POLR2K","MYBBP1A"
"POLR2K","SRSF2"
"POLR2K","DEK"
"POLR2K","ELAVL2"
"POLR2K","POLR3G"
"POLR2K","SSB"
"POLR2K","RARG"
"POLR2K","NFIC"
"POLR2K","POLR2F"
"POLR2K","ESRP1"
"POLR2K","PBX1"
"POLR2K","SNRPB"
"POLR2K","RBFOX2"
"POLR2K","POLR2H"
"POLR2K","HOXB3"
"POLR2K","TAF1L"
"POLR2K","SRSF10"
"POLR2K","ALYREF"
"POLR2K","TCEA1"
"POLR2K","POU2F2"
"POLR2K","POLR1B"
"POLR2K","RNPS1"
"POLR2K","POLR2A"
"POLR3E","SNAPC4"
"POLR3E","SNAPC3"
"POLR3E","POLR2G"
"POLR3E","POLR1B"
"POLR3E","SSB"
"POLR3E","POU2F1"
"POLR3E","POLR3G"
"POLR3E","NFIB"
"POLR3E","NFIA"
"POLR3E","POLR2H"
"POLR3E","GTF3C4"
"POLR3E","POLR2F"
"POLR3E","NFIC"
"POLR3E","POLR2K"
"POLR3E","POLR1C"
"POLR3E","SNAPC4"
"POLR3E","POLR2G"
"POLR3E","POLR2K"
"POLR3E","POU2F1"
"POLR3E","NFIA"
"POLR3E","GTF3C4"
"POLR3E","POLR1C"
"POLR3E","SNAPC3"
"POLR3E","NFIB"
"POLR3E","POLR3G"
"POLR3E","SSB"
"POLR3E","NFIC"
"POLR3E","POLR2F"
"POLR3E","POLR2H"
"POLR3E","POLR1B"
"POU2AF1","POU2F1"
"POU2AF1","POU2F1"
"POU2AF1","POU2F2"
"POU2AF1","SPIB"
"POU2AF1","POU2F2"
"POU2AF1","SPIB"
"POU2F1","POLR2I"
"POU2F1","CCND1"
"POU2F1","ELL2"
"POU2F1","STAT3"
"POU2F1","POLR2D"
"POU2F1","SNAPC4"
"POU2F1","POLR3E"
"POU2F1","POLR2G"
"POU2F1","SOX2"
"POU2F1","POLR2K"
"POU2F1","SNAPC3"
"POU2F1","POLR2G"
"POU2F1","POLR3G"
"POU2F1","POLR2D"
"POU2F1","GATA3"
"POU2F1","CCND1"
"POU2F1","POLR2H"
"POU2F1","SOX2"
"POU2F1","POLR2I"
"POU2F1","POU2AF1"
"POU2F1","POLR2F"
"POU2F1","STAT3"
"POU2F1","POLR2K"
"POU2F1","ELL2"
"POU2F1","POLR1C"
"POU2F1","POU2F2"
"POU2F1","POLR3E"
"POU2F1","SNAPC4"
"POU2F1","POLR2A"
"POU2F1","POLR1C"
"POU2F1","GATA3"
"POU2F1","SNAPC3"
"POU2F1","POU2AF1"
"POU2F1","POLR3G"
"POU2F1","POLR2F"
"POU2F1","POLR2H"
"POU2F1","POU2F2"
"POU2F1","POLR2A"
"POU2F2","POLR2I"
"POU2F2","ELL2"
"POU2F2","POLR2D"
"POU2F2","SNAPC4"
"POU2F2","POLR2G"
"POU2F2","POLR2K"
"POU2F2","POU2F1"
"POU2F2","SNAPC3"
"POU2F2","POU2AF1"
"POU2F2","POLR2F"
"POU2F2","POLR2H"
"POU2F2","SNAPC3"
"POU2F2","POLR2G"
"POU2F2","POU2F1"
"POU2F2","POLR2D"
"POU2F2","POLR2H"
"POU2F2","POLR2I"
"POU2F2","POU2AF1"
"POU2F2","POLR2F"
"POU2F2","POLR2K"
"POU2F2","ELL2"
"POU2F2","SNAPC4"
"POU2F2","POLR2A"
"POU2F2","POLR2A"
"POU3F1","SOX2"
"POU3F1","SOX2"
"POU5F1","CCND1"
"POU5F1","NANOG"
"POU5F1","TWIST1"
"POU5F1","SNAI1"
"POU5F1","BMP4"
"POU5F1","TRIM28"
"POU5F1","TBX3"
"POU5F1","ZIC3"
"POU5F1","FOXD3"
"POU5F1","NANOG"
"POU5F1","SNAI1"
"POU5F1","SMAD2"
"POU5F1","PBX1"
"POU5F1","THY1"
"POU5F1","EPCAM"
"POU5F1","OTX2"
"POU5F1","SOX3"
"POU5F1","ZEB2"
"POU5F1","PROM1"
"POU5F1","TBX3"
"POU5F1","NR0B1"
"POU5F1","DNMT3B"
"POU5F1","TRIM28"
"POU5F1","CTNNB1"
"POU5F1","GATA4"
"POU5F1","EWSR1"
"POU5F1","MYCN"
"POU5F1","ZFP42"
"POU5F1","WDR5"
"POU5F1","BMP4"
"POU5F1","TP53"
"POU5F1","GATA6"
"POU5F1","LIN28A"
"POU5F1","TWIST1"
"POU5F1","CCND1"
"POU5F1","EHMT2"
"POU5F1","SOX17"
"POU5F1","SOX2"
"POU5F1","TCF4"
"POU5F1","STAT3"
"POU5F1","DNMT1"
"POU5F1","ZEB1"
"POU5F1","EZH2"
"POU5F1","PRDM14"
"POU5F1","SMAD2"
"POU5F1","EPCAM"
"POU5F1","STAT3"
"POU5F1","GATA6"
"POU5F1","TP53"
"POU5F1","PRDM14"
"POU5F1","MYCN"
"POU5F1","THY1"
"POU5F1","ZIC3"
"POU5F1","SOX17"
"POU5F1","ZFP42"
"POU5F1","EZH2"
"POU5F1","SOX2"
"POU5F1","DNMT3B"
"POU5F1","GATA4"
"POU5F1","OTX2"
"POU5F1","CTNNB1"
"POU5F1","WDR5"
"POU5F1","DNMT1"
"POU5F1","ZEB1"
"POU5F1","SOX3"
"POU5F1","FOXD3"
"POU5F1","LIN28A"
"POU5F1","EHMT2"
"POU5F1","NR0B1"
"POU5F1","TCF4"
"POU5F1","EWSR1"
"POU5F1","PBX1"
"POU5F1","PROM1"
"POU5F1","ZEB2"
"PPARA","SIRT1"
"PPARA","NFKBIA"
"PPARA","SMARCD3"
"PPARA","GRHL1"
"PPARA","RXRG"
"PPARA","PRKACB"
"PPARA","ANKRD1"
"PPARA","ABCA1"
"PPARA","NCOA6"
"PPARA","NRIP1"
"PPARA","NRIP1"
"PPARA","NFKBIA"
"PPARA","SMARCD3"
"PPARA","SIRT1"
"PPARA","RXRG"
"PPARA","CITED2"
"PPARA","ABCA1"
"PPARA","GRHL1"
"PPARA","PRKACB"
"PPARA","NCOA6"
"PPARA","ANKRD1"
"PPARA","CITED2"
"PPARGC1B","NR3C1"
"PPARGC1B","TWIST1"
"PPARGC1B","RBM14"
"PPARGC1B","NR3C1"
"PPARGC1B","WWP1"
"PPARGC1B","MED16"
"PPARGC1B","ESRRG"
"PPARGC1B","RBM14"
"PPARGC1B","MED14"
"PPARGC1B","TWIST1"
"PPARGC1B","MED14"
"PPARGC1B","MED16"
"PPARGC1B","ESRRG"
"PPARGC1B","WWP1"
"PRDM1","STAT3"
"PRDM1","TP53"
"PRDM1","TP53"
"PRDM1","CIITA"
"PRDM1","EHMT2"
"PRDM1","STAT3"
"PRDM1","EHMT2"
"PRDM1","CIITA"
"PRDM14","NANOG"
"PRDM14","POU5F1"
"PRDM14","SMAD2"
"PRDM14","CBFA2T2"
"PRDM14","CBFA2T2"
"PRDM14","NANOG"
"PRDM14","SMAD2"
"PRDM14","PBX1"
"PRDM14","DNMT3B"
"PRDM14","POU5F1"
"PRDM14","LIN28A"
"PRDM14","SOX2"
"PRDM14","SOX2"
"PRDM14","DNMT3B"
"PRDM14","LIN28A"
"PRDM14","PBX1"
"PSIP1","SRSF1"
"PSIP1","RBBP8"
"PSIP1","CDCA7L"
"PSIP1","SRSF1"
"PSIP1","RBBP8"
"PSIP1","CDCA7L"
"PSMD9","NFKBIA"
"PSMD9","CCND1"
"PSMD9","FBXO5"
"PSMD9","ODC1"
"PSMD9","VHL"
"PSMD9","APC"
"PSMD9","TP53"
"PSMD9","LIMD1"
"PSMD9","CCNA2"
"PSMD9","BUB1B"
"PSMD9","REL"
"PSMD9","PLK1"
"PSMD9","NFKBIB"
"PSMD9","CUL1"
"PSMD9","CTNNB1"
"PSMD9","PRICKLE1"
"PSMD9","KLHL12"
"PSMD9","CDC20"
"PSMD9","HIF3A"
"PSMD9","WWP1"
"PSMD9","CCNE2"
"PSMD9","HIF1A"
"PSMD9","CCNE2"
"PSMD9","APC"
"PSMD9","WWP1"
"PSMD9","HIF3A"
"PSMD9","KLHL12"
"PSMD9","NFKBIA"
"PSMD9","NFKBIB"
"PSMD9","CDC20"
"PSMD9","VHL"
"PSMD9","CCNA2"
"PSMD9","REL"
"PSMD9","CTNNB1"
"PSMD9","BUB1B"
"PSMD9","FBXO5"
"PSMD9","ODC1"
