X,RamDA_mESC_72h_A04,RamDA_mESC_72h_A05,RamDA_mESC_72h_A06,RamDA_mESC_72h_A07,RamDA_mESC_72h_A08,RamDA_mESC_72h_A09,RamDA_mESC_72h_A11,RamDA_mESC_72h_B01,RamDA_mESC_72h_B02,RamDA_mESC_72h_B03,RamDA_mESC_72h_B04,RamDA_mESC_72h_B05,RamDA_mESC_72h_B06,RamDA_mESC_72h_B07,RamDA_mESC_72h_B08,RamDA_mESC_72h_B09,RamDA_mESC_72h_B10,RamDA_mESC_72h_B11,RamDA_mESC_72h_B12,RamDA_mESC_72h_C01,RamDA_mESC_72h_C02,RamDA_mESC_72h_C03,RamDA_mESC_72h_C04,RamDA_mESC_72h_C05,RamDA_mESC_72h_C06,RamDA_mESC_72h_C07,RamDA_mESC_72h_C08,RamDA_mESC_72h_C09,RamDA_mESC_72h_C10,RamDA_mESC_72h_C11,RamDA_mESC_72h_C12,RamDA_mESC_72h_D01,RamDA_mESC_72h_D02,RamDA_mESC_72h_D03,RamDA_mESC_72h_D04,RamDA_mESC_72h_D05,RamDA_mESC_72h_D06,RamDA_mESC_72h_D07,RamDA_mESC_72h_D08,RamDA_mESC_72h_D09,RamDA_mESC_72h_D10,RamDA_mESC_72h_D11,RamDA_mESC_72h_D12,RamDA_mESC_72h_E01,RamDA_mESC_72h_E02,RamDA_mESC_72h_E03,RamDA_mESC_72h_E04,RamDA_mESC_72h_E05,RamDA_mESC_72h_E06,RamDA_mESC_72h_E07,RamDA_mESC_72h_E08,RamDA_mESC_72h_E09,RamDA_mESC_72h_E10,RamDA_mESC_72h_E11,RamDA_mESC_72h_E12,RamDA_mESC_72h_F01,RamDA_mESC_72h_F02,RamDA_mESC_72h_F03,RamDA_mESC_72h_F04,RamDA_mESC_72h_F05,RamDA_mESC_72h_F06,RamDA_mESC_72h_F07,RamDA_mESC_72h_F08,RamDA_mESC_72h_F09,RamDA_mESC_72h_F10,RamDA_mESC_72h_F11,RamDA_mESC_72h_F12,RamDA_mESC_72h_G01,RamDA_mESC_72h_G02,RamDA_mESC_72h_G03,RamDA_mESC_72h_G04,RamDA_mESC_72h_G05,RamDA_mESC_72h_G06,RamDA_mESC_72h_G07,RamDA_mESC_72h_G08,RamDA_mESC_72h_G09,RamDA_mESC_72h_G10,RamDA_mESC_72h_G11,RamDA_mESC_72h_G12,RamDA_mESC_72h_H01,RamDA_mESC_72h_H02,RamDA_mESC_72h_H03,RamDA_mESC_72h_H04,RamDA_mESC_72h_H05,RamDA_mESC_72h_H06,RamDA_mESC_72h_H07,RamDA_mESC_72h_H08,RamDA_mESC_72h_H09,RamDA_mESC_72h_H10,RamDA_mESC_72h_H11,RamDA_mESC_72h_H12
Anks1,0.826888051,0.435242875,0.239884718,0.411989261,0.408659943,0.517759754,0.595293818,0.430697972,0.566277251,0.532221865,0.5084844,0.426120857,0.789155459,0.594207653,0.486248227,0.56541396,0.527949728,0.117286911,0.474695959,0.330440956,0.82940572,0.484988276,0.459732646,0.586775329,0.484832528,0.569068859,0.597837664,0.531484163,0.439339875,0.607212312,0.363632992,0.951683281,0.309539107,0.237362938,0.638434423,0.437990623,0.205864971,0.696684458,0.412633778,0.521845876,0.606993783,0.619949731,0.560739013,0.386064521,0.564810211,0.727787064,0.668689608,0.581336489,0.540616596,0.848263225,0.45582364,0.640214418,0.668727439,0.637720078,0.642628636,0.590145898,0.696403836,0.675321987,0.600417465,0.604756057,0.739017408,0.513529507,0.555554617,0.872068725,0.557704908,0.615138569,0.656168138,0.475492437,0.481491312,0.482462599,0.325089797,0.557365021,0.692235377,0.415470343,0.590486142,0.685977926,0.549338646,0.544261472,0.33121056,0.356923159,0.408275284,0.525300604,0.965944732,0.417105674,0.495535533,0.330093225,0.476618786,0.401335116,0.287850812,0.534404677,0.268058652
Anp32a,1.59304688,2.392193941,0.666034486,0.963520557,0.190064234,2.238246679,1.252008909,1.841338486,1.862273121,1.812466993,1.562298362,1.878422651,0.506168003,1.897971076,1.682582135,1.13391031,1.62992234,1.437546487,2.058908272,0.554288087,0.943186943,1.444402913,1.402609572,1.960955406,1.640945223,2.175702315,1.071472642,1.978877208,1.753723174,1.081515766,1.851285712,1.425421971,1.155228982,1.244054006,1.55738113,1.702509341,1.540705578,1.661120886,2.009927064,1.240470955,1.984031949,1.646644428,0.859419208,0.855117828,1.736005245,1.976057211,1.363028298,2.011757239,2.133075111,1.818805409,1.591768301,0.676603461,1.068695902,1.572200579,1.716925574,1.716563365,1.412634679,1.673111981,0.556353584,1.166052454,1.755493377,1.027442684,2.147121288,1.112757721,1.956199473,0.718775782,1.672087746,1.586801044,1.282279066,2.182537801,1.50237989,1.541093449,0.574875613,1.287335192,0.879172193,1.061019891,1.672470646,1.432230729,1.588903822,1.117831341,1.908282316,0.595620728,1.481063994,0.913777684,1.34999072,2.090588627,1.950771205,0.821684041,1.413119344,1.01072146,2.016928976
Anxa2,3.567297986,4.40158895,0,2.973175276,2.529912143,3.17521785,3.606938259,2.983017961,3.722499647,2.89544186,2.357509101,2.289314539,4.06738213,2.710001796,2.483926542,3.266169519,1.885398913,0.50505876,0.94635979,3.480221632,1.867801837,4.269772232,4.089721307,3.643585597,4.150196193,1.53380918,2.610624029,4.654518355,3.974695706,1.263078748,1.590083231,3.516496073,3.662121356,3.425185928,3.972298912,2.965513271,2.761772875,2.348198461,2.711960319,1.068281035,1.843981712,3.559184476,1.375987625,2.879567812,3.376406843,1.942593457,2.878200344,0.784029372,2.579012463,3.899255562,1.090565234,3.480493177,3.021401433,1.048410661,3.245574979,3.749714671,3.693675028,1.727013217,1.444752728,3.936232934,3.168213107,1.894902594,2.974138234,3.850053174,4.130151474,2.672108912,4.551474917,2.696497324,3.31766081,0.972207611,0,3.195823252,3.539681078,2.183463543,1.957803507,2.540941588,4.385612972,3.786774773,4.174480685,3.998278135,4.133373997,2.753208292,3.380321778,1.751431829,4.017813252,2.653455266,3.260070822,4.166295417,3.594296856,2.373615414,3.477817658
Anxa5,2.035208632,3.991593722,2.21800675,3.311110811,3.040067955,2.20552498,3.716067834,1.437383541,2.985910129,2.873904877,3.11928909,2.538746202,3.765037512,2.656167524,2.673480991,3.299987611,2.362010505,2.614235566,0,2.668432342,1.449764018,4.020365513,3.213523376,1.712057882,3.669656652,2.396177097,2.83459527,3.708210972,3.706709681,1.476722782,2.663878175,3.109885094,3.311226559,2.989201206,4.024148053,3.008146805,2.885082149,2.159505068,2.34038348,1.739845012,2.506116271,3.434495694,1.706327215,3.158698973,3.438373377,1.73912147,3.036258769,1.61525618,1.572151522,2.538146798,2.42574739,3.346660504,2.450809657,1.421493611,3.074645193,2.890878279,3.825587426,2.281979147,1.254913051,3.030428007,0,1.744209571,2.421397984,2.783782285,3.490786045,2.765990823,3.79956712,2.664542049,3.356174288,3.241680541,0,2.970196875,1.195751718,2.327655779,0.647432062,3.497723688,3.278983853,3.640326266,3.466627666,3.08562707,3.626514882,3.116174244,2.566778095,2.442481214,3.861065365,2.597410456,2.794373798,2.714373034,4.046304182,1.794541383,4.083548814
Apbb1,1.317597798,0.867504133,1.382937811,1.008681146,0.919256567,0.795916403,0.921276361,0.627105759,1.458735764,1.222636553,0.406799831,1.220789291,0.53429881,0.733189902,0.825738182,1.631475159,1.347268838,0.944527073,1.215783138,0.732106954,0.780860964,1.247129328,1.620782563,1.147534066,1.581653379,0.654204934,0.379452212,0.904823461,0.70904245,1.306691864,1.003335049,0.862660042,0.729760837,0.963477336,1.055655275,1.122775368,0.571853667,1.217816437,1.373664434,0.306658732,1.673523859,0.430203029,0.631686072,1.021605914,1.207568775,1.648485192,1.659829545,1.196664995,1.147442456,0.77325589,0.799841003,1.770321874,1.225394962,1.264612736,0.676602879,0.633353276,1.467000872,0.920042641,1.297581976,1.400386496,1.587781777,0.77272261,1.249542752,1.311128631,1.192574405,1.105138666,1.533664307,1.913838599,0.762065304,1.560351021,0.364252201,0.60234158,1.340776644,0.427114084,1.417050792,1.417045514,0.980879205,1.773761369,0.960248157,0.763010881,0.970065246,0.295610177,1.924892828,1.88373924,1.616219487,0.920279349,0.8378783,1.131385523,1.293848683,1.345785102,1.563562198
Apex1,1.141448062,2.278996571,1.132807263,1.791788385,1.268882409,2.072087943,2.0373423,1.388383481,1.70482509,1.813199154,2.265759512,2.488176589,1.213646139,1.139802402,2.059968789,1.23814171,2.41365685,2.061140876,1.594096508,1.872444496,1.842119253,2.130934198,2.076449336,2.378005108,1.584535571,1.762780072,1.689127989,1.72884339,1.447042748,1.782674357,1.900148659,1.274609369,2.07784578,1.966479239,1.913823458,1.996341471,1.804420247,1.32848864,2.39754373,2.440746984,2.400939627,2.059239212,1.808649081,2.351511031,2.3014931,2.234063772,2.129945913,1.520273589,1.957228172,1.812309702,2.322331699,2.033954725,2.08530946,1.871581385,1.833628895,1.781768882,1.733119056,2.231312621,1.491380297,1.749774506,2.19002385,1.988137791,2.479374858,1.816012827,2.137384963,1.938819739,2.077566683,2.545820482,1.965349198,2.037333047,2.194236837,2.466353087,1.808251881,1.700712555,2.04135045,1.811464494,1.839063754,2.081627775,1.284032518,1.925822886,1.267349545,1.755129443,2.115511863,1.759432762,1.724400011,3.145649878,1.915865152,2.19536347,1.912171591,1.304018167,1.885137986
Apobec3,0.618780821,0,0.351632288,0.676975722,0.268951189,0.597169628,0.364956538,0.160993887,0,0.690538965,0.07182817,0.676036184,0.394097115,0,0.692106641,0,0.139537831,1.067708878,0.111309096,0.697399437,0.648458459,0,0.327880749,0.101784359,0.804872957,0.494369804,0,0.442379869,0.33595101,0,0,0.105983858,0.39222152,0.024332502,0.755714781,0,0.082794283,0.599611105,0.098787645,0,0.194248656,0.277592065,0.150775009,0.327756152,0.263356641,0.397604307,0.216673446,0,0.210494865,0,0.613158978,0.551035585,0.208278242,0.731217889,0.571293446,0.219385067,0.135758907,0,0.151448772,0.561661575,0.785233731,0.162158312,0.355389152,0,0.198166284,0.334641157,0.333731623,0.140368224,0.589164284,0.334351415,0.588088246,0.08333465,0,0,0.824208631,0.521476889,0.708782969,0.230020041,0,0.299669421,0.222540932,0.73910874,0.741846032,0,0.092986585,0.147263217,0.239168902,0.380741103,0,0.524458528,0.508817858
Apoe,1.483151011,0.329650603,4.700680315,0.42651465,0.303360445,2.166119779,0.196654567,1.401392954,0,4.063689644,4.561985594,6.290848211,0.72684146,1.5436528,5.301648386,0.603152332,4.892410649,6.43798604,3.601054693,0.565380062,1.636267081,0.158111147,2.176965866,1.150121909,1.541358592,6.572234041,2.156929397,0.271975823,0.642394574,4.129038016,2.99764947,1.461015718,1.335830941,0.344657724,1.934022107,0.689044392,2.314156962,2.665727031,4.977927883,0.477410853,5.476822403,0.707030823,6.217451325,2.95676164,0.768936411,0.316115845,1.790032929,0.606049073,0.532437528,1.243397997,5.042198883,3.96087817,0.780336603,4.822131702,0.361596516,1.041362563,1.140719887,2.841875711,1.558265607,0.594862155,2.032030898,5.624670511,0.762470889,0.745215209,2.890506827,6.316950863,0.683930825,0.636931473,3.651983603,0.404381849,1.918222466,0.804353915,0.126516822,0.488597166,0.101437546,0.912627196,1.121807991,0.265325163,0.095266694,0.353683612,0.753968085,2.8367407,0.79148805,0.788366114,0.553926192,1.354709674,2.963189009,0.247192091,2.775412036,3.929904941,3.134651346
App,2.497125464,2.418132355,1.190513978,2.358849448,2.19162771,1.75816944,2.32659648,2.311015949,2.04010689,2.547590979,2.136162994,2.12983139,2.617881884,1.914522685,2.043799391,2.859658515,1.150813202,2.01054862,2.281384233,2.213131391,2.019443298,2.447828622,2.230310766,2.170518989,2.065568185,2.271095343,1.841291365,2.033289609,2.028542581,1.908484607,2.690728192,2.108067403,2.417274885,2.435352989,2.374406686,2.241612368,2.069365056,1.94233645,1.529472325,3.08075559,2.35275179,2.379555847,2.589324227,2.630595396,2.421959952,2.291503864,2.04126465,2.331622979,2.082813586,2.13139901,1.498682852,2.292213921,2.123736091,2.428439067,2.275271053,2.239636767,2.344699602,2.014063149,2.703884867,2.483923418,2.07267375,1.636131724,2.46082203,2.137411885,1.486358557,1.358565107,2.344619275,2.240846145,2.193361714,1.96403559,2.162263559,2.505948376,2.295453827,2.267613285,2.485904155,1.635901299,2.321813351,2.636305309,1.808654801,2.377464473,2.484361716,2.069082179,3.006198106,2.746685414,2.120048445,2.801019992,2.15189839,2.719172645,2.284350877,2.244623379,2.031494234
Aqp8,1.125568675,1.094356983,4.046670737,3.621229796,0.24772814,0.484301188,1.285201747,1.6783593,0.593745303,3.722231618,1.96583027,4.904368513,2.706218018,4.327241843,4.273517193,0.350673789,4.319651218,4.078741406,0.630727844,1.530255775,3.365494709,1.365465339,3.359473164,2.926218203,1.123921023,4.019890652,3.111786096,0.217968659,0.160336854,5.026106699,3.982954811,1.023968951,2.886667061,4.080145089,2.031858016,0.514069946,3.870125144,4.187716216,1.396340962,4.152709881,4.670222968,2.456184528,4.618200396,2.936770313,3.284195834,3.740027639,1.64075123,1.704480373,1.162292048,2.956268495,4.222744646,3.79550358,1.724872628,4.757657063,2.353307679,2.668476549,0.951459516,4.005902727,3.87057536,1.457571481,1.693342488,4.255496987,3.53644245,0.563771601,3.856631557,3.265322976,0.388662405,2.836347818,1.820930105,1.502372802,0.003247931,1.456224483,0.103147313,2.826823521,3.655664118,2.163439033,0.275510596,3.449502379,2.666314439,2.329409644,0.909538376,1.647215784,2.289837237,2.744334015,2.197949759,3.560325414,1.897829637,0.327979139,1.323900583,4.27257363,1.873204928
Arhgap29,3.802174676,3.781010251,2.276662803,3.317688146,3.738532908,3.333063804,3.113703683,3.246147627,3.038353229,3.127437887,3.689954903,2.858513906,3.899979795,3.374914243,3.350066082,3.144525803,3.511919926,2.593584012,3.334458354,3.55239688,3.785235148,3.777912515,3.539432733,3.782518359,2.977246292,3.285084621,3.880849705,3.75154834,3.400068494,3.541828583,3.205391336,3.427798865,3.322621508,3.380363972,3.600844415,3.185096894,3.292605517,3.883583106,2.908532724,3.709451514,3.124929843,3.878419842,2.928449111,3.15107312,3.309491097,2.576385545,2.584441472,3.132499067,4.141300658,3.662369506,1.622146965,3.681713028,3.541982727,2.314670998,4.312663472,3.616447742,3.640161127,3.231097936,3.046117859,3.139964036,3.775249817,2.511403909,3.641971814,3.630863393,3.735000451,2.452571819,3.895267672,3.165172866,3.583194151,3.355717013,2.045092517,3.170023725,3.056186042,3.694130748,3.351084149,3.679045848,3.565984299,3.274115689,3.530054507,3.539162553,3.782855765,2.800251259,3.830058343,3.391309026,3.704829671,2.873993226,3.469567983,3.63281663,3.537037333,3.549658327,3.505433337
Arhgef40,3.661697088,4.094775051,1.304747589,3.383661129,2.667717942,4.295547989,4.086190397,3.257954735,1.959070639,3.367666067,3.745720325,1.905375743,3.769261516,3.255445476,2.986094574,3.934320654,2.004270519,1.036165383,2.042521539,4.395851982,4.047965637,3.804229686,3.950179843,4.685556656,3.604523064,3.589666825,4.161991513,3.283424599,4.295835016,2.117933995,2.115803715,5.049834259,3.838735482,3.201598362,3.743762324,2.356302135,4.455820975,2.737320039,2.323881544,4.080964829,1.052809149,4.339166882,1.625447599,3.215077134,4.079266398,3.55138498,2.533896098,2.130860321,3.63584797,4.138492177,1.407983425,3.929634447,3.915106398,1.986268946,4.037591043,4.553573283,5.191427327,3.057977645,1.769221745,3.297399355,4.396819164,1.022313181,2.661365997,3.684441407,4.865368514,1.450136755,4.679208179,2.763163495,3.258790095,2.500920679,2.176522474,4.102917044,4.088190744,4.100665071,1.316030239,4.344431673,4.295651711,3.773312295,3.962655894,5.115465765,3.682404213,3.061706282,4.791415277,3.471175207,4.665516993,4.339925942,3.612436583,1.721974132,4.089657302,4.112979307,4.470841668
Arid1a,1.892762519,1.921386702,2.173550867,2.224874456,2.258142514,2.497569594,1.402762732,2.178988571,2.092776038,1.980191136,2.171379299,2.43679508,1.853432654,1.90224355,2.668968623,1.949616715,2.258879826,1.819300809,2.058403927,2.053314509,2.110062574,2.147611172,2.279410972,2.024932419,1.6705672,2.160828757,2.070547584,1.693979036,2.120389624,2.37712999,2.447809713,2.196233901,1.922211301,1.754304283,1.945862923,1.751198181,2.341879742,2.10398475,2.048792805,1.580385853,2.100446213,2.337525023,1.940629195,1.643009308,2.126585937,1.955951624,2.206406859,2.239509489,2.19186149,1.53080014,1.900561407,1.956111001,2.467841707,2.506439624,2.359831427,2.21552885,2.021400692,2.240411131,2.141081065,1.959913818,2.278757085,1.764235976,1.910746331,1.856488137,2.106522133,2.244601818,2.395189111,1.760414159,1.725259364,2.062536983,2.62065439,2.050522217,2.311241982,2.51061783,2.182296254,1.835028883,1.765004344,2.197424607,2.175550998,1.982836096,2.322926548,2.050485605,2.073399547,2.473490871,2.080088416,2.039449456,1.736807833,2.346998798,2.082153924,2.232965379,2.23029921
Arid3b,1.682078875,1.67441305,1.178852999,3.050981655,1.76872826,1.879753163,2.066381413,1.41064159,1.750455792,1.173422823,1.312246297,1.272921845,2.392403205,0.897337359,1.564893594,1.26031302,1.623505978,0.378296195,1.823230602,1.362070551,2.30125894,1.707649994,2.327793691,1.025251029,0.699924741,1.206474117,1.16697906,1.414014138,2.094049675,1.719094538,1.332941349,1.567392204,1.905805434,0.848016996,1.280149946,1.68827647,1.889776695,1.872643624,0.576715003,0.434357291,1.269692891,2.068483133,0.980822932,1.997189979,2.697453451,1.593099307,1.976727128,1.38138674,1.172006393,1.612909895,1.397962328,1.569658412,1.186435557,1.624843786,1.54267224,1.490291415,1.931335035,0.81461395,1.151037274,1.927471682,1.397395565,0.803310162,1.422283899,1.827893817,1.21543825,0.598741161,1.774879536,1.840467891,1.339235372,1.806971862,1.345435937,1.781700012,1.502369997,1.420756303,0.713610846,1.079908194,1.485883088,1.562930161,1.500825092,0.691096537,0.996210121,1.882895443,1.104448865,0.863019733,1.511411328,1.148017409,1.165948925,1.565771913,1.366804127,2.30911717,1.810315937
Arid5b,1.474541238,1.694538735,1.654033826,2.132460467,1.864911615,1.599972874,1.721296703,1.201196636,1.802099446,2.196969504,1.699126261,1.89308266,1.97482203,2.120589799,2.558322377,2.08143956,2.420017704,1.893361682,2.669482524,2.009369909,1.696876369,1.967203805,1.719720487,1.37530526,0.995236583,1.987725456,1.862536547,1.83927742,1.617716739,1.825313122,1.431974215,1.28409044,1.730507301,2.210325786,1.672163524,2.28542483,1.389523834,2.036467207,1.92831168,1.777887257,2.512745498,1.687051031,1.68614078,2.31834188,1.8755931,1.83414799,1.689586202,2.256977858,1.652890171,1.86485846,1.572026004,1.577883306,1.39101682,2.070048323,2.349555991,1.237248822,1.244972445,1.473946436,2.170760384,1.574940155,1.674973144,1.658139021,1.988810559,1.353630564,1.803512559,2.503214268,1.12497743,1.508181266,1.429115252,2.141558107,2.294290552,2.150389674,1.786805344,1.944077812,2.04409618,1.421130525,1.307478346,1.507447914,0.501144196,1.703389723,1.662464742,2.398425199,1.684874832,1.946771837,1.627537486,1.969064218,2.032305972,1.942821419,1.626296158,2.043850116,2.062539069
Arl6ip5,0.258561941,1.456227098,0.724956868,0.460508922,0.495495142,0.689583054,0.225498658,0.499896906,0.677492898,1.075399639,0.583996856,0.464625238,0.234442338,0,1.00268405,0.445387512,0.732736918,0.216018734,0.269585439,0.837302893,0,0.212370219,0,0.409799774,0.411199639,0,0.227236439,0.586025213,0.633992916,0.383147258,1.135518391,0.465127038,0.245843684,0.441458693,0.931087436,0,1.015378309,0.528054935,0.25504659,1.40681294,0.204532772,0.438086822,0,0.470377465,0.972317445,0,0.291527006,0.635651729,1.096556438,0.675618771,0.614447748,0,0,0.382234551,0.24284841,0.76543165,0,0.596946855,0.943698389,0.615113145,0.761624605,0,1.098888209,0,0.42105769,0.331081222,0.229854731,1.495780213,0.57003268,1.249583548,0.72608642,0.482222104,0.969252101,0.411937469,0.465917472,0.392138297,0,1.016904304,0.480683071,0,0.459625229,0,0.736154011,1.426841175,0,0.469699898,0,0.231777007,0.763191048,0,0.606294931
Arnt2,0.085568126,0,0.887921295,0.193915538,0,0,0,0,0,0,0.135842153,0.172645188,0,0.039053976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091557801,0,0.013611188,0.614448056,0,0,0,0,0,0,0,0.057993528,0,0,0,0,0,0,0,0.011883862,0,0,0,0,0,0.186478315,0,0,0,0,0.364697335,0.528867653,0.04697389,0,0,0,0,0,0,0,0.170221898,1.594257405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04175839,0.198152811,0,0.757298776,0,0,0
Arntl,0.749721996,0.546214932,0.530999203,0.351565301,1.022736909,0.689891362,0.096379466,0.658442932,0.423704916,0.865101583,1.057147399,1.032050958,0.330254623,1.093229428,1.155231064,0.15676013,1.344721014,0.617729716,1.663635663,0.560248694,1.129576679,0.416522089,0.78807611,0.926265306,0.274196832,1.280946562,0.328746645,0.614602796,0.538617858,0.915601737,0.243767087,0.263328804,0.833948736,0.630069046,0.980574904,1.017183054,0.515132523,1.25209162,0.920387719,0.675995658,1.397982788,0.699918287,0.957847568,1.003645915,0.49646896,0.407762927,0.186235527,0.432939051,0.768759836,0.370655729,0.871429529,0.742478345,0.504560877,0.942048324,0.519743323,0.50997565,0.51780909,0.362739283,0.94311786,0.624784854,0.45539235,0.301707244,0.434459179,0.623223626,0.445485104,1.002254599,0.473703214,0.714802308,0.861672204,0.887455129,1.098621983,0.694502823,0.508807498,0.485876822,0.395477744,0.463059893,0.696074556,0.574216405,0.59773581,0.519753104,0.720638254,0.777648547,0.69118309,0.945311938,0.705828213,0.732393976,0.235856206,0.801178581,0.501653349,0.944889589,1.004510594
Ash1l,0.801467985,0.512073455,1.225087719,0.738167273,0.605982527,0.871187619,0.543043259,0.154491215,0.53383607,0.555573587,0.370397884,0.788563206,0.261427635,0.431883847,0.910732587,1.051878023,0.433421557,0.054895249,0.666204965,0.359163731,0.56578387,0.472004208,0.6805805,0.531795825,0.77421979,0.52610654,0.523390404,0.458713689,0.652408085,0.340052655,0.541457355,0.437525789,0.269090271,0.300867163,0.270765083,0.778514547,0.373090088,0.779784177,0.381344004,0.738892846,0.278967782,0.701918586,0.636697384,0.524833724,0.646123282,0.621741424,0.811040751,0.682707846,0.218143913,0.268466979,0.473030293,0.854885491,0.521285023,0.445848537,0.834980205,0.202514475,0.335153387,0.099043568,1.109924454,0.351747754,0.443281558,0.306006866,0.682270591,0.193631812,0.633261237,0.364023155,0.377537865,0.49241389,0.392735457,0.701893118,1.036740917,0.986383778,0.490993478,0.338163456,0.489963843,0.194585447,0.74536839,0.615848776,1.069633014,0.736222181,0.691198948,0.98731144,0.761663052,0.644837092,0.522038885,0.089150649,0.405191955,0.785017549,0.545498506,0.638361787,0.485798102
Ash2l,1.969194952,1.586775199,2.750075459,1.983321562,2.126968196,1.91962648,1.705331188,2.176999016,2.087312844,1.460943956,1.640132466,1.860772045,2.307965598,1.795595945,2.55110099,1.848570183,2.876905215,2.053375905,1.822490958,1.7491489,2.343138245,1.343574659,2.193860821,2.274072716,1.750179446,1.692083975,1.606088947,1.420632817,2.603663173,1.264547015,2.006992911,1.902329092,1.718368999,1.845598086,1.730329254,1.253321583,1.920585291,2.102325908,1.984971332,1.492078909,1.804250574,2.280867274,1.572712302,0.718632962,1.810252493,1.637792016,1.87992731,2.149773952,2.320706048,1.018849984,2.181195024,1.252466236,2.125150044,1.738133115,1.735395851,1.36606498,2.156571866,1.651286293,1.731609331,2.157121045,1.784534377,1.918943841,1.914988296,2.248336469,1.770654266,0.690785226,1.881556433,1.964272438,1.089838602,1.979318831,1.775751513,1.56597092,1.490571946,1.523304382,1.629777449,2.113532452,2.042148252,1.408350675,1.583355882,1.962812763,1.843064119,1.32867515,1.91080928,2.90934038,2.312816336,1.376380423,1.90369986,1.250440601,1.944343185,1.66309208,1.981165114
Asns,2.409483242,3.170118317,2.783655217,3.636665835,3.388054142,3.890625152,3.285592174,3.590911661,2.485813512,3.357995699,3.155561392,3.214940957,3.835199519,3.588649696,3.123925747,3.291649937,2.189505768,2.148822649,1.621512149,3.44497961,3.484266355,3.312162701,3.159129621,3.524725005,3.1958158,3.639140407,2.760800743,4.200876972,3.532869516,1.695839863,3.848016371,2.828223389,3.57186692,2.986488668,4.15210574,2.804813213,3.814008454,1.986949033,2.871066832,2.574368801,3.153110965,3.764458185,2.931141792,2.436029488,2.647842235,2.222577921,2.83717559,3.562568819,3.70571701,3.105036381,3.259840983,3.038460308,3.787003481,1.875323605,3.989431627,3.803178416,3.603389495,3.645366429,3.552981386,3.935208228,3.995260145,3.245299284,2.548303144,3.88300739,2.535690244,2.544347655,4.310940572,2.672536379,3.426306991,3.905621501,2.934981094,3.761610155,3.603687832,2.852232106,2.52438062,3.760937807,2.772192324,3.342150895,3.327345569,3.049166364,3.435055644,4.19669419,3.881097742,2.989272268,3.263073481,3.404100107,1.648921045,1.063114229,4.135224509,3.168909897,3.230311862
Ass1,0.218828848,0.494948998,0.44122558,0.172586088,0,1.791919503,0.80050096,0,1.59519575,0,0.448485765,0.708501716,0.660094412,0.450085593,0.710188135,0.294371451,0.71238324,0,0,0.534773293,0.247716523,0,0.134461656,0.344866793,0.27069979,1.265913099,0,0.350057015,0.138561817,0.115496758,0,0,0.68784581,0,0.26640684,0.257475769,0.246816732,0.043672971,0.16481085,0.119257804,0,0.571525724,0,1.427574168,0,0.141963992,0,0.365957958,0,0,0.194461386,0.893971494,0.64899263,0,0.138112767,0.565038251,0.33067186,0.139880525,0,0,0.131288714,0,0.143126444,0,0.168289367,0.555131863,0.463206496,0,0.178469972,1.167470018,0.722249721,0.626443523,0,0,0.273693368,0.118468677,0.791978819,0,0,1.753446703,0.435312364,1.196471999,0,0,0.163607862,0.046634878,0,0,0,0.323734553,0
